X,RecordID_ALA,COLLECTION.ID,CatalogNumber,Collection,SpeciesName,MonthCapture,YearCapture,LongitudeClim,LatitudeClim,Longitude,Latitude,distance2coast_m,elevation,IBRA_REG_CODE_7,IBRA_REG_NAME_7
10082,30a194b2-6b36-4564-a6ca-6ae3a23b2afe,O.55365,O.55365,AM,Malurus lamberti,10,1979,142.333,-34.133,142.333,-34.133,305875.3231,59.34920883,MDD,Murray Darling Depression
10087,3105ca5d-9b70-4cc7-8a0d-8be6243eaf17,B55472,B55472,ANWC,Malurus lamberti,10,2010,151.7697,-28.7205,151.7697,-28.7205,161189.2456,870.3942871,NAN,Nandewar
11952,317375a9-3867-4e91-a4fc-3888553daad3,A16850,A16850,WAM,Malurus lamberti,11,1979,115.883333,-29.816667,115.883333,-29.816667,86433.75787,247.0032959,AVW,Avon Wheatbelt
8396,31c00e04-ca1e-426c-ab0a-0143f52de319,G24244,G24244,ANWC,Malurus lamberti,8,1996,139.3111,-30.4658,139.3111,-30.4658,275812.4076,190.5733948,FLB,Flinders Lofty Block
10101,323c30e5-8be7-4b04-9236-424943ed7c7e,A20685,A20685,WAM,Malurus lamberti,10,1986,114.45,-27.283333,114.45,-27.283333,38269.38463,181.1773071,GES,Geraldton Sandplains
5919,32d5e6bf-14da-4591-bf69-5889acf136cc,A13867,A13867,WAM,Malurus lamberti,7,1975,128.083333,-19.233333,128.083333,-19.233333,415401.2428,315.7370911,TAN,Tanami
3086,335c819c-c4c8-47ca-807e-4e77af259314,B33205,B33205,ANWC,Malurus lamberti,5,2002,117.6447,-22.0247,117.6447,-22.0247,144399.9979,418.3505859,PIL,Pilbara
7126,33acaaea-8227-4955-b883-d03d30fd7986,G32064,G32064,ANWC,Malurus lamberti,7,2010,126.1069,-19.2103,126.1069,-19.2103,321489.5875,234.4696045,OVP,Ord Victoria Plain
11958,33bce121-7fc3-42f8-be6a-2cddc2cb7b96,B55503,B55503,ANWC,Malurus lamberti,11,2010,148.1329,-23.8655,148.1329,-23.8655,225641.663,237.5626984,BBN,Brigalow Belt North
10105,342e551d-2502-4d7d-bee1-47083936e50a,A15046,A15046,WAM,Malurus lamberti,10,1977,123.983333,-16.783333,123.983333,-16.783333,18516.51425,13.49549007,NOK,Northern Kimberley
11737,34519ba8-bbdf-471b-b99b-05ef24211dd0,G40534,G40534,ANWC,Malurus lamberti,10,2015,132.426,-13.437,132.426,-13.437,117810,267.9241028,ARP,Arnhem Plateau
1905,34a28b22-4b3a-490b-ab00-18ba8658aaa1,O.41475,O.41475,AM,Malurus lamberti,4,1965,132.766,-23.95,132.766,-23.95,855155.0351,579.5880737,MAC,MacDonnell Ranges
3107,35a4df78-1ca8-4671-9e36-e741cadebe12,B48005,B48005,ANWC,Malurus lamberti,5,1996,142.8686,-24.0222,142.8686,-24.0222,663513.9518,215.2763062,CHC,Channel Country
3109,35b38fb3-e5df-4717-99ca-c8295c61099e,B38005,B38005,ANWC,Malurus lamberti,5,1983,139.6333,-35.15,139.6333,-35.15,37033.0285,92.95871735,MDD,Murray Darling Depression
5931,35d43f76-7961-4ee5-b28f-2ca9942c60f4,B55127,B55127,ANWC,Malurus lamberti,7,2010,127.9837,-16.4463,127.9837,-16.4463,106703.0281,180.0895996,VIB,Victoria Bonaparte
5933,36186e58-c406-4bed-8a61-79ebc2a168db,B54435,B54435,ANWC,Malurus lamberti,7,2009,136.469,-15.692,136.469,-15.692,0,1.574169993,GUC,Gulf Coastal
9718,361bb16f-6d97-40a1-9532-183e9cff4e74,G4340,G4340,ANWC,Malurus lamberti,9,1999,145.4567,-32.5811,145.4567,-32.5811,544293.9027,160.0986023,MDD,Murray Darling Depression
13048,36796fe4-4825-435a-98f1-a7cdf9516369,B41361,B41361,ANWC,Malurus lamberti,12,1987,142.0333,-35.1333,142.0333,-35.1333,239126.0571,87.4283371,MDD,Murray Darling Depression
3117,372e7088-f11e-4658-acc7-276342cc83c5,A15635,A15635,WAM,Malurus lamberti,5,1978,131.032778,-16.55,131.032778,-16.55,211282.8694,76.46478271,OVP,Ord Victoria Plain
5940,37553342-94a8-470b-a27f-0869b3a84bd6,B13849,B13849,ANWC,Malurus lamberti,7,1971,132.8333,-12.8667,132.8333,-12.8667,71414.04694,56.47431946,PCK,Pine Creek
10130,37bbed9c-2d6c-482e-813a-70bf7f75b747,B29336,B29336,ANWC,Malurus lamberti,10,2001,139.5917,-17.7333,139.5917,-17.7333,24494.61165,2.078464031,GUP,Gulf Plains
3120,37caf331-2ee6-4e9a-90d4-1e0b9bb7f6e7,A15662,A15662,WAM,Malurus lamberti,5,1978,127.883333,-18.233333,127.883333,-18.233333,308706.2275,384.0317993,OVP,Ord Victoria Plain
7410,37fa775c-e07e-4613-a8c4-8e66e67f957d,A12687,A12687,WAM,Malurus lamberti,8,1973,119.266667,-30.25,119.266667,-30.25,370540.2813,514.5040283,COO,Coolgardie
11976,38144737-d73d-4161-9cce-de6bcc95e96c,O.53049,O.53049,AM,Malurus lamberti,11,1979,128.733,-15.766,128.733,-15.766,73934.56702,59.76517868,VIB,Victoria Bonaparte
10141,39fdfe6a-f8f5-45e2-bcd3-6c281f0b0ef9,B55476,B55476,ANWC,Malurus lamberti,10,2010,149.2043,-28.3982,149.2043,-28.3982,397617.8619,216.9626007,BBS,Brigalow Belt South
10149,3a95564c-1e9e-4d14-a9a2-fe87cf12472d,A20688,A20688,WAM,Malurus lamberti,10,1986,114.4,-28.116667,114.4,-28.116667,17531.60004,108.8578033,GES,Geraldton Sandplains
3142,3b126874-b76b-4aa0-9c36-32f33849b2cb,A13433,A13433,WAM,Malurus lamberti,5,1974,115.233611,-30.116944,115.233611,-30.116944,22365.63882,191.822998,GES,Geraldton Sandplains
4576,3b3c37d6-5174-4917-95d8-a2ba326c72a0,G7342,G7342,ANWC,Malurus lamberti,5,2002,114.0814,-25.4828,114.0814,-25.4828,7455.212941,9.869441032,CAR,Carnarvon
11743,3b3dc32e-346a-41e4-ada2-daf76a3502fa,G40533,G40533,ANWC,Malurus lamberti,10,2015,132.419,-13.431,132.419,-13.431,117810,100.7722015,ARP,Arnhem Plateau
1936,3b86e449-059a-4975-808e-be1a464146a1,A20709,A20709,WAM,Malurus lamberti,4,1986,123.933333,-16.683333,123.933333,-16.683333,22618.97434,62.53219986,NOK,Northern Kimberley
3147,3be3930a-31b9-4209-a07b-dcead40d8862,A15621,A15621,WAM,Malurus lamberti,5,1978,129.766944,-15.466944,129.766944,-15.466944,34016.22701,9.693307877,VIB,Victoria Bonaparte
12930,3c084a72-ec53-4578-a32d-dabc73076cb4,ABTC113234,ABTC113234,ABTC,Malurus lamberti assimilis,11,2004,139.4794,-34.3753,139.4794,-34.3753,99176.70946,80.77060699,MDD,Murray Darling Depression
7429,3caec8fb-63b5-4560-a0a0-7f08d2715255,O.66228,O.66228,AM,Malurus lamberti,8,1955,151.866,-29.183,151.866,-29.183,141540.6161,485.7210083,NET,New England Tablelands
5968,3d5bbf3e-8ed5-4339-ba0e-a537713bf1a1,B55256,B55256,ANWC,Malurus lamberti,7,2010,126.0343,-18.6768,126.0343,-18.6768,280157.4973,263.5488892,OVP,Ord Victoria Plain
8724,3da5748d-b1b6-480c-b489-f6371723507b,B40159,B40159,ANWC,Malurus lamberti,9,1985,139.5,-26.6833,139.5,-26.6833,685123.7384,13.10801983,CHC,Channel Country
8725,3db11faf-1cb8-4551-beff-75c35e14bf7b,A37114,A37114,WAM,Malurus lamberti,9,2005,118.65,-23.616667,118.65,-23.616667,342924.5631,529.4771118,GAS,Gascoyne
3157,3de103ed-6cf1-4cb4-8c49-c3665a4ccf53,B11722,B11722,ANWC,Malurus lamberti,5,1969,127.0833,-29.25,127.0833,-29.25,322492.3391,200.0158997,NUL,Nullarbor
4843,3df9dd87-1f6e-493a-b52d-b7adcb31f8c1,B17284,B17284,ANWC,Malurus lamberti,6,1974,137.6,-17.8667,137.6,-17.8667,141271.6674,194.5368958,GFU,Gulf Fall and Uplands
10178,3e457b43-62a9-4dac-a9bd-a2407c061ede,A20689,A20689,WAM,Malurus lamberti,10,1986,119.666667,-27.1,119.666667,-27.1,520460.6977,527.9036865,MUR,Murchison
8407,3efff341-7177-45fb-8931-d241a87c2019,G30904,G30904,ANWC,Malurus lamberti,8,2008,128.2333,-28.5339,128.2333,-28.5339,357695.3918,339.9645996,GVD,Great Victoria Desert
10186,3f662d5d-4589-4bc0-895c-4ea8e650d544,B46415,B46415,ANWC,Malurus lamberti,10,1994,143.5511,-34.6831,143.5511,-34.6831,374081.3593,65.07148743,MDD,Murray Darling Depression
5980,3f8053cf-c98c-4074-b19b-76e292429689,B39918,B39918,ANWC,Malurus lamberti,7,1985,142.7667,-23.25,142.7667,-23.25,598894.8831,253.222702,CHC,Channel Country
1265,3fccdc85-460b-4ebc-9fad-6d68c601d8a1,A20195,A20195,WAM,Malurus lamberti,3,1986,125.85,-16.8,125.85,-16.8,124211.1046,461.5606995,CEK,Central Kimberley
11748,3fcdd4d6-3a0e-48d4-b854-b36b552456d0,G40527,G40527,ANWC,Malurus lamberti,10,2015,132.424,-13.427,132.424,-13.427,117810,252.2875061,ARP,Arnhem Plateau
4850,3fcded3b-f7e3-42fe-9f75-4016522acc38,B39306,B39306,ANWC,Malurus lamberti,6,1985,152.6167,-26.6833,152.6167,-26.6833,49100,399.8071899,SEQ,South Eastern Queensland
12935,409e08db-00be-448a-a8f3-5523485905c3,ABTC85133,ABTC85133,ABTC,Malurus lamberti,11,1997,135.45,-32.3667,135.45,-32.3667,110326.2163,340.0235901,GAW,Gawler
10193,40a05f07-0c3e-4209-b4f8-c51dbe2d5a64,A20687,A20687,WAM,Malurus lamberti,10,1986,115.266667,-27.933333,115.266667,-27.933333,93385.83244,254.3798981,GES,Geraldton Sandplains
12959,40b32dc5-98a9-46ff-accd-c59ced00a79d,G32266,G32266,ANWC,Malurus lamberti,11,2010,148.1329,-23.8655,148.1329,-23.8655,225641.663,237.5626984,BBN,Brigalow Belt North
3171,41046e44-b0e3-4bb5-ba57-7ea17793ff1b,A15638,A15638,WAM,Malurus lamberti,5,1978,131.032778,-16.55,131.032778,-16.55,211282.8694,76.46478271,OVP,Ord Victoria Plain
1268,41078f0e-8976-4f16-90fd-fed10f8b21f0,A20189,A20189,WAM,Malurus lamberti,3,1986,125.046111,-17.382778,125.046111,-17.382778,111994.3079,137.0834961,CEK,Central Kimberley
1270,419365fe-8aa6-4f3e-8d9f-8726e9d9d854,A20172,A20172,WAM,Malurus lamberti,3,1986,125.85,-16.8,125.85,-16.8,124211.1046,461.5606995,CEK,Central Kimberley
3174,41ac4ba7-1899-4341-8477-f2772d742640,A15610,A15610,WAM,Malurus lamberti,5,1978,130.966667,-16.516389,130.966667,-16.516389,204557.8434,101.7001038,OVP,Ord Victoria Plain
12944,41cbd59e-e10c-4e9b-a4ce-02774d571137,G32345,G32345,ANWC,Malurus lamberti,11,2011,151.2107,-28.61,151.2107,-28.61,219157.1313,375.9753113,NAN,Nandewar
5999,42ddfaac-93b7-4555-8d05-adfe212cf7a3,B54739,B54739,ANWC,Malurus lamberti,7,2009,133.728,-14.17,133.728,-14.17,191864.83,164.585907,GFU,Gulf Fall and Uplands
11722,431cd664-9b48-4390-ae2b-2b6a0b8c865a,G2312,G2312,ANWC,Malurus lamberti,10,2001,139.8,-17.625,139.8,-17.625,5610,0.9631688,GUP,Gulf Plains
155,4377191a-5aac-4276-bf8b-547e720c8930,A8857,A8857,WAM,Malurus lamberti,1,1960,114.216667,-27.983056,114.216667,-27.983056,9820,99.74550629,GES,Geraldton Sandplains
3187,43abca49-e70e-4404-aeba-dd11686b1134,A15624,A15624,WAM,Malurus lamberti,5,1978,129.766944,-15.466944,129.766944,-15.466944,34016.22701,9.693307877,VIB,Victoria Bonaparte
1962,43b58a6d-2c05-442f-9e1b-2c9a1f8438cc,A20712,A20712,WAM,Malurus lamberti,4,1986,128.4,-17.532778,128.4,-17.532778,234216.4729,239.9544983,OVP,Ord Victoria Plain
6010,446f0912-5967-48f2-ae1e-11e6a42b092f,B55412,B55412,ANWC,Malurus lamberti,7,2010,128.6945,-18.1345,128.6945,-18.1345,300873.5297,337.7535095,OVP,Ord Victoria Plain
8763,45c511b0-1979-4401-9fda-df99edafbe2e,O.42547,O.42547,AM,Malurus lamberti,9,1967,152.916,-31.35,152.916,-31.35,0,9.106640816,NNC,NSW North Coast
10226,45fb52a9-3002-4d16-bd2a-edeb70030a78,A15044,A15044,WAM,Malurus lamberti,10,1977,123.666667,-16.583333,123.666667,-16.583333,4910,50.64247131,NOK,Northern Kimberley
3203,460c25e8-2d8c-4590-8f75-5bd3d7c567f9,A15611,A15611,WAM,Malurus lamberti,5,1978,130.899722,-15.666389,130.899722,-15.666389,139442.7682,71.64247131,VIB,Victoria Bonaparte
4876,461deb20-c935-4151-b077-e721b383f674,A15616,A15616,WAM,Malurus lamberti,6,1978,129.583333,-15.95,129.583333,-15.95,89760,190.7406006,VIB,Victoria Bonaparte
6018,46730e96-50eb-4dc9-842e-dc912d91aebf,A13957,A13957,WAM,Malurus lamberti,7,1975,125.316667,-18.5,125.316667,-18.5,206916.9495,84.0401535,DAL,Dampierland
13077,46747950-59d7-4a24-b5ad-66d1eed26e1e,A14434,A14434,WAM,Malurus lamberti,12,1975,119.566667,-23.266667,119.566667,-23.266667,337289.2944,887.1845093,PIL,Pilbara
11738,46e845ee-136e-488f-a01d-be0543e177ae,G40524,G40524,ANWC,Malurus lamberti,10,2015,132.426,-13.437,132.426,-13.437,117810,267.9241028,ARP,Arnhem Plateau
3210,478a299d-6047-46ad-9ff6-2312aa2977d5,A36783,A36783,WAM,Malurus lamberti,5,2005,125.2,-15.1,125.2,-15.1,0,148.9687042,NOK,Northern Kimberley
13080,47c12ae7-d999-497c-bf3b-955785a0f165,O.58212,O.58212,AM,Malurus lamberti,12,1982,141.916,-34.1,141.916,-34.1,273006.0237,30.41362,RIV,Riverina
10238,47d36c09-445c-43c4-afa9-19616dc1a6a5,B55474,B55474,ANWC,Malurus lamberti,10,2010,151.7697,-28.7205,151.7697,-28.7205,161189.2456,870.3942871,NAN,Nandewar
3212,47ee8705-1866-4864-b083-d28442782c11,B32774,B32774,ANWC,Malurus lamberti,5,2002,134.1861,-28.4108,134.1861,-28.4108,420018.4383,256.7723083,STP,Stony Plains
12942,48af3303-427a-4cc1-ad73-ddea1023f339,G32355,G32355,ANWC,Malurus lamberti,11,2011,151.237,-28.6107,151.237,-28.6107,214880.2562,391.0541077,NAN,Nandewar
11744,48ba6eb2-67e3-4efb-9089-9d02d73bda31,G40523,G40523,ANWC,Malurus lamberti,10,2015,132.419,-13.431,132.419,-13.431,117810,100.7722015,ARP,Arnhem Plateau
6032,4a1679f3-ef05-4a0f-873a-85c9d57a53a9,B40006,B40006,ANWC,Malurus lamberti,7,1985,142.9333,-22.5,142.9333,-22.5,532054.1484,202.5028992,MGD,Mitchell Grass Downs
12946,4aa31d00-513b-4252-bdfd-aad922943ed3,G32347,G32347,ANWC,Malurus lamberti,11,2011,151.2015,-28.6032,151.2015,-28.6032,219157.1313,393.2861023,NAN,Nandewar
7143,4ae7663a-59a1-4ece-9014-aab7386cd88e,G32189,G32189,ANWC,Malurus lamberti,7,2010,128.6945,-18.1345,128.6945,-18.1345,300873.5297,337.7535095,OVP,Ord Victoria Plain
12038,4aeaf95f-622a-42f2-81dc-786204baec2d,A9551,A9551,WAM,Malurus lamberti,11,1964,113.7,-26.682778,113.7,-26.682778,4910,18.12919044,YAL,Yalgoo
12041,4b127129-fa5d-410e-8a47-59a1dc17418d,A17758,A17758,WAM,Malurus lamberti,11,1982,115.75,-27.566944,115.75,-27.566944,158714.3598,260.4388123,YAL,Yalgoo
11685,4ba10d51-aa95-4c16-849f-f39deb229bc0,ABTC113313,ABTC113313,ABTC,Malurus lamberti assimilis,10,2005,139.4794,-34.3753,139.4794,-34.3753,99176.70946,80.77060699,MDD,Murray Darling Depression
6039,4c20c8c7-30b6-4e52-a7cd-979da09777a0,B54436,B54436,ANWC,Malurus lamberti,7,2009,136.469,-15.692,136.469,-15.692,0,1.574169993,GUC,Gulf Coastal
4907,4cb2626f-1082-427e-83e6-fe713f0dfea2,B17234,B17234,ANWC,Malurus lamberti,6,1974,136.5167,-15.9,136.5167,-15.9,17531.60004,2.358426094,GUC,Gulf Coastal
4909,4cf21e5d-df7a-4a61-b8de-ff72d5c04567,A15619,A15619,WAM,Malurus lamberti,6,1978,129.583333,-15.95,129.583333,-15.95,89760,190.7406006,VIB,Victoria Bonaparte
7137,4d35ec81-5b13-4c34-a415-ccc4058df349,G31994,G31994,ANWC,Malurus lamberti,7,2010,126.0601,-18.7082,126.0601,-18.7082,280157.4973,239.5233002,OVP,Ord Victoria Plain
3253,4dadb16a-1e05-4b2f-8f3c-f037cf9e1243,B28095,B28095,ANWC,Malurus lamberti,5,1996,142.4522,-23.0297,142.4522,-23.0297,602247.3034,248.2324982,CHC,Channel Country
6058,4e29b920-9bb6-49d9-bd84-6290cf530495,B55126,B55126,ANWC,Malurus lamberti,7,2010,127.9837,-16.4463,127.9837,-16.4463,106703.0281,180.0895996,VIB,Victoria Bonaparte
8789,4e6cc7c9-bf2b-470f-800c-ada43950e7b4,B40322,B40322,ANWC,Malurus lamberti,9,1985,137.1417,-33.1,137.1417,-33.1,26992.42301,318.3536072,GAW,Gawler
11694,4f251600-7091-40b4-876c-0c8e5b68ab76,G32479,G32479,ANWC,Malurus lamberti,10,2012,152.243,-31.8241,152.243,-31.8241,37033.0285,60.38249969,NNC,NSW North Coast
12945,4fca911e-5ffe-416b-8553-511d35744d59,G32346,G32346,ANWC,Malurus lamberti,11,2011,151.2054,-28.6098,151.2054,-28.6098,219157.1313,381.188385,NAN,Nandewar
11739,4ffec48e-528d-4f65-9f3d-5eb49d522939,G40536,G40536,ANWC,Malurus lamberti,10,2015,132.426,-13.437,132.426,-13.437,117810,267.9241028,ARP,Arnhem Plateau
8413,50228b57-ac81-4c6b-8b77-0787dab2445f,G31028,G31028,ANWC,Malurus lamberti,8,2008,125.9081,-28.2997,125.9081,-28.2997,440900.5971,325.2197876,GVD,Great Victoria Desert
10286,5060a964-0ea5-4cad-94c1-13e330d0a4a0,O.40596,O.40596,AM,Malurus lamberti,10,1963,136.666,-20.05,136.666,-20.05,400192.2278,302.0332031,DMR,Davenport Murchison Ranges
185,5077aad8-d40e-444b-aa7a-4c09c19f440b,A8862,A8862,WAM,Malurus lamberti,1,1960,114.666667,-28.716667,114.666667,-28.716667,9820,97.72657776,GES,Geraldton Sandplains
4926,508791e3-f366-424c-acc8-634688c0c324,B17169,B17169,ANWC,Malurus lamberti,6,1974,139.5333,-20.5667,139.5333,-20.5667,320578.8117,316.6661987,MII,Mount Isa Inlier
9731,50da4e56-073f-4d77-b735-647f226d8d06,ABTC73792,ABTC73792,ABTC,Malurus lamberti assimilis,9,1999,134.8106,-26.9828,134.8106,-26.9828,586287.305,187.7335052,FIN,Finke
3279,50f14d9c-d2f7-46a6-b867-1abf8cdd0285,O10675,O10675,QM,Malurus lamberti,5,1966,148.416667,-25.05,148.416667,-25.05,301753.0979,314.2264099,BBS,Brigalow Belt South
8395,51060b57-9e01-4d80-821d-bd4e1373eee0,G24220,G24220,ANWC,Malurus lamberti,8,1996,139.5664,-31.1189,139.5664,-31.1189,232822.9991,24.12895012,BHC,Broken Hill Complex
7129,5124e108-d946-43c1-9e08-8a801c6a4e11,G32053,G32053,ANWC,Malurus lamberti,7,2010,126.1982,-19.189,126.1982,-19.189,329049.5514,239.9998016,GSD,Great Sandy Desert
7510,5164a108-ff2e-4557-8763-179dba2761c4,B48236,B48236,ANWC,Malurus lamberti,8,1996,139.3111,-30.4658,139.3111,-30.4658,275812.4076,190.5733948,FLB,Flinders Lofty Block
4580,519d72b8-363f-4f40-a312-7340b68ba215,G24004,G24004,ANWC,Malurus lamberti,5,1996,142.8686,-24.0222,142.8686,-24.0222,663513.9518,215.2763062,CHC,Channel Country
10296,5208116f-f5bf-4f79-89bf-a67081e088bb,O.46096,O.46096,AM,Malurus lamberti,10,1976,142.016,-29.433,142.016,-29.433,532668.1918,178.4080048,CHC,Channel Country
12953,52271522-f578-4a83-b88b-ddab3a9b30e1,G32365,G32365,ANWC,Malurus lamberti,11,2011,151.5534,-28.2812,151.5534,-28.2812,184492.5343,587.5687256,NAN,Nandewar
8414,5234133c-0c77-47ab-a035-af1ee657ffd8,G31027,G31027,ANWC,Malurus lamberti,8,2008,125.9081,-28.2997,125.9081,-28.2997,440900.5971,325.2197876,GVD,Great Victoria Desert
3287,52651572-201f-4ee0-98b6-66395ba4d44f,A36182,A36182,WAM,Malurus lamberti,5,2005,125.2,-15.1,125.2,-15.1,0,148.9687042,NOK,Northern Kimberley
11680,52bcf035-21ab-4e8d-bfee-5a66fd71ec68,G22999,G22999,ANWC,Malurus lamberti,10,1994,137.1603,-35.0917,137.1603,-35.0917,14730,78.70462036,EYB,Eyre Yorke Block
3298,53d26b3c-b7d8-432b-85b4-f88bfdfaba54,A15643,A15643,WAM,Malurus lamberti,5,1978,130.966667,-17.483333,130.966667,-17.483333,292396.5013,216.2207947,OVP,Ord Victoria Plain
1304,54229889-b36b-47c2-bec4-8abbdf21ede9,A20199,A20199,WAM,Malurus lamberti,3,1986,125.3,-17.166667,125.3,-17.166667,102726.7682,425.6648865,CEK,Central Kimberley
8812,54454424-c86c-4323-827e-a642d6497dda,B48315,B48315,ANWC,Malurus lamberti,9,1996,138.3494,-31.8356,138.3494,-31.8356,99991.51264,269.6065063,FLB,Flinders Lofty Block
11696,54b16730-d6d6-43df-a5f7-0ebbb8c62b45,G32458,G32458,ANWC,Malurus lamberti,10,2012,152.9328,-30.5443,152.9328,-30.5443,4910,181.5856934,NNC,NSW North Coast
10328,562a2ac6-106b-49dc-9fc5-9edaf6a473db,A15052,A15052,WAM,Malurus lamberti,10,1977,124.05,-16.916667,124.05,-16.916667,22618.97434,48.4119606,DAL,Dampierland
4945,56a73051-1822-4978-810b-a7936d0fe1ab,O.65935,O.65935,AM,Malurus lamberti,6,1995,138.166,-18.35,138.166,-18.35,166302.1422,198.2801056,GFU,Gulf Fall and Uplands
3324,5728641c-6bb7-41b8-946f-14ad7c4af398,A10412,A10412,WAM,Malurus lamberti,5,1970,132.2,-28.792222,132.2,-28.792222,313126.7617,252.8446045,GVD,Great Victoria Desert
4570,57670ca4-03ca-4d8e-a27e-b0de723b3d46,G6289,G6289,ANWC,Malurus lamberti,5,2002,134.1861,-28.4108,134.1861,-28.4108,420018.4383,256.7723083,STP,Stony Plains
8824,57745b4a-653d-4785-b9ec-0ca6ba0f1a24,A36977,A36977,WAM,Malurus lamberti,9,2005,118.290278,-22.583333,118.290278,-22.583333,220451.5049,757.0435181,PIL,Pilbara
4949,5785d4ff-e99e-4e66-8706-e62557936f7e,A15615,A15615,WAM,Malurus lamberti,6,1978,129.583333,-15.95,129.583333,-15.95,89760,190.7406006,VIB,Victoria Bonaparte
4950,57cbf60a-73cc-4e50-a93b-6ddea7562119,B12235,B12235,ANWC,Malurus lamberti,6,1970,147.5,-33.6167,147.5,-33.6167,324338.4586,209.8668976,NSS,NSW South Western Slopes
11683,5812fd1a-77a0-42ad-8144-38c58514f871,G22621,G22621,ANWC,Malurus lamberti,10,1994,143.5511,-34.6831,143.5511,-34.6831,374081.3593,65.07148743,MDD,Murray Darling Depression
2027,5972e18d-cde2-478e-b096-a13250db0722,A13008,A13008,WAM,Malurus lamberti,4,1974,119.582778,-20.1,119.582778,-20.1,5610,12.1072197,DAL,Dampierland
7549,598ff38b-6f93-481b-839a-8c7bdd6b5dbc,B13953,B13953,ANWC,Malurus lamberti,8,1971,147.5,-33.6167,147.5,-33.6167,324338.4586,209.8668976,NSS,NSW South Western Slopes
10352,59a20dd1-59f2-4c16-a37c-90eef183cafa,B15245,B15245,ANWC,Malurus lamberti,10,1972,132.95,-13.0833,132.95,-13.0833,102726.7682,23.8055191,ARP,Arnhem Plateau
7553,5a26ae5e-ab5c-4564-8e18-35641ab0bd1b,B48221,B48221,ANWC,Malurus lamberti,8,1996,139.5664,-31.1189,139.5664,-31.1189,232822.9991,24.12895012,BHC,Broken Hill Complex
4958,5a68a9ad-7138-4e7b-93d3-2f1a4e6c2cd7,A8882,A8882,WAM,Malurus lamberti,6,1960,126.632778,-14.3,126.632778,-14.3,11220,13.20454025,NOK,Northern Kimberley
3344,5af5a38c-406d-437b-a4b0-3259e685801d,B33803,B33803,ANWC,Malurus lamberti,5,2002,114.0814,-25.4828,114.0814,-25.4828,7455.212941,9.869441032,CAR,Carnarvon
212,5b283f13-9a2c-4953-b6b5-a236d82ef0ae,B15920,B15920,ANWC,Malurus lamberti,1,1973,132.4667,-13.4667,132.4667,-13.4667,123517.6283,160.5357056,ARP,Arnhem Plateau
9735,5c22a590-d782-4ed5-b5bb-a89a002ee546,ABTC37966,ABTC37966,ABTC,Malurus lamberti assimilis,9,1997,137.0925,-26.5778,137.0925,-26.5778,679679.5664,39.117939,SSD,Simpson Strzelecki Dunefields
4963,5c5724e9-b987-493e-99d1-49d813973b7d,A15627,A15627,WAM,Malurus lamberti,6,1978,128.733333,-15.766667,128.733333,-15.766667,73934.56702,59.76517868,VIB,Victoria Bonaparte
10369,5d18fa55-e35d-4653-9057-9e3e9c3fb70c,B55477,B55477,ANWC,Malurus lamberti,10,2010,149.0518,-28.3577,149.0518,-28.3577,411373.2015,209.853302,BBS,Brigalow Belt South
8411,5d19175a-6b1e-479e-ac92-3b596b2d8679,G30920,G30920,ANWC,Malurus lamberti,8,2008,128.0967,-28.4636,128.0967,-28.4636,370961.9195,332.9543152,GVD,Great Victoria Desert
10370,5d428f22-2df2-43e2-a5db-19bd521ad529,A10565,A10565,WAM,Malurus lamberti,10,1970,115.016944,-30.016944,115.016944,-30.016944,7455.212941,14.90244007,GES,Geraldton Sandplains
4971,5dcf4a7f-3270-466f-9fc2-bc4b78927f4c,A8884,A8884,WAM,Malurus lamberti,6,1960,126.632778,-14.3,126.632778,-14.3,11220,13.20454025,NOK,Northern Kimberley
6111,5df75950-a742-4c10-962e-be4de7c88891,B55281,B55281,ANWC,Malurus lamberti,7,2010,126.1829,-19.2027,126.1829,-19.2027,325254.4742,251.4633942,GSD,Great Sandy Desert
1316,5e2b6bf4-f3b2-4c20-a62b-b877e7295fc2,A20170,A20170,WAM,Malurus lamberti,3,1986,125.85,-16.8,125.85,-16.8,124211.1046,461.5606995,CEK,Central Kimberley
11745,5ec07878-9663-46d6-86ad-58a5e4a3de2e,G40532,G40532,ANWC,Malurus lamberti,10,2015,132.419,-13.431,132.419,-13.431,117810,100.7722015,ARP,Arnhem Plateau
4983,5fd2d6e8-60e3-4986-b5fa-f1a4a5d69779,B19008,B19008,ANWC,Malurus lamberti,6,1976,134.0333,-23.75,134.0333,-23.75,891699.0149,654.3302002,MAC,MacDonnell Ranges
1318,5fdad357-8ba6-458c-b3c9-657c17cd70e4,A20175,A20175,WAM,Malurus lamberti,3,1986,126.566667,-18.133333,126.566667,-18.133333,273493.7531,358.8266907,CEK,Central Kimberley
13122,604e615c-3bf3-411c-b8f0-c84efd5bd1cc,O26601,O26601,QM,Malurus lamberti,12,1985,152.65,-26.65,152.65,-26.65,49100,180.0193939,SEQ,South Eastern Queensland
12121,60f3d84a-c1c5-4727-9d2b-d145e718d0d9,A16849,A16849,WAM,Malurus lamberti,11,1979,116.016667,-29.833333,116.016667,-29.833333,95950.91297,309.9949951,AVW,Avon Wheatbelt
7583,60f4cd08-03f2-4f8e-a99a-0bd97d9ffe39,A14596,A14596,WAM,Malurus lamberti,8,1976,123.283333,-18.816667,123.283333,-18.816667,126295.1187,239.9985046,DAL,Dampierland
