X,RecordID_ALA,COLLECTION.ID,CatalogNumber,Collection,SpeciesName,MonthCapture,YearCapture,LongitudeClim,LatitudeClim,Longitude,Latitude,distance2coast_m,elevation,IBRA_REG_CODE_7,IBRA_REG_NAME_7
6124,61c1ffe4-c125-453f-b3b2-b39bd1c48ff7,B55291,B55291,ANWC,Malurus lamberti,7,2010,126.1069,-19.2103,126.1069,-19.2103,321489.5875,234.4696045,OVP,Ord Victoria Plain
6127,6236a06f-f4f0-4fd2-9b13-bc67d1b77b2a,O11716,O11716,QM,Malurus lamberti,7,1971,140.066667,-22.283333,140.066667,-22.283333,505496.501,208.4459991,MGD,Mitchell Grass Downs
11692,623dc660-4cd8-4f61-aa06-b53b3d0ea06f,G26276,G26276,ANWC,Malurus lamberti,10,1997,142.2208,-32.2111,142.2208,-32.2111,403367.3592,73.0911026,BHC,Broken Hill Complex
11749,62413900-f343-47d4-9c13-6a87b3599e71,G40526,G40526,ANWC,Malurus lamberti,10,2015,132.424,-13.427,132.424,-13.427,117810,252.2875061,ARP,Arnhem Plateau
11695,63617728-a2f9-45c7-9b0a-3978f69c4745,G26258,G26258,ANWC,Malurus lamberti,10,1997,141.2942,-31.1583,141.2942,-31.1583,362140.7418,138.8618011,BHC,Broken Hill Complex
7132,64041cde-e3cd-44ac-a2f6-7b881496c106,G32173,G32173,ANWC,Malurus lamberti,7,2010,127.7076,-18.9261,127.7076,-18.9261,382269.1367,359.7543945,OVP,Ord Victoria Plain
7598,640dc61c-d44d-45ff-8dbc-f8a843dae710,O.46337,O.46337,AM,Malurus lamberti,8,1977,138.1,-32.65,138.1,-32.65,22365.63882,323.177002,FLB,Flinders Lofty Block
2059,65148a53-14f8-4c2f-bbad-ac85a22c822c,A17463,A17463,WAM,Malurus lamberti,4,1982,117.283333,-22.3,117.283333,-22.3,179520,559.9611206,PIL,Pilbara
12948,65636957-e310-4984-bf79-390a611b52bd,G32351,G32351,ANWC,Malurus lamberti,11,2011,150.9771,-28.5716,150.9771,-28.5716,239091.4405,319.6314087,BBS,Brigalow Belt South
6140,6569487c-83d4-493d-9930-250bf93ed5ea,B52435,B52435,ANWC,Malurus lamberti,7,2009,134.192,-14.761,134.192,-14.761,132570,56.27629089,GFU,Gulf Fall and Uplands
1325,659bb314-785c-4989-8b28-aa3f16cc9cd3,A20177,A20177,WAM,Malurus lamberti,3,1986,126.566667,-18.133333,126.566667,-18.133333,273493.7531,358.8266907,CEK,Central Kimberley
3402,65da15f6-8665-4a91-ad57-0688f2ad11f9,B33174,B33174,ANWC,Malurus lamberti,5,2002,117.4347,-22.9314,117.4347,-22.9314,248057.8322,473.6636047,PIL,Pilbara
11719,664ef2b0-ce6a-4bb2-9a04-b194efe21278,G2247,G2247,ANWC,Malurus lamberti,10,2001,139.5917,-17.7333,139.5917,-17.7333,24494.61165,2.078464031,GUP,Gulf Plains
12142,664ff947-9842-44ac-8b21-8c4aae787460,B38626,B38626,ANWC,Malurus lamberti,11,1984,150.8,-34.2,150.8,-34.2,18516.51425,233.878006,SYB,Sydney Basin
1327,665591bd-792a-4858-ae45-db80d80da9ff,A20162,A20162,WAM,Malurus lamberti,3,1986,125.95,-16.666944,125.95,-16.666944,129617.2411,398.0091858,CEK,Central Kimberley
2065,66a6e6bc-ca78-40ae-9668-cba6a5b54328,B37306,B37306,ANWC,Malurus lamberti,4,1979,125.9167,-16.5833,125.9167,-16.5833,123898.3914,478.3145142,NOK,Northern Kimberley
6145,66c77190-1886-4c2c-aff3-9d14e5662ba0,B51867,B51867,ANWC,Malurus lamberti,7,2007,130.1203,-29.7253,130.1203,-29.7253,206737.9929,158.6623993,GVD,Great Victoria Desert
8404,6751d75e-8f2b-4199-b094-5045e6c34fbf,G30790,G30790,ANWC,Malurus lamberti,8,2008,128.5172,-29.57,128.5172,-29.57,240681.5207,210.6266937,NUL,Nullarbor
7152,675ffae6-5a68-488f-826a-2f9a7c673279,G31552,G31552,ANWC,Malurus lamberti,7,2009,133.609,-15.856,133.609,-15.856,223460.0369,180.767395,STU,Sturt Plateau
12937,677bc7ee-d13e-48ea-b38c-5c43f04d0ba6,G29794,G29794,ANWC,Malurus lamberti,11,2009,149.8464,-29.4706,149.8464,-29.4706,323720.9493,240.4832001,BBS,Brigalow Belt South
1330,6780c75d-f6da-48bf-911c-26c565d08931,A20157,A20157,WAM,Malurus lamberti,3,1986,126.182778,-16.3,126.182778,-16.3,148132.114,534.6223755,NOK,Northern Kimberley
3423,68732a7b-df1a-4c64-9308-de4932fc125f,B18734,B18734,ANWC,Malurus lamberti,5,1976,135.85,-16.6667,135.85,-16.6667,125635.3716,88.0113678,GFU,Gulf Fall and Uplands
7128,6873d780-91a7-45ab-94a8-7bb81debbc60,G32054,G32054,ANWC,Malurus lamberti,7,2010,126.1829,-19.2027,126.1829,-19.2027,325254.4742,251.4633942,GSD,Great Sandy Desert
10448,68a8f83f-e9b6-4ca8-b9a9-4f8bbb04afd8,B41656,B41656,ANWC,Malurus lamberti,10,1988,140.8333,-17.5,140.8333,-17.5,7455.212941,3.06834507,GUP,Gulf Plains
3428,690ec768-dc1d-4d72-8234-388056784b51,A15630,A15630,WAM,Malurus lamberti,5,1978,130.683333,-16.033333,130.683333,-16.033333,144096.3473,114.8569031,OVP,Ord Victoria Plain
8901,692dc3f7-06fe-4487-9a0b-50846cad7c8a,B11721,B11721,ANWC,Malurus lamberti,9,1969,114,-25.0167,114,-25.0167,25864.61869,28.9538002,CAR,Carnarvon
7158,6933fe01-3b04-47fa-aa04-abc94cda14c8,G31475,G31475,ANWC,Malurus lamberti,7,2009,134.192,-14.761,134.192,-14.761,132570,56.27629089,GFU,Gulf Fall and Uplands
10454,69937786-408b-40b8-9c83-623e97cf0cae,O.40597,O.40597,AM,Malurus lamberti,10,1963,136.666,-20.05,136.666,-20.05,400192.2278,302.0332031,DMR,Davenport Murchison Ranges
12951,69b2271b-85d4-468f-af4c-9c5dd5e28017,G32363,G32363,ANWC,Malurus lamberti,11,2011,151.3593,-28.5358,151.3593,-28.5358,209363.1715,390.9237061,NAN,Nandewar
12932,6a4007fc-edac-487c-8c18-c8ed0ba34fbb,G23322,G23322,ANWC,Malurus lamberti,11,1994,135.4358,-32.4317,135.4358,-32.4317,108657.3058,217.8768005,GAW,Gawler
2078,6ac09d59-4377-48e0-bb26-ada5a4cbb864,B37282,B37282,ANWC,Malurus lamberti,4,1979,125.9167,-16.5833,125.9167,-16.5833,123898.3914,478.3145142,NOK,Northern Kimberley
6164,6ac1a924-c39e-4b3c-8679-279611a7a567,B55160,B55160,ANWC,Malurus lamberti,7,2010,127.9829,-16.429,127.9829,-16.429,106703.0281,174.842804,VIB,Victoria Bonaparte
8416,6bc39fa2-714a-4627-8370-8d9953243698,G31059,G31059,ANWC,Malurus lamberti,8,2008,126.0433,-28.0342,126.0433,-28.0342,467283.8701,395.9198914,GVD,Great Victoria Desert
10465,6bc82c9f-1429-483a-a448-e74d2d437fb7,B49330,B49330,ANWC,Malurus lamberti,10,1997,147.555,-29.4217,147.555,-29.4217,533366.7131,129.9203033,DRP,Darling Riverine Plains
13147,6c51d942-a3d7-405f-83ad-621941560e7e,B32011,B32011,ANWC,Malurus lamberti,12,1998,144.7197,-30.0419,144.7197,-30.0419,706738.9951,97.6648407,MUL,Mulga Lands
12170,6d658f77-faa4-4ddf-9058-9666c261d8e9,B16797,B16797,ANWC,Malurus lamberti,11,1973,137.5167,-33.0333,137.5167,-33.0333,4910,16.72199059,GAW,Gawler
11699,6f76eba8-c457-4943-9ba6-e9f10c40d931,G26114,G26114,ANWC,Malurus lamberti,10,1997,147.555,-29.4217,147.555,-29.4217,533366.7131,129.9203033,DRP,Darling Riverine Plains
1344,6f79dcb0-7f27-4b10-baa9-8f81037f6687,A20180,A20180,WAM,Malurus lamberti,3,1986,124.983333,-17.333333,124.983333,-17.333333,105189.6002,104.3380966,CEK,Central Kimberley
6190,6fb1869a-3daf-4578-88fe-f0f939e0e76c,B20354,B20354,ANWC,Malurus lamberti,7,1994,151.9167,-32.55,151.9167,-32.55,22365.63882,77.60179901,NNC,NSW North Coast
2099,70091d2d-0f5e-450f-a473-4ba50d648c63,B37196,B37196,ANWC,Malurus lamberti,4,1979,132.45,-13.4667,132.45,-13.4667,123517.6283,76.17156982,ARP,Arnhem Plateau
7159,70eb49ce-401e-44d9-94de-218f799babd1,G29478,G29478,ANWC,Malurus lamberti,7,2009,134.192,-14.761,134.192,-14.761,132570,56.27629089,GFU,Gulf Fall and Uplands
5052,71cff544-d049-4d4b-945c-eff24cbb7113,A14942,A14942,WAM,Malurus lamberti,6,1976,145.733333,-19.933333,145.733333,-19.933333,121948.9881,339.2549133,DEU,Desert Uplands
6197,733eddbf-35c4-4046-a8fc-eaddd4e9db59,B55400,B55400,ANWC,Malurus lamberti,7,2010,127.7076,-18.9261,127.7076,-18.9261,382269.1367,359.7543945,OVP,Ord Victoria Plain
12956,735b0a8d-e964-420b-94e1-d6e0ade11cf9,G29786,G29786,ANWC,Malurus lamberti,11,2009,143.1869,-24.1106,143.1869,-24.1106,653223.6684,178.7265015,MGD,Mitchell Grass Downs
11750,7368d456-cef9-47ee-a062-94536d6ae454,G40540,G40540,ANWC,Malurus lamberti,10,2015,132.424,-13.427,132.424,-13.427,117810,252.2875061,ARP,Arnhem Plateau
12194,738a6d8f-0de8-472f-9d5e-55f1a309174b,A15049,A15049,WAM,Malurus lamberti,11,1977,126.783333,-17.666667,126.783333,-17.666667,255866.4562,335.0708923,CEK,Central Kimberley
7144,738b77ec-9de1-43b1-b419-45360f6358f7,G32185,G32185,ANWC,Malurus lamberti,7,2010,128.6945,-18.1345,128.6945,-18.1345,300873.5297,337.7535095,OVP,Ord Victoria Plain
10513,73dae57a-97fa-41cd-89f3-8a4cb2c26450,B43211,B43211,ANWC,Malurus lamberti,10,1990,152.9833,-30.2,152.9833,-30.2,14910.42588,178.7416992,NNC,NSW North Coast
3489,73f2160c-3ad6-4b5b-9ba4-5226390e90a9,O10674,O10674,QM,Malurus lamberti,5,1966,148.416667,-25.05,148.416667,-25.05,301753.0979,314.2264099,BBS,Brigalow Belt South
3492,7418d95d-58b4-4cbc-a8ba-6f8799f667c1,A15648,A15648,WAM,Malurus lamberti,5,1978,128.033333,-18.233333,128.033333,-18.233333,308589.0643,275.4350891,OVP,Ord Victoria Plain
11734,7447af98-d67e-4d78-a821-6630cc9d762d,G40529,G40529,ANWC,Malurus lamberti,10,2015,132.427,-13.514,132.427,-13.514,129030,225.8518982,ARP,Arnhem Plateau
11700,749239e2-597b-4b57-b881-ea9382f53e79,ABTC24641,ABTC24641,ABTC,Malurus lamberti,10,1984,134.25,-29.1667,134.25,-29.1667,332561.7717,159.045105,GVD,Great Victoria Desert
3494,74e19214-7438-4134-bac0-739a2b3c1383,O.65955,O.65955,AM,Malurus lamberti,5,1995,138.05,-18.583,138.05,-18.583,192155.2836,229.1999054,GFU,Gulf Fall and Uplands
10525,7513b158-1cba-451c-9df0-446604aa5924,B49357,B49357,ANWC,Malurus lamberti,10,1997,145.7606,-29.9222,145.7606,-29.9222,656184.4973,102.9981003,MUL,Mulga Lands
4579,75e82b7f-8a56-49b3-99f0-136682c70dc0,G24029,G24029,ANWC,Malurus lamberti,5,1996,143,-24.2167,143,-24.2167,674296.9686,199.9998932,CHC,Channel Country
7121,75f18074-fa17-440d-bce7-5fe485dc57f5,ABTC119786,ABTC119786,ABTC,Malurus lamberti,7,2007,130.1003,-29.8801,130.1003,-29.8801,190330.9565,148.9822998,GVD,Great Victoria Desert
12928,762ef00f-433f-4fdc-994c-f39025736468,ABTC113232,ABTC113232,ABTC,Malurus lamberti assimilis,11,2004,139.4794,-34.3753,139.4794,-34.3753,99176.70946,80.77060699,MDD,Murray Darling Depression
12200,76345c24-9095-4d33-a5c5-21bd1010880b,O.53047,O.53047,AM,Malurus lamberti,11,1979,128.733,-15.766,128.733,-15.766,73934.56702,59.76517868,VIB,Victoria Bonaparte
9747,769e0990-3f6f-4709-9aff-63b1b1e53587,G27655,G27655,ANWC,Malurus lamberti,9,2004,123.6261,-17.7086,123.6261,-17.7086,24494.61165,1.940161943,DAL,Dampierland
11717,76f73dba-eda8-4da5-9d14-bedb5afb9ce2,G12792,G12792,ANWC,Malurus lamberti,10,1988,141.1333,-17.8667,141.1333,-17.8667,56528.85369,7.567935944,GUP,Gulf Plains
12952,77119f77-a22a-47b4-8a66-5bfb25f4ddde,G32354,G32354,ANWC,Malurus lamberti,11,2011,150.6139,-28.3467,150.6139,-28.3467,265531.7068,245.3623962,BBS,Brigalow Belt South
12938,778df865-8771-4539-a82e-d429a3c98a72,G29792,G29792,ANWC,Malurus lamberti,11,2009,149.8464,-29.4706,149.8464,-29.4706,323720.9493,240.4832001,BBS,Brigalow Belt South
4574,77b4aab7-aa6a-4ea9-8af1-ea64e2b7af27,G6888,G6888,ANWC,Malurus lamberti,5,2002,113.8328,-26.6267,113.8328,-26.6267,4910,19.60143089,YAL,Yalgoo
8410,77fb42a1-e6e5-4717-9758-a3fee31eda35,G30890,G30890,ANWC,Malurus lamberti,8,2008,127.445,-28.4661,127.445,-28.4661,386780.8931,308.6156921,GVD,Great Victoria Desert
284,789c05f5-e5ed-4a8e-bb9c-b5ca3376dbcc,O.55084,O.55084,AM,Malurus lamberti,1,1980,151.133,-33.65,151.133,-33.65,9820,163.7915955,SYB,Sydney Basin
5077,78f2ca84-bc66-400d-aa4d-fc128adceb11,A14941,A14941,WAM,Malurus lamberti,6,1976,145.733333,-19.933333,145.733333,-19.933333,121948.9881,339.2549133,DEU,Desert Uplands
9716,79180c02-ab06-419f-8d86-7035bc4fd743,ABTC2928,ABTC2928,ABTC,Malurus lamberti assimilis,9,1991,134.8833,-33.6,134.8833,-33.6,4910,39.07545853,EYB,Eyre Yorke Block
5078,791d0f9e-86fe-45fc-9f73-3ceee198bc13,O.42357,O.42357,AM,Malurus lamberti,6,1967,137.983,-27.9,137.983,-27.9,528800.902,-2.19E-05,SSD,Simpson Strzelecki Dunefields
10550,792ccf2a-e51f-4e6e-9b4a-6474217a7921,A15045,A15045,WAM,Malurus lamberti,10,1977,123.666667,-16.583333,123.666667,-16.583333,4910,50.64247131,NOK,Northern Kimberley
12211,7943e537-8e42-42b0-97a0-0505567c1ed5,O30537,O30537,QM,Malurus lamberti,11,1990,152.833333,-27.2,152.833333,-27.2,24550,84.29170227,SEQ,South Eastern Queensland
6232,79aef888-ea8b-4d42-89a3-9cbe047deaef,B55370,B55370,ANWC,Malurus lamberti,7,2010,127.6862,-18.5514,127.6862,-18.5514,343475.728,412.9125061,OVP,Ord Victoria Plain
2129,7a0c34e2-6b08-4ad9-ba9f-e3940460a39c,A14552,A14552,WAM,Malurus lamberti,4,1976,118.083333,-22.55,118.083333,-22.55,211806.7763,751.9312134,PIL,Pilbara
8397,7af3f0c5-21c5-4348-87ab-19cad4fc0c46,G24242,G24242,ANWC,Malurus lamberti,8,1996,139.3806,-30.3228,139.3806,-30.3228,295268.8715,277.7473145,FLB,Flinders Lofty Block
8973,7b013707-553b-4fab-b13e-10c6646f9372,B40065,B40065,ANWC,Malurus lamberti,9,1985,142.1667,-28.8,142.1667,-28.8,591279.2202,82.92456055,CHC,Channel Country
12218,7b14478c-d794-44a6-ac31-2bf604585a48,B19484,B19484,ANWC,Malurus lamberti,11,1976,139.5,-26.6833,139.5,-26.6833,685123.7384,13.10801983,CHC,Channel Country
7147,7b43ab6b-383d-4aa0-b98c-279c2b70f51b,G31899,G31899,ANWC,Malurus lamberti,7,2010,127.9837,-16.4463,127.9837,-16.4463,106703.0281,180.0895996,VIB,Victoria Bonaparte
5087,7c0693c1-45fb-479c-8499-8931f5e1cae7,O.42358,O.42358,AM,Malurus lamberti,6,1967,137.983,-27.9,137.983,-27.9,528800.902,-2.19E-05,SSD,Simpson Strzelecki Dunefields
12231,7d2e35ab-e7f1-4219-8f1b-1583d77ad4d0,A15048,A15048,WAM,Malurus lamberti,11,1977,127.65,-17.716667,127.65,-17.716667,254778.9226,495.966095,CEK,Central Kimberley
1361,7d3f603a-3ca4-40bc-8515-b8aff12d52b3,A20196,A20196,WAM,Malurus lamberti,3,1986,125.85,-16.8,125.85,-16.8,124211.1046,461.5606995,CEK,Central Kimberley
11726,7d438681-d0f2-4984-85db-e5b87c32aac4,G40548,G40548,ANWC,Malurus lamberti,10,2015,132.457,-13.532,132.457,-13.532,129123.3867,203.1772003,ARP,Arnhem Plateau
3547,7d85596b-7c28-488d-848e-872b6b3ebf79,A15636,A15636,WAM,Malurus lamberti,5,1978,131.032778,-16.55,131.032778,-16.55,211282.8694,76.46478271,OVP,Ord Victoria Plain
299,7e1700b2-5e53-4e23-899c-ad5745990553,B46852,B46852,ANWC,Malurus lamberti,1,1995,153.1894,-28.4625,153.1894,-28.4625,48107.09407,138.6867981,SEQ,South Eastern Queensland
11730,7ee3a7d6-2d4f-4222-956c-cdd69e3ff6ff,G40545,G40545,ANWC,Malurus lamberti,10,2015,132.433,-13.517,132.433,-13.517,129030,210.2633057,ARP,Arnhem Plateau
3554,7f55c968-f297-4437-a219-d3ccc045dccf,A15646,A15646,WAM,Malurus lamberti,5,1978,130.966667,-17.483333,130.966667,-17.483333,292396.5013,216.2207947,OVP,Ord Victoria Plain
4584,7f5de6e2-c8d3-4fff-8515-40f74ce70991,G6725,G6725,ANWC,Malurus lamberti,5,2002,117.6447,-22.0247,117.6447,-22.0247,144399.9979,418.3505859,PIL,Pilbara
3557,7fe2517c-1035-43b1-a605-61adf291595a,A15659,A15659,WAM,Malurus lamberti,5,1978,127.883333,-18.233333,127.883333,-18.233333,308706.2275,384.0317993,OVP,Ord Victoria Plain
2151,802eef8a-0d6d-4662-ac48-dfd414a91c2f,O.55085,O.55085,AM,Malurus lamberti,4,1979,151.066,-34.083,151.066,-34.083,5610,96.78922272,SYB,Sydney Basin
2152,8043d02d-bfac-4d21-b849-56cb989ec85f,B47854,B47854,ANWC,Malurus lamberti,4,1996,142.8411,-29.735,142.8411,-29.735,575349.708,91.57631683,CHC,Channel Country
2153,8044b404-2832-456d-90d2-3ca15f502858,A14551,A14551,WAM,Malurus lamberti,4,1976,118.083333,-22.55,118.083333,-22.55,211806.7763,751.9312134,PIL,Pilbara
8405,808aaacb-d4d1-413e-ad59-86eea5935ec5,ABTC119851,ABTC119851,ABTC,Malurus lamberti,8,2007,130.2,-29.2336,130.2,-29.2336,261032.339,237.5601044,GVD,Great Victoria Desert
6255,809f04e9-55b6-4adb-8d35-eb48d8a1762a,B55280,B55280,ANWC,Malurus lamberti,7,2010,126.1982,-19.189,126.1982,-19.189,329049.5514,239.9998016,GSD,Great Sandy Desert
3567,80c85e01-9a5b-4272-9bee-6b119bb73f8a,B36132,B36132,ANWC,Malurus lamberti,5,1978,120.6667,-26.55,120.6667,-26.55,634606.1968,535.3745117,MUR,Murchison
7689,81192cd8-2c9b-4050-a974-a42eb932ef36,B54096,B54096,ANWC,Malurus lamberti,8,2008,128.5947,-29.5733,128.5947,-29.5733,239728.0553,210.5865021,NUL,Nullarbor
7160,8134d96f-88e5-4e1a-a7c8-1752fb110fa7,G31513,G31513,ANWC,Malurus lamberti,7,2009,133.741,-14.172,133.741,-14.172,191864.83,125.0743027,GFU,Gulf Fall and Uplands
5103,818e25f0-8bd8-45f6-9526-36c196988746,O.39902,O.39902,AM,Malurus lamberti,6,1961,130.283,-26.133,130.283,-26.133,601191.7664,762.2938843,CER,Central Ranges
7123,82167d4d-f629-463e-bdd1-f9b5b186311c,ABTC2286,ABTC2286,ABTC,Malurus lamberti,7,1984,138.6333,-28.7333,138.6333,-28.7333,437522.6732,20.51343918,STP,Stony Plains
6260,823d9d65-8311-4c2a-9cdf-ed70a2db25d1,A18071,A18071,WAM,Malurus lamberti,7,1983,137.366667,-35.683333,137.366667,-35.683333,7455.212941,93.13352203,KAN,Kanmantoo
6261,82a50e31-cbea-4160-a0f9-2f7ab9aaade2,B54458,B54458,ANWC,Malurus lamberti,7,2009,136.544,-15.913,136.544,-15.913,17531.60004,1.403391004,GUC,Gulf Coastal
10625,8328809f-81b1-40b9-98a2-557b11d64748,O.55178,O.55178,AM,Malurus lamberti,10,1979,141.05,-33.966,141.05,-33.966,221684.6932,24.52874947,MDD,Murray Darling Depression
7138,83392756-249d-4011-83ba-b979b45a1801,G31993,G31993,ANWC,Malurus lamberti,7,2010,126.0601,-18.7082,126.0601,-18.7082,280157.4973,239.5233002,OVP,Ord Victoria Plain
9010,83aa8871-1bf3-49df-81fb-666c4d9f22f0,B40123,B40123,ANWC,Malurus lamberti,9,1985,139.9,-27.5333,139.9,-27.5333,601425.677,43.84899902,CHC,Channel Country
9013,843cac3d-4d3b-4722-a25a-dfa91571c969,B15740,B15740,ANWC,Malurus lamberti,9,1971,151.5167,-26.7167,151.5167,-26.7167,157220.1212,600.8483276,BBS,Brigalow Belt South
13185,84671bd4-bd9a-470d-8571-5f3e6ff9a48f,B47476,B47476,ANWC,Malurus lamberti,12,1994,152.35,-28.9333,152.35,-28.9333,104681.5858,559.0828247,NNC,NSW North Coast
11720,8510ce1b-c557-4edb-8aed-8cacab597285,G2249,G2249,ANWC,Malurus lamberti,10,2001,139.5917,-17.7333,139.5917,-17.7333,24494.61165,2.078464031,GUP,Gulf Plains
3598,85404858-eb0c-421d-9cf8-ae4b68b99b0d,A15637,A15637,WAM,Malurus lamberti,5,1978,131.032778,-16.55,131.032778,-16.55,211282.8694,76.46478271,OVP,Ord Victoria Plain
3600,85618247-b7eb-496a-ac64-e3b6e97dc8d9,A15631,A15631,WAM,Malurus lamberti,5,1978,130.683333,-16.033333,130.683333,-16.033333,144096.3473,114.8569031,OVP,Ord Victoria Plain
4578,85782a2b-08aa-4cd0-a35a-d35e7d1c2873,G6529,G6529,ANWC,Malurus lamberti,5,2002,119.6961,-24.3267,119.6961,-24.3267,453018.7961,619.2324219,GAS,Gascoyne
9024,86b27e39-5bfd-4c04-9e7d-06e6031f66b9,O.55467,O.55467,AM,Malurus lamberti,9,1981,132.9,-12.483,132.9,-12.483,49092.00037,38.80424118,PCK,Pine Creek
3609,8728fe42-6632-4512-9752-b1d88685a9d7,B18766,B18766,ANWC,Malurus lamberti,5,1976,136.6667,-15.7333,136.6667,-15.7333,4910,44.90552902,GUC,Gulf Coastal
10656,87372770-8ba6-42dd-b979-6cda3220811e,B18150,B18150,ANWC,Malurus lamberti,10,1975,136.5167,-15.9,136.5167,-15.9,17531.60004,2.358426094,GUC,Gulf Coastal
10657,873a20ee-81ff-434a-b03c-b7b516cba06c,B00899,B00899,ANWC,Malurus lamberti,10,1966,150.8167,-26.0833,150.8167,-26.0833,204907.7963,389.968811,BBS,Brigalow Belt South
3611,8781b7d1-d04b-4c74-a9d0-caa72a80fe57,A15614,A15614,WAM,Malurus lamberti,5,1978,130.95,-15.55,130.95,-15.55,141614.9611,38.63225174,VIB,Victoria Bonaparte
2188,87e71e76-c7c1-43c2-8e99-7183634b2070,A20707,A20707,WAM,Malurus lamberti,4,1986,128.4,-17.532778,128.4,-17.532778,234216.4729,239.9544983,OVP,Ord Victoria Plain
5123,884c6ebc-dc21-463f-8f7e-edb4d933e5aa,B05263,B05263,ANWC,Malurus lamberti,6,1979,114.2333,-27.65,114.2333,-27.65,9820,8.86669445,GES,Geraldton Sandplains
9037,88c6df0c-34cc-47c2-824c-5d2875747d68,A37115,A37115,WAM,Malurus lamberti,9,2005,118.65,-23.616667,118.65,-23.616667,342924.5631,529.4771118,GAS,Gascoyne
3629,8a31ca8f-c0ea-4337-be07-c55fa11859f0,A15653,A15653,WAM,Malurus lamberti,5,1978,128.033333,-18.233333,128.033333,-18.233333,308589.0643,275.4350891,OVP,Ord Victoria Plain
6298,8a436eb7-435d-40f4-86ee-9cc1d556ff2a,B54778,B54778,ANWC,Malurus lamberti,7,2009,133.609,-15.856,133.609,-15.856,223460.0369,180.767395,STU,Sturt Plateau
3630,8a5ba74e-78eb-478d-baa9-2434f3590cd0,B32811,B32811,ANWC,Malurus lamberti,5,2002,133.1292,-26.4672,133.1292,-26.4672,591213.2411,436.1281128,FIN,Finke
10673,8af978a4-9bba-446a-99cd-bf2b7a48677b,A15053,A15053,WAM,Malurus lamberti,10,1977,124.05,-16.916667,124.05,-16.916667,22618.97434,48.4119606,DAL,Dampierland
12929,8b7a22c8-565a-4092-83e0-2f4aff37a003,ABTC113233,ABTC113233,ABTC,Malurus lamberti assimilis,11,2004,139.4794,-34.3753,139.4794,-34.3753,99176.70946,80.77060699,MDD,Murray Darling Depression
6304,8ba0ab0c-f375-4d60-a55a-aecbb1920468,B46335,B46335,ANWC,Malurus lamberti,7,1994,151.8,-32.5833,151.8,-32.5833,26842.62469,22.50778961,NNC,NSW North Coast
3639,8bbfabf6-d850-42dd-bb82-3f1f7d8c40d0,A15658,A15658,WAM,Malurus lamberti,5,1978,127.966667,-18.233333,127.966667,-18.233333,308550,327.0255127,OVP,Ord Victoria Plain
4581,8bfdfddf-05fa-4186-ae8f-0bfb9453a773,G6700,G6700,ANWC,Malurus lamberti,5,2002,117.3889,-22.9406,117.3889,-22.9406,247620.1026,389.6250916,PIL,Pilbara
3642,8c05239e-1b78-429c-a7ec-040a623bee6b,A15655,A15655,WAM,Malurus lamberti,5,1978,128.033333,-18.233333,128.033333,-18.233333,308589.0643,275.4350891,OVP,Ord Victoria Plain
12287,8c2d06a2-1705-4e46-b0e7-d13a8b8e9925,A15047,A15047,WAM,Malurus lamberti,11,1977,127.65,-17.716667,127.65,-17.716667,254778.9226,495.966095,CEK,Central Kimberley
9050,8c4d1a55-e7e1-4336-9d0e-0265d0ee77b7,O.62162,O.62162,AM,Malurus lamberti,9,1990,136.35,-15.666,136.35,-15.666,4910,6.964026928,GUC,Gulf Coastal
12290,8ca79092-7f69-48f2-a116-7544b83b8fa5,B46769,B46769,ANWC,Malurus lamberti,11,1994,135.4358,-32.4317,135.4358,-32.4317,108657.3058,217.8768005,GAW,Gawler
12957,8cb52838-ff5e-4272-94be-198bba933d00,G29785,G29785,ANWC,Malurus lamberti,11,2009,143.1869,-24.1106,143.1869,-24.1106,653223.6684,178.7265015,MGD,Mitchell Grass Downs
11707,8d2b8ca8-c7e6-4be4-ab32-eb2798083315,G32252,G32252,ANWC,Malurus lamberti,10,2010,149.2043,-28.3982,149.2043,-28.3982,397617.8619,216.9626007,BBS,Brigalow Belt South
9738,8d66897e-190d-4975-b126-fea976ee0612,ABTC37891,ABTC37891,ABTC,Malurus lamberti assimilis,9,1997,136.5203,-26.3206,136.5203,-26.3206,704131.0756,62.63311005,SSD,Simpson Strzelecki Dunefields
10689,8d711135-1639-4eb9-ae77-237e2519ab0d,B41644,B41644,ANWC,Malurus lamberti,10,1988,141.1333,-17.8667,141.1333,-17.8667,56528.85369,7.567935944,GUP,Gulf Plains
11703,8da0b6ee-bce6-4288-8f15-506be4c2d8f8,G32248,G32248,ANWC,Malurus lamberti,10,2010,151.2253,-28.6178,151.2253,-28.6178,214880.2562,374.7987976,NAN,Nandewar
7743,8db61ef1-eac1-497c-bd44-c1d622188cb6,B54146,B54146,ANWC,Malurus lamberti,8,2008,128.1242,-28.4664,128.1242,-28.4664,370961.9195,349.9440918,GVD,Great Victoria Desert
335,8ded8582-785b-49e2-b606-d3455d866720,A8854,A8854,WAM,Malurus lamberti,1,1960,115.166667,-29.95,115.166667,-29.95,14730,57.71194839,GES,Geraldton Sandplains
3656,8e73faba-63d0-4cf9-993a-f9294e4c0dd1,B33369,B33369,ANWC,Malurus lamberti,5,2002,113.8328,-26.6267,113.8328,-26.6267,4910,19.60143089,YAL,Yalgoo
