	WAM57	WAM56	SAM46	SAM8	SAM44	SAM41	SAM36	SAM30	SAM29	SAM28	SAM27	SAM26	SAM25	SAM18	SAM17	SAM33	SAM16	SAM14	SAM12	SAM11	WAM58	SAM15	ANWC135	ANWC129	ANWC131	ANWC130	SAM35	ANWC118	ANWC94	ANWC133	ANWC136	SAM31	ANWC79	ANWC132	ANWC103	ANWC105	SAM32	ANWC100	SAM39	ANWC102	ANWC104	ANWC168	ANWC117	ANWC101	ANWC75	ANWC106	ANWC108	ANWC107	ANWC126	SAM45	ANWC110	ANWC115	ANWC66	ANWC116	ANWC139	SAM19	ANWC128	ANWC109	ANWC77	SAM34	SAM37	ANWC71	ANWC170	ANWC72	ANWC73	ANWC134	ANWC81	ANWC78	SAM38	ANWC80
ANWC136	1242403.4	1242403.4	1458873.747	1055110.66	1458873.747	1233891.79	586714.318	1458569.383	1457875.755	1458873.747	1458873.747	1458873.747	1458873.747	8.74E+05	8.74E+05	439627.07	1135908.53	1167587.75	1082523.56	1105138.99	1263725.49	1167587.75	0	145642.67	207049.85	221863.4	543349.54	2326272.4	1299303.5	32280.54	0	1457875.755	1036589.9	32280.54	1259709.15	2104188.4	1458873.747	1353154.38	593884.288	1316677.91	857764.7	2149075.2	2326272.4	1321049.72	769792.1	1930596.6	1516071.4	1930596.6	287653.2	1458873.747	2111007.2	1767781.1	1795732.1	1767781.1	1723584.6	8.74E+05	141798.49	1624368	152072.6	444975.099	445212.949	1830624.3	2256768.2	800225.6	800225.6	32944.75	1217878.42	755632.8	427595.83	1077181.7
SAM31	2699624.8	2699624.8	3723.12	933735	3723.12	257677.21	878540.361	799.9914	0	3723.12	3723.12	3723.12	3723.12	9.31E+05	9.31E+05	1021442.67	905774.09	937791.22	940276.49	890842.85	2660997.02	937791.22	1457875.76	1316047.17	1262851.42	1247405.67	923195.53	1118106.3	161310.2	1453870.95	1457875.76	0	2494378.5	1453870.95	297556.85	937802.3	3723.12	357542.51	872005.172	430184.72	600782.5	1388633.7	1118106.3	445833.26	1183054.5	768288.1	391626.3	768288.1	1171525	3723.12	701308.7	1189507.3	1840186.2	1189507.3	2062743.2	9.30E+05	1317416.43	347491.6	1580902.2	1014039.922	1013973.869	686037	1432745.9	828352.1	828352.1	1430406.95	2598688.95	2213488.1	1045369.82	2533291.9
ANWC79	208054.7	208054.7	2495348.944	1970901.51	2495348.944	2268711.38	1621169.019	2495069.267	2494378.532	2495348.944	2495348.944	2495348.944	2495348.944	1.81E+06	1.81E+06	1475116.96	2055261.6	2075371.56	1994025.39	2031012.5	510185.98	2075371.56	1036589.94	1179654.54	1235826.33	1251282.99	1577118.32	3312136.9	2335886.6	1040890.01	1036589.94	2494378.532	0	1040890.01	2289976.13	3090365	2495348.944	2374177.97	1628160.679	2330349.49	1893930	3020687.9	3312136.9	2332559.48	1618009.2	2925268.5	2533703.6	2925268.5	1323062.3	2495348.944	3141549.5	2634036.2	2386254.6	2634036.2	2154269.8	1.81E+06	1177578.08	2650151.5	922695.7	1481276.478	1481453.086	2828166.6	3138042.8	1789777.2	1789777.2	1064021.69	544020.79	281042	1457601.06	104784.3
ANWC132	1245757.5	1245757.5	1454789.13	1072653.74	1454789.13	1233034.97	587218.212	1454555.562	1453870.948	1454789.13	1454789.13	1454789.13	1454789.13	8.90E+05	8.90E+05	439711.2	1152818.95	1185231.73	1100262.35	1121664.3	1255007.21	1185231.73	32280.54	151758.16	215276.16	229294.9	544537.74	2334612.3	1296038.5	0	32280.54	1453870.948	1040890	0	1261085.89	2112712.4	1454789.13	1357096.96	594504.104	1322246.14	853190.9	2166589.4	2334612.3	1327019.33	793516.8	1938263.9	1520536.1	1938263.9	282349.8	1454789.13	2111645.4	1786294.4	1823977.6	1786294.4	1754512.8	8.90E+05	145288.33	1626785.7	176530.6	443712.179	444089.252	1838027.1	2273563	811487.3	811487.3	27105.28	1207352.33	760365.9	431694.59	1084372.5
ANWC103	2497446.3	2497446.3	300763.083	636646.16	300763.083	89858.13	673949.772	298333.4846	297556.8467	300763.083	300763.083	300763.083	300763.083	6.38E+05	6.38E+05	821460.93	612126.93	646265.26	643977.7	595434.77	2502584.95	646265.26	1259709.15	1114294.63	1055542.15	1040181.42	716606.85	1132104.3	186512	1261085.89	1259709.15	297556.8467	2289976.1	1261085.89	0	921879	300763.083	140315	666627.133	177407.97	447669.9	1240342.4	1132104.3	194457.27	893829.5	739571.9	289664.2	739571.9	983603.6	300763.083	851772.3	979152.3	1567160.6	979152.3	1773069.3	6.38E+05	1118005.04	368069.8	1367610.2	818524.602	817985.269	640308.9	1305935.1	552257.8	552257.8	1235666.67	2446637.65	2009539.2	833271.47	2319968.9
ANWC105	3297457.8	3297457.8	940340.269	1139143.24	940340.269	991911	1546787.115	937778.4087	937802.3424	940340.269	940340.269	940340.269	940340.269	1.28E+06	1.28E+06	1688089.15	1057970.94	1049814.92	1120790.68	1075801.1	3367650.94	1049814.92	2104188.35	1960993.51	1897818.47	1883511.24	1583754.17	222368.5	1008433.4	2112712.38	2104188.35	937802.3424	3090365	2112712.38	921878.99	0	940340.269	791174.39	1539264.701	804051.93	1365302.9	640748.2	222368.5	795836.51	1501634.2	182343.5	632218.2	182343.5	1853744.8	940340.269	511445.1	731291.7	1527379.5	731291.7	1873215.1	1.28E+06	1967656.7	596658.1	2183298.1	1690145.006	1689147.598	282774.9	618297.9	1307781.4	1307781.4	2085845.19	3319257.22	2818027.1	1684262.83	3101621.9
SAM32	2700546.4	2700546.4	0	937021.59	0	260208.89	879832.926	3203.4856	3723.1201	0	0	0	0	9.33E+05	9.33E+05	1022597.91	909199.96	941264.33	943613.66	894215.76	2661261.27	941264.33	1458873.75	1317131.73	1264033.83	1248590.96	924492.64	1120276.3	162945.5	1454789.13	1458873.75	3723.1201	2495348.9	1454789.13	300763.08	940340.3	0	361227.04	873312.771	433830.25	601655.8	1392036.5	1120276.3	449490.58	1185800.9	771034.6	395195.6	771034.6	1172448.3	0	701986.2	1193184.7	1843861.8	1193184.7	2066275	9.33E+05	1318465.5	350418	1582111.1	1015133.896	1015074.676	688979.5	1436015.4	830827.8	830827.8	1431359.4	2598867.29	2214473.3	1046693.99	2534404.2
ANWC100	2582152.4	2582152.4	361227.04	609327.66	361227.04	226570.84	774126.687	358187.3022	357542.5093	361227.04	361227.04	361227.04	361227.04	6.52E+05	6.52E+05	920288.22	567434.28	594524.53	610453.03	558151.73	2606756.24	594524.53	1353154.38	1207575.9	1146739.83	1131638.77	814626.67	1005273.6	299557.8	1357096.96	1353154.38	357542.5093	2374178	1357096.96	140315	791174.4	361227.04	0	766630.186	76418.3	574150.2	1102710.6	1005273.6	90035.61	909692.8	609039.9	164829.3	609039.9	1085138.7	361227.04	775450.3	854725.4	1482695.1	854725.4	1711937	6.51E+05	1212402.87	279333.4	1452079.6	919505.384	918759.436	508463.4	1166463.5	600602.3	600602.3	1331008.4	2553300.26	2095081.7	925692.82	2399140
SAM39	1834880	1834880	873312.771	640131.16	873312.771	640574.45	7534.478	872730.7331	872005.172	873312.771	873312.771	873312.771	873312.771	4.69E+05	4.69E+05	154834.34	699909.88	742160.26	667979.36	665215.75	1840143.2	742160.26	593884.29	449031.89	392559.64	377083.37	51255.97	1759256.7	711451.2	594504.1	593884.29	872005.172	1628160.7	594504.1	666627.13	1539264.7	873312.771	766630.19	0	738013.09	285407.3	1680941.5	1759256.7	744673.53	565872.6	1360818.6	931132.8	1360818.6	318543.4	873312.771	1517291.3	1324927.8	1595119.5	1324927.8	1655137.5	4.69E+05	452086.95	1032965.5	709611.2	152884.531	152165.606	1259659.6	1776337.9	313905.4	313905.4	569214.99	1786910.49	1347183.6	173432.33	1663198.8
ANWC102	2538403.9	2538403.9	433830.253	534589.2	433830.253	267145.76	745547.41	430856.9162	430184.7226	433830.253	433830.253	433830.253	433830.253	5.85E+05	5.85E+05	889479.58	491242.8	518111.13	535010.23	482493.55	2575365.9	518111.13	1316677.91	1171541.91	1109684.82	1094814.55	784173.04	1022421.2	356492.8	1322246.14	1316677.91	430184.7226	2330349.5	1322246.14	177407.97	804051.9	433830.253	76418.3	738013.088	0	570767.5	1068942.1	1022421.2	17202.43	842296.6	623903.7	204702.9	623903.7	1055157.8	433830.253	831393	801786.5	1410573.1	801786.5	1636236.6	5.85E+05	1177054.34	337793.4	1409972.8	890178.408	889294.576	522588	1139074.9	546858.2	546858.2	1295813.09	2523818.91	2052331.7	890689.31	2352588.3
ANWC104	2098936.7	2098936.7	601655.826	698818.77	601655.826	396077.95	290790.162	601461.2615	600782.5022	601655.826	601655.826	601655.826	601655.826	5.78E+05	5.78E+05	425278.05	729773.02	774305.42	721710.71	697732.72	2070389.39	774305.42	857764.71	717270.26	666464.37	651149.05	334542.47	1578278.1	444315.1	853190.87	857764.71	600782.5022	1893930	853190.87	447669.92	1365302.9	601655.826	574150.2	285407.338	570767.45	0	1609355.2	1578278.1	582576.45	762777.6	1183104.7	734978.8	1183104.7	570886.3	601655.826	1274344.2	1289352.5	1700016.8	1289352.5	1816163.3	5.78E+05	718033.15	811009.8	984522.4	416131.838	416244.171	1082613.1	1691122.5	411570.3	411570.3	829912.93	2011243.86	1613156.4	455974.58	1934357.2
ANWC168	3219032	3219032	1392036.489	1093995.89	1392036.489	1328866.77	1687723.2	1388925.787	1388633.738	1392036.489	1392036.489	1392036.489	1392036.489	1.28E+06	1.28E+06	1803186.75	1014090.79	981487.87	1066556.29	1045936.76	3380554.08	981487.87	2149075.24	2021305.08	1958618.88	1947083.88	1712357.02	704640	1393654.7	2166589.37	2149075.24	1388633.738	3020687.9	2166589.37	1240342.4	640748.2	1392036.489	1102710.57	1680941.532	1068942.1	1609355.2	0	704640	1053266.59	1413937.1	703673.2	1001484.6	703673.2	1956467.2	1392036.489	1147580	387533	1009748.1	387533	1387357.4	1.28E+06	2031226.91	1055552.7	2185699.9	1811886.895	1810359.357	740972.9	121529.5	1381504.1	1381504.1	2139895.26	3347249.86	2770908.3	1779753.17	3009294.9
ANWC117	3519119.1	3519119.1	1120276.274	1356761.81	1120276.274	1197745.44	1766786.109	1117980.679	1118106.336	1120276.274	1120276.274	1120276.274	1120276.274	1.50E+06	1.50E+06	1908806.5	1274729.69	1264534.08	1337571.83	1293744.38	3589602.18	1264534.08	2326272.38	2182920.2	2119807.85	2105460.98	1804213.14	0	1204436.7	2334612.27	2326272.38	1118106.336	3312136.9	2334612.27	1132104.32	222368.5	1120276.274	1005273.64	1759256.714	1022421.19	1578278.1	704640	0	1014887.87	1719283.3	398551.7	843316.8	398551.7	2074535.6	1120276.274	567876.2	889135.5	1666980.2	889135.5	2026825	1.50E+06	2189502.31	789964	2405658.9	1910561.023	1909591.276	499843.6	644004.6	1530147	1530147	2307769.25	3540863.34	3040123.5	1905713.4	3322713.9
ANWC101	2540610.9	2540610.9	449490.58	524738.05	449490.58	284138.59	752207.173	446498.2782	445833.2585	449490.58	449490.58	449490.58	449490.58	5.80E+05	5.80E+05	895477.3	479495.04	505487.33	524411.72	471654.87	2580708.93	505487.33	1321049.72	1176089.94	1114009.39	1099205.85	790356.84	1014887.9	373657.5	1327019.33	1321049.72	445833.2585	2332559.5	1327019.33	194457.27	795836.5	449490.58	90035.61	744673.53	17202.43	582576.4	1053266.6	1014887.9	0	836785.8	616344.3	205325	616344.3	1061226.5	449490.58	833790.5	784701.7	1394597.9	784701.7	1621904	5.80E+05	1181769.9	342025.4	1412845.9	896518.887	895604.129	515099.5	1124106.7	546986.6	546986.6	1300512.21	2529613.13	2054877	895678.79	2354032.8
ANWC75	1821022.3	1821022.3	1185800.851	362555.52	1185800.851	926592.53	567358.084	1183853.974	1183054.52	1185800.851	1185800.851	1185800.851	1185800.851	2.58E+05	2.58E+05	579994.09	444900.07	459777.08	382177.9	425837.67	1967303.45	459777.08	769792.14	668193.58	614436.77	608019.36	553945.61	1719283.3	1035245.8	793516.84	769792.14	1183054.52	1618009.2	793516.84	893829.53	1501634.2	1185800.851	909692.78	565872.646	842296.57	762777.6	1413937.1	1719283.3	836785.82	0	1351839	1037432.3	1351839	669226.8	1185800.851	1664761.2	1026652.7	1066447.7	1026652.7	1090834	2.58E+05	680477.23	1178581.7	779542.4	597632.767	595693.756	1262725.3	1528206	368873.8	368873.8	768999.94	1936126	1360156.7	529879.28	1616858.5
ANWC106	3132812.1	3132812.1	771034.555	991281.84	771034.555	810228.59	1368349.572	768327.7212	768288.0735	771034.555	771034.555	771034.555	771034.555	1.12E+06	1.12E+06	1510722.84	913043.51	910052.6	975286.57	927501.61	3193199.07	910052.6	1930596.62	1786699.89	1723823.72	1709342.92	1405973.9	398551.7	830085.3	1938263.92	1930596.62	768288.0735	2925268.5	1938263.92	739571.88	182343.5	771034.555	609039.86	1360818.602	623903.66	1183104.7	703673.2	398551.7	616344.34	1351839	0	449924.7	0	1676484.9	771034.555	470952.1	692681.3	1488352	692681.3	1814899.9	1.12E+06	1793037.07	422478.8	2013611.1	1512284.82	1511330.152	101322.9	711213.7	1137874.3	1137874.3	1911503.02	3143648.11	2651142	1508476.82	2939405.7
ANWC108	2741745.3	2741745.3	395195.614	710397.04	395195.614	362524.28	938637.93	392011.907	391626.282	395195.614	395195.614	395195.614	395195.614	7.82E+05	7.83E+05	1084523.9	653846.78	672089.5	705764.77	652369.41	2771147.68	672089.5	1516071.41	1370596.64	1309377.64	1294354.66	978872.97	843316.8	399876.9	1520536.07	1516071.41	391626.282	2533703.6	1520536.07	289664.2	632218.2	395195.614	164829.34	931132.783	204702.87	734978.8	1001484.6	843316.8	205325.05	1037432.3	449924.7	0	449924.7	1249569.8	395195.614	629168.2	802964	1496974	802964	1756172.9	7.82E+05	1375646.82	146100.5	1612495.3	1083978.149	1083212.438	351026.9	1052796.5	751546.5	751546.5	1494337.16	2717948.72	2255239.4	1088912.29	2556762.3
ANWC107	3132812.1	3132812.1	771034.555	991281.84	771034.555	810228.59	1368349.572	768327.7212	768288.0735	771034.555	771034.555	771034.555	771034.555	1.12E+06	1.12E+06	1510722.84	913043.51	910052.6	975286.57	927501.61	3193199.07	910052.6	1930596.62	1786699.89	1723823.72	1709342.92	1405973.9	398551.7	830085.3	1938263.92	1930596.62	768288.0735	2925268.5	1938263.92	739571.88	182343.5	771034.555	609039.86	1360818.602	623903.66	1183104.7	703673.2	398551.7	616344.34	1351839	0	449924.7	0	1676484.9	771034.555	470952.1	692681.3	1488352	692681.3	1814899.9	1.12E+06	1793037.07	422478.8	2013611.1	1512284.82	1511330.152	101322.9	711213.7	1137874.3	1137874.3	1911503.02	3143648.11	2651142	1508476.82	2939405.7
ANWC126	1528100.1	1528100.1	1172448.29	874739.03	1172448.29	952340.56	311063.017	1172210.05	1171524.957	1172448.29	1172448.29	1172448.29	1172448.29	6.90E+05	6.90E+05	165774.42	948142.7	985680.48	903281.73	914673.52	1521617.75	985680.48	287653.15	154891.91	126745.58	116434.07	271016.02	2074535.6	1013759.3	282349.76	287653.15	1171524.957	1323062.3	282349.76	983603.58	1853744.8	1172448.29	1085138.7	318543.368	1055157.8	570886.3	1956467.2	2074535.6	1061226.54	669226.8	1676484.9	1249569.8	1676484.9	0	1172448.29	1832290.4	1586163.4	1735224.4	1586163.4	1726175.4	6.90E+05	152227.84	1350777.8	423567.8	165663.259	166383.612	1575535.4	2057856.7	576631.7	576631.7	259105.28	1468799.49	1042354.7	177050.69	1364822.5
SAM45	2700546.4	2700546.4	0	937021.59	0	260208.89	879832.926	3203.4856	3723.1201	0	0	0	0	9.33E+05	9.33E+05	1022597.91	909199.96	941264.33	943613.66	894215.76	2661261.27	941264.33	1458873.75	1317131.73	1264033.83	1248590.96	924492.64	1120276.3	162945.5	1454789.13	1458873.75	3723.1201	2495348.9	1454789.13	300763.08	940340.3	0	361227.04	873312.771	433830.25	601655.8	1392036.5	1120276.3	449490.58	1185800.9	771034.6	395195.6	771034.6	1172448.3	0	701986.2	1193184.7	1843861.8	1193184.7	2066275	9.33E+05	1318465.5	350418	1582111.1	1015133.896	1015074.676	688979.5	1436015.4	830827.8	830827.8	1431359.4	2598867.29	2214473.3	1046693.99	2534404.2
ANWC110	3349108.7	3349108.7	701986.245	1326480.61	701986.245	881016.17	1524528.828	700858.2463	701308.675	701986.245	701986.245	701986.245	701986.245	1.41E+06	1.41E+06	1671974.73	1260827.28	1270743.48	1317909.27	1265246.42	3344627.36	1270743.48	2111007.15	1965749.94	1907274.37	1891901.96	1567667.39	567876.2	837454.6	2111645.38	2111007.15	701308.675	3141549.5	2111645.38	851772.29	511445.1	701986.245	775450.27	1517291.343	831393.04	1274344.2	1147580	567876.2	833790.48	1664761.2	470952.1	629168.2	470952.1	1832290.4	701986.245	0	1161436.8	1952422.9	1161436.8	2266896.5	1.41E+06	1969230	496117.4	2218974.7	1668183.925	1667740.415	494107.9	1129727.7	1375811.6	1375811.6	2086487.05	3285500.45	2861230.3	1685012.32	3170205.6
ANWC115	2833045.7	2833045.7	1193184.667	714901.38	1193184.667	1068724.97	1331335.74	1189981.797	1189507.347	1193184.667	1193184.667	1193184.667	1193184.667	9.00E+05	9.00E+05	1437913.46	638255.59	602459.21	686846.27	671510.01	2993671.72	602459.21	1767781.07	1643005.63	1580973.86	1569978.82	1352177.01	889135.5	1154117	1786294.43	1767781.07	1189507.347	2634036.2	1786294.43	979152.26	731291.7	1193184.667	854725.37	1324927.758	801786.48	1289352.5	387533	889135.5	784701.66	1026652.7	692681.3	802964	692681.3	1586163.4	1193184.667	1161436.8	0	798871.5	0	1142610.6	9.00E+05	1653318.58	902707.6	1800226	1447973.099	1446351.354	674548.1	504015.9	1017082.6	1017082.6	1759804.18	2961086	2383441.3	1410653.74	2623925.3
ANWC66	2558470.2	2558470.2	1843861.841	1002227.67	1843861.841	1645474.93	1598665.607	1840837.944	1840186.249	1843861.841	1843861.841	1843861.841	1843861.841	1.14E+06	1.14E+06	1640436.7	984754.63	942594.81	981008.58	1012647.53	2835685.7	942594.81	1795732.08	1718564.38	1670939.14	1666505.67	1596796.8	1666980.2	1753394.3	1823977.57	1795732.08	1840186.249	2386254.6	1823977.57	1567160.57	1527379.5	1843861.841	1482695.15	1595119.502	1410573.06	1700016.8	1009748.1	1666980.2	1394597.86	1066447.7	1488352	1496974	1488352	1735224.4	1843861.841	1952422.9	798871.5	0	798871.5	382215.6	1.14E+06	1731435.95	1625428	1759111.1	1657100.157	1655164.084	1459316.3	1118203.1	1305264.7	1305264.7	1802697.5	2826404.93	2190367	1592977.42	2344677.5
ANWC116	2833045.7	2833045.7	1193184.667	714901.38	1193184.667	1068724.97	1331335.74	1189981.797	1189507.347	1193184.667	1193184.667	1193184.667	1193184.667	9.00E+05	9.00E+05	1437913.46	638255.59	602459.21	686846.27	671510.01	2993671.72	602459.21	1767781.07	1643005.63	1580973.86	1569978.82	1352177.01	889135.5	1154117	1786294.43	1767781.07	1189507.347	2634036.2	1786294.43	979152.26	731291.7	1193184.667	854725.37	1324927.758	801786.48	1289352.5	387533	889135.5	784701.66	1026652.7	692681.3	802964	692681.3	1586163.4	1193184.667	1161436.8	0	798871.5	0	1142610.6	9.00E+05	1653318.58	902707.6	1800226	1447973.099	1446351.354	674548.1	504015.9	1017082.6	1017082.6	1759804.18	2961086	2383441.3	1410653.74	2623925.3
ANWC139	2309955.8	2309955.8	2066274.963	1152340.65	2066274.963	1841453.08	1657036.443	2063461.249	2062743.203	2066274.963	2066274.963	2066274.963	2066274.963	1.24E+06	1.24E+06	1664750.89	1162148.36	1126818.15	1138507.56	1182200.47	2631093.44	1126818.15	1723584.65	1675481.21	1638802.68	1637921.36	1644778.53	2026825	1954169.7	1754512.75	1723584.65	2062743.203	2154269.8	1754512.75	1773069.33	1873215.1	2066274.963	1711937.01	1655137.538	1636236.61	1816163.3	1387357.4	2026825	1621903.97	1090834	1814899.9	1756172.9	1814899.9	1726175.4	2066274.963	2266896.5	1142610.6	382215.6	1142610.6	0	1.24E+06	1688555.37	1894358.5	1655942	1683078.422	1681161.157	1773569.5	1497995.6	1405033.3	1405033.3	1737296.18	2632383.68	1990193.8	1612060.71	2100027.5
SAM19	2019988.7	2019988.7	933371.608	185343.09	933371.608	676214.08	473530.424	931293.738	930496.9141	933371.608	933371.608	933371.608	933371.608	1.49E+01	2.98E+01	551111.66	262657.84	297268.93	213806.97	231303.29	2123122.79	297268.93	873863.88	744567.44	682004.87	670692.36	481215.67	1500201	787251.1	890379.06	873863.88	930496.9141	1813615.7	890379.06	638050.45	1279312.9	933371.608	651492.29	468863.357	584949.37	577783.9	1276748.4	1500201	580061.06	258415.3	1120318.1	782476.8	1120318.1	689614	933371.608	1411212.1	899654	1136149.4	899654	1238767.8	0.00E+00	754556.29	922086.4	924139.4	563872.085	562081.777	1027077.3	1383184	169794.9	169794.9	863572.96	2083725.31	1544870.1	517115.84	1822523.5
ANWC128	1383720	1383720	1318465.497	938503.66	1318465.497	1092191.8	444921.013	1318115.63	1317416.431	1318465.497	1318465.497	1318465.497	1318465.497	7.55E+05	7.55E+05	297920.75	1017186.58	1051071.02	966481.28	985332.43	1400182.55	1051071.02	141798.49	13087.05	72698.73	85320.16	401563.91	2189502.3	1158450.3	145288.33	141798.49	1317416.431	1177578.1	145288.33	1118005.04	1967656.7	1318465.497	1212402.87	452086.953	1177054.34	718033.2	2031226.9	2189502.3	1181769.9	680477.2	1793037.1	1375646.8	1793037.1	152227.8	1318465.497	1969230	1653318.6	1731436	1653318.6	1688555.4	7.55E+05	0	1482945.3	271343.4	303700.023	303875.888	1692770.4	2136778.5	668324.1	668324.1	118759.5	1351991.03	896545.7	286739.49	1216329
ANWC109	2857995.9	2857995.9	350417.989	855945.96	350417.989	417229.39	1040356.85	347589.9517	347491.644	350417.989	350417.989	350417.989	350417.989	9.22E+05	9.22E+05	1187691.15	799946.68	817985.85	851678.94	798279.89	2870561.55	817985.85	1624367.97	1478749.59	1418954.84	1403703	1082383.44	789964	414491.2	1626785.68	1624367.97	347491.644	2650151.5	1626785.68	368069.77	596658.1	350417.989	279333.35	1032965.484	337793.4	811009.8	1055552.7	789964	342025.42	1178581.7	422478.8	146100.5	422478.8	1350777.8	350417.989	496117.4	902707.6	1625428	902707.6	1894358.5	9.22E+05	1482945.35	0	1727535.6	1185392.124	1184795.871	338572	1091852.7	879789.8	879789.8	1601091.67	2814705.97	2370465.2	1196948.65	2676663.7
ANWC77	1130471.1	1130471.1	1582111.097	1097692.55	1582111.097	1348761.47	702877.209	1581618.243	1580902.167	1582111.097	1582111.097	1582111.097	1582111.097	9.24E+05	9.24E+05	559816.4	1180993.24	1208503.25	1123765.35	1152512.51	1199281.38	1208503.25	152072.58	269637.58	318238.94	333639.42	658357.12	2405658.9	1420771	176530.57	152072.58	1580902.167	922695.7	176530.57	1367610.24	2183298.1	1582111.097	1452079.6	709611.223	1409972.77	984522.4	2185699.9	2405658.9	1412845.89	779542.4	2013611.1	1612495.3	2013611.1	423567.8	1582111.097	2218974.7	1800226	1759111.1	1800226	1655942	9.24E+05	271343.44	1727535.6	0	568390.681	568284.495	1914969.5	2296951.8	875835.6	875835.6	184932.59	1162163.23	643023.2	537123.57	953857.9
SAM34	1687336.4	1687336.4	1015133.896	745591.06	1015133.896	789362.77	145400.614	1014743.824	1014039.922	1015133.896	1015133.896	1015133.896	1015133.896	5.64E+05	5.64E+05	19017.01	813508.36	853462.87	774106.7	779226.53	1687260.13	853462.87	444975.1	302018.18	250437.37	235186.84	106403.25	1910561	854818.6	443712.18	444975.1	1014039.922	1481276.5	443712.18	818524.6	1690145	1015133.896	919505.38	152884.531	890178.41	416131.8	1811886.9	1910561	896518.89	597632.8	1512284.8	1083978.1	1512284.8	165663.3	1015133.896	1668183.9	1447973.1	1657100.2	1447973.1	1683078.4	5.64E+05	303700.02	1185392.1	568390.7	0	1941.365	1411222.7	1910435.9	431169.8	431169.8	418981.23	1634172.1	1200245.5	74062.13	1519284.2
SAM37	1687548.3	1687548.3	1015074.676	743845.8	1015074.676	789024.05	144692.819	1014678.499	1013973.869	1015074.676	1015074.676	1015074.676	1015074.676	5.62E+05	5.62E+05	17268.04	811821.59	851753.57	772363.7	777546.32	1687998.8	851753.57	445212.95	302111.07	250266.14	234995.03	105393.43	1909591.3	854698.8	444089.25	445212.95	1013973.869	1481453.1	444089.25	817985.27	1689147.6	1015074.676	918759.44	152165.606	889294.58	416244.2	1810359.4	1909591.3	895604.13	595693.8	1511330.2	1083212.4	1511330.2	166383.6	1015074.676	1667740.4	1446351.4	1655164.1	1446351.4	1681161.2	5.62E+05	303875.89	1184795.9	568284.5	1941.365	0	1410276.6	1908955.9	429582.1	429582.1	419309.4	1634983.98	1200418.8	72309.73	1519333.5
ANWC71	3035847.5	3035847.5	688979.484	904256.66	688979.484	712776.39	1267191.519	686141.73	686036.9615	688979.484	688979.484	688979.484	688979.484	1.03E+06	1.03E+06	1409764.57	828030.32	827989.45	889628.89	840527.79	3092857.43	827989.45	1830624.26	1686532.99	1623761.1	1609228.65	1304936.93	499843.6	737670.9	1838027.08	1830624.26	686036.9615	2828166.6	1838027.08	640308.93	282774.9	688979.484	508463.38	1259659.605	522588.02	1082613.1	740972.9	499843.6	515099.48	1262725.3	101322.9	351026.9	101322.9	1575535.4	688979.484	494107.9	674548.1	1459316.3	674548.1	1773569.5	1.03E+06	1692770.42	338572	1914969.5	1411222.727	1410276.623	0	763555.1	1039567.8	1039567.8	1811301.83	3043004.88	2553405	1407918.35	2843448.6
ANWC170	3337003.7	3337003.7	1436015.414	1202067.4	1436015.414	1392973.12	1783257.315	1432976.731	1432745.874	1436015.414	1436015.414	1436015.414	1436015.414	1.38E+06	1.38E+06	1902394.96	1120863.66	1089952.07	1175053.08	1151910.36	3493423.29	1089952.07	2256768.18	2127111.78	2064094.29	2052247.4	1809468.26	644004.6	1450429.4	2273562.99	2256768.18	1432745.874	3138042.8	2273562.99	1305935.09	618297.9	1436015.414	1166463.51	1776337.871	1139074.95	1691122.5	121529.5	644004.6	1124106.71	1528206	711213.7	1052796.5	711213.7	2057856.7	1436015.414	1129727.7	504015.9	1118203.1	504015.9	1497995.6	1.38E+06	2136778.51	1091852.7	2296951.8	1910435.885	1908955.939	763555.1	0	1481588.1	1481588.1	2246752.74	3458994.25	2886733.7	1880866.08	3127690.4
ANWC72	1997686	1997686	830827.806	327047.1	830827.806	570726.88	319570.357	829150.3236	828352.0766	830827.806	830827.806	830827.806	830827.806	1.70E+05	1.70E+05	421830.45	386403.96	428338.71	354590.69	351746.12	2063283.25	428338.71	800225.61	660305.92	596494.85	583055.24	335946.21	1530147	674865.4	811487.32	800225.61	828352.0766	1789777.2	811487.32	552257.77	1307781.4	830827.806	600602.28	313905.394	546858.23	411570.3	1381504.1	1530147	546986.57	368873.8	1137874.3	751546.5	1137874.3	576631.7	830827.806	1375811.6	1017082.6	1305264.7	1017082.6	1405033.3	1.70E+05	668324.08	879789.8	875835.6	431169.772	429582.078	1039567.8	1481588.1	0	0	784395.67	2018092.33	1514048.2	399584.63	1808506.9
ANWC73	1997686	1997686	830827.806	327047.1	830827.806	570726.88	319570.357	829150.3236	828352.0766	830827.806	830827.806	830827.806	830827.806	1.70E+05	1.70E+05	421830.45	386403.96	428338.71	354590.69	351746.12	2063283.25	428338.71	800225.61	660305.92	596494.85	583055.24	335946.21	1530147	674865.4	811487.32	800225.61	828352.0766	1789777.2	811487.32	552257.77	1307781.4	830827.806	600602.28	313905.394	546858.23	411570.3	1381504.1	1530147	546986.57	368873.8	1137874.3	751546.5	1137874.3	576631.7	830827.806	1375811.6	1017082.6	1305264.7	1017082.6	1405033.3	1.70E+05	668324.08	879789.8	875835.6	431169.772	429582.078	1039567.8	1481588.1	0	0	784395.67	2018092.33	1514048.2	399584.63	1808506.9
