	A37114	A36182	A35583	A35582	A35183	ABTC114050	ABTC37891	ABTC114048	ABTC143564	ABTC119685	A37115	ABTC113311	ABTC113310	ABTC113234	ABTC113233	ABTC113232	ABTC113231	ABTC85134	ABTC85133	ABTC73792	ABTC73791	ABTC119496	ABTC38831	ABTC38801	ABTC37976	ABTC37966	A35745	B46574	B46525	B46415	ABTC38802	B54287	B54701	B54119	B54149	B54133	B55279	ABTC119649	B55371	B52751	B53877	B41644	B46630	B54257	B54288	ABTC113312	B55292	B33180	B54256	B48315	B49330	ABTC113313	B48221	ABTC119904	B48236	B54436	B48426	B55501	B52750	B48235	B29378	B32845	B55281	B49357	B49438	B50538	B49358	B54028	ABTC114049	B49626	B41656	B52745	B54435	B29336	B52746	B54458	ABTC84315	B54738	B54114	B54739	B55220	B49452	B32899	B55412	B55160	ABTC119512	B55221	B55255	B55126	B55256	B52435	B55280	B55291	ABTC119786	B32011	B55308	B55370	B54740	B55399	B55400	B55503	B29377.b	B32773	B32774	B54278	B29337.a	B33369	B55435	A36181	B33013	ABTC119851	B54778	B33205
B55220	941800.8	409689.2	1157810.6	1157810.6	1613677.1	2186452.1	1365937.51	2186452.1	1926802.32	1384769.116	941800.8	2184876.086	2184080.235	2186452.1	2186452.1	2186452.1	2186452.1	1.28E+06	1.28E+06	1.28E+06	1.28E+06	1287776.5	1438781.49	1438484.5	1378083.04	1428922.62	1515277.07	2125284.23	2120005.92	2474625.8	1438484.5	1032864.53	970704.89	1089898.92	1100193.29	1110523.11	55172.28	1346033.47	172465.26	2688669.9	896385.4	1595966.4	2027977.4	1062399.41	1032864.53	2184080.235	55796.371	1016628.7	1062399.41	1906534.5	2480960.8	2186452.1	1933421.88	1388460.841	1867029.03	1152821.55	1665099.2	2236158.4	2688669.9	1861692.88	1453720.93	1024928.1	56244.15	2348207.1	2061996.1	280227.7	2348207.1	1226796.1	2186452.1	2687914.9	1568885.4	1872066.6	1152821.55	1434983.23	1872066.6	1156397.24	1.28E+06	960372.741	1099005	960372.741	0	2203507	891898.5	285473.976	324484.14	1304499.211	0	4831.093	323045.78	4414.339	970704.89	55172.28	55796.371	1303322.644	2266158.8	45646.58	172465.26	961436.874	175323.4	175323.4	2357680.6	1453720.93	1356566.6	1356566.6	1062827.39	1434983.23	1530795.31	292820.05	409689.2	906201.4	1239269.28	862332	951977.7
B49452	2501091.9	2562831	2857995.9	2857995.9	2669218	350417.989	855945.96	350417.989	417229.39	1040356.85	2501091.9	347589.9517	347491.644	350417.989	350417.989	350417.989	350417.989	9.22E+05	9.22E+05	9.22E+05	9.22E+05	1187691.15	799946.68	817985.85	851678.94	798279.89	2870561.55	567002.06	540861.66	300775.4	817985.85	1624367.97	2097547.73	1478749.59	1418954.84	1403703	2155340.072	1082383.44	2100070.59	789964	2307388.4	1592785.4	414491.2	1626785.68	1624367.97	347491.644	2160451.998	2650151.5	1626785.68	368069.77	596658.1	350417.989	279333.35	1032965.484	337793.4	1926928.93	811009.8	1055552.7	789964	342025.42	1640253.25	1178581.7	2155400.247	422478.8	146100.5	2463765.3	422478.8	1350777.8	350417.989	496117.4	1635585.9	902707.6	1926928.93	1625427.99	902707.6	1894358.51	9.22E+05	2176807.478	1482945.35	2176807.478	2203507.012	0	1727535.6	2067330.411	2263007.7	1185392.124	2203507.012	2198749.013	2261424.55	2207896.833	2097547.73	2155340.072	2160451.998	1184795.871	338572	2166008.67	2100070.59	2176078.058	2067485.56	2067485.56	1091852.7	1640253.25	879789.8	879789.8	1601091.67	1625427.99	2814705.97	2065478.994	2562831	2370465.2	1196948.65	2010120.8	2676663.7
B32899	773589.1	1289851.7	1130471.1	1130471.1	1097402.4	1582111.097	1097692.55	1582111.097	1348761.47	702877.209	773589.1	1581618.243	1580902.167	1582111.097	1582111.097	1582111.097	1582111.097	9.24E+05	9.24E+05	9.24E+05	9.24E+05	559816.4	1180993.24	1208503.25	1123765.35	1152512.51	1199281.38	1450459.6	1454268.62	1934788.4	1208503.25	152072.58	1604149.73	269637.58	318238.94	333639.42	839848.295	658357.12	934507.3	2405658.9	1640533.4	1883410.4	1420771	176530.57	152072.58	1580902.167	836766.371	922695.7	176530.57	1367610.24	2183298.1	1582111.097	1452079.6	709611.223	1409972.77	1669642.61	984522.4	2185699.9	2405658.9	1412845.89	1783077.85	779542.4	838207.044	2013611.1	1612495.3	1019437.5	2013611.1	423567.8	1582111.097	2218974.7	1880564.6	1800226	1669642.61	1759111.09	1800226	1655941.98	9.24E+05	1633721.938	271343.44	1633721.938	891898.489	1727535.6	0	1008153.029	1170558.17	568390.681	891898.489	889318.671	1168704.95	895205.463	1604149.73	839848.295	836766.371	568284.495	1914969.5	847518.78	934507.3	1634238.648	894765.75	894765.75	2296951.8	1783077.85	875835.6	875835.6	184932.59	1759111.09	1162163.23	1013206.61	1289851.7	643023.2	537123.57	1468465.4	953857.9
B55412	1208004.4	501749.4	1440830.1	1440830.1	1858206.8	2093941.35	1212789.24	2093941.35	1834396.35	1362804.767	1208004.4	2092020.343	2091220.643	2093941.35	2093941.35	2093941.35	2093941.35	1.16E+06	1.16E+06	1.16E+06	1.16E+06	1291930.2	1276723.9	1268743.11	1219917.94	1272872.85	1783881.8	2061861.84	2053082.95	2351557.7	1268743.11	1129386.71	695631.15	1151314.74	1145577.29	1152703.25	288066.158	1329621.2	116136.02	2487953.6	655776.4	1317410.2	1941952.2	1161209.03	1129386.71	2091220.643	297816.709	1292872.4	1161209.03	1801633.23	2287775.1	2093941.35	1808689.48	1365054.059	1737628.22	867901.54	1623388.3	1994617.9	2487953.6	1730012.55	1173245.17	908291	290147.406	2167497.9	1922422.1	539052.5	2167497.9	1267103.7	2093941.35	2537517.1	1288557.3	1643145.9	867901.54	1155182.14	1643145.9	871048.01	1.16E+06	694355.562	1162459.66	694355.562	285473.976	2067330.4	1008153	0	203350.19	1310235.133	285473.976	282286.489	201541.21	287411.136	695631.15	288066.158	297816.709	1308749.434	2091997.4	291259.85	116136.02	695291.891	136142.25	136142.25	2115925.4	1173245.17	1268708.2	1268708.2	1155068.46	1155182.14	1794007.64	7474.056	501749.4	1158089.9	1238799.33	580867.2	1232890.1
B55160	1258868.2	332493.2	1448042.3	1448042.3	1937224.3	2296019.264	1407283.95	2296019.264	2036688.6	1563377.325	1258868.2	2294071.125	2293271.701	2296019.264	2296019.264	2296019.264	2296019.264	1.36E+06	1.36E+06	1.36E+06	1.36E+06	1488631.1	1468510.45	1458250.33	1413097.24	1466318.66	1828299.86	2265206.32	2256394.64	2549398.2	1458250.33	1300499.55	690964.68	1334122.74	1332753.81	1340740.06	359311.683	1529460.52	236999.94	2659171.9	581159.8	1407932.8	2144597.5	1331702	1300499.55	2293271.701	366471.944	1323367.8	1331702	2002811.97	2463449.7	2296019.264	2007089.91	1565789.896	1935348.26	906913.14	1826012.2	2138165.3	2659171.9	1927322.07	1259203.73	1110218.4	361451.401	2349150.8	2117644.1	484886.2	2349150.8	1456218.5	2296019.264	2728801.6	1373495.8	1799690.5	906913.14	1243826.48	1799690.5	917257.65	1.36E+06	665666.807	1344741.8	665666.807	324484.136	2263007.7	1170558.2	203350.193	0	1506729.713	324484.136	324237.092	1916.38	323545.354	690964.68	359311.683	366471.944	1505291.941	2276462.5	356127.91	236999.94	666875.271	277910.07	277910.07	2258673.9	1259203.73	1471770.1	1471770.1	1327916.3	1243826.48	1847758.18	203217.283	332493.2	1229255.7	1436075.48	605067.3	1250488.2
ABTC119512	1332442.5	1713258.4	1687336.4	1687336.4	1506303.5	1015133.896	745591.06	1015133.896	789362.77	145400.614	1332442.5	1014743.824	1014039.922	1015133.896	1015133.896	1015133.896	1015133.896	5.64E+05	5.64E+05	5.64E+05	5.64E+05	19017.01	813508.36	853462.87	774106.7	779226.53	1687260.13	884026.81	886882.24	1373220.8	853462.87	444975.1	1727921.09	302018.18	250437.37	235186.84	1249369.547	106403.25	1279794.82	1910561	1838766.2	1741238.7	854818.6	443712.18	444975.1	1014039.922	1250062.741	1481276.5	443712.18	818524.6	1690145	1015133.896	919505.38	152884.531	890178.41	1706034.06	416131.8	1811886.9	1910561	896518.89	1681013.21	597632.8	1248412.347	1512284.8	1083978.1	1500950.8	1512284.8	165663.3	1015133.896	1668183.9	1754230.2	1447973.1	1706034.06	1657100.16	1447973.1	1683078.42	5.64E+05	1780975.292	303700.02	1780975.292	1304499.211	1185392.1	568390.7	1310235.133	1506729.71	0	1304499.211	1300624.58	1504821.46	1308632.263	1727921.09	1249369.547	1250062.741	1941.365	1411222.7	1259289.31	1279794.82	1781039.395	1238616.26	1238616.26	1910435.9	1681013.21	431169.8	431169.8	418981.23	1657100.16	1634172.1	1312573.491	1713258.4	1200245.5	74062.13	1595820.1	1519284.2
B55221	941800.8	409689.2	1157810.6	1157810.6	1613677.1	2186452.1	1365937.51	2186452.1	1926802.32	1384769.116	941800.8	2184876.086	2184080.235	2186452.1	2186452.1	2186452.1	2186452.1	1.28E+06	1.28E+06	1.28E+06	1.28E+06	1287776.5	1438781.49	1438484.5	1378083.04	1428922.62	1515277.07	2125284.23	2120005.92	2474625.8	1438484.5	1032864.53	970704.89	1089898.92	1100193.29	1110523.11	55172.28	1346033.47	172465.26	2688669.9	896385.4	1595966.4	2027977.4	1062399.41	1032864.53	2184080.235	55796.371	1016628.7	1062399.41	1906534.5	2480960.8	2186452.1	1933421.88	1388460.841	1867029.03	1152821.55	1665099.2	2236158.4	2688669.9	1861692.88	1453720.93	1024928.1	56244.15	2348207.1	2061996.1	280227.7	2348207.1	1226796.1	2186452.1	2687914.9	1568885.4	1872066.6	1152821.55	1434983.23	1872066.6	1156397.24	1.28E+06	960372.741	1099005	960372.741	0	2203507	891898.5	285473.976	324484.14	1304499.211	0	4831.093	323045.78	4414.339	970704.89	55172.28	55796.371	1303322.644	2266158.8	45646.58	172465.26	961436.874	175323.4	175323.4	2357680.6	1453720.93	1356566.6	1356566.6	1062827.39	1434983.23	1530795.31	292820.05	409689.2	906201.4	1239269.28	862332	951977.7
B55255	943269.5	413345.7	1160467.7	1160467.7	1614366.4	2181893.013	1361118.63	2181893.013	1922229.95	1380648.034	943269.5	2180314.922	2179519.01	2181893.013	2181893.013	2181893.013	2181893.013	1.28E+06	1.28E+06	1.28E+06	1.28E+06	1283881.68	1433954.34	1433653.6	1373258.49	1424101.36	1516946.93	2120912.71	2115608.8	2469923.3	1433653.6	1030044.16	968404.32	1086603.57	1096698.96	1106993.91	51497.336	1341954.49	168873.52	2683858	895199.1	1592103.9	2023448.5	1059628.12	1030044.16	2179519.01	52754.506	1018691.2	1059628.12	1901894.67	2476137.7	2181893.013	1928696.31	1384327.745	1862284.11	1149817.13	1660853.6	2231566.1	2683858	1856940.06	1449953.79	1020171.7	52682.166	2343376	2057224.3	284936.2	2343376	1223283.9	2181893.013	2683124	1565105.9	1867385.4	1149817.13	1431183.72	1867385.4	1153286.32	1.28E+06	958441.418	1095740.26	958441.418	4831.093	2198749	889318.7	282286.489	324237.09	1300624.58	4831.093	0	322780.01	9155.457	968404.32	51497.336	52754.506	1299444.572	2261328.8	42330.58	168873.52	959501.181	171062.54	171062.54	2353087.4	1449953.79	1351971.9	1351971.9	1059955.49	1431183.72	1532208.84	289649.404	413345.7	907021	1235316.06	859656.1	954400.5
B55126	1257685.4	333409.6	1447228.1	1447228.1	1935875.2	2294287.097	1405713.02	2294287.097	2034948.27	1561492.02	1257685.4	2292339.887	2291540.452	2294287.097	2294287.097	2294287.097	2294287.097	1.36E+06	1.36E+06	1.36E+06	1.36E+06	1486723.56	1466985.58	1456760.9	1411548.61	1464766.57	1827205.57	2263401	2254596.79	2547773.9	1456760.9	1298618.72	691368.47	1332213.19	1330838.69	1338824.34	357725.682	1527569.03	235113.8	2657958.4	582167.9	1407569.7	2142843.3	1329823.54	1298618.72	2291540.452	364906.456	1322349.6	1329823.54	2001106.82	2462174.5	2294287.097	2005451.25	1563906.196	1933723.27	906974.6	1824157.9	2137277.7	2657958.4	1925705.26	1258871.02	1108486.4	359867.06	2347791.5	2116068.4	484391.9	2347791.5	1454302.4	2294287.097	2727298.5	1373185.2	1798641.4	906974.6	1243465.32	1798641.4	917253.38	1.36E+06	666284.367	1342833.21	666284.367	323045.78	2261424.6	1168704.9	201541.211	1916.38	1504821.464	323045.78	322780.011	0	322124.035	691368.47	357725.682	364906.456	1503383.847	2275061.7	354573.4	235113.8	667490.79	276015.12	276015.12	2257798.7	1258871.02	1469993.7	1469993.7	1326030.51	1243465.32	1846592.43	201432.891	333409.6	1227922.3	1434170.14	605159.7	1249567.5
B55256	941692.2	405693.2	1156509.1	1156509.1	1614289.4	2190859.215	1370256.51	2190859.215	1931211.41	1389025.666	941692.2	2189283.525	2188487.683	2190859.215	2190859.215	2190859.215	2190859.215	1.29E+06	1.29E+06	1.29E+06	1.29E+06	1291920.35	1443070.5	1442738.8	1382383.93	1433234.86	1514966.12	2129642.49	2124372.68	2479035	1442738.8	1036339.13	971673.25	1093689.72	1104108.23	1114459.16	59266.32	1350270.28	174879.94	2692788	896268.9	1598634.1	2032379.2	1065839.68	1036339.13	2188487.683	59546.884	1015937.1	1065839.68	1910948.83	2485127.1	2190859.215	1937825.31	1392722.917	1871425.3	1154520.19	1669410.1	2239815.6	2692788	1866085.43	1456275.03	1029318.8	60280.082	2352444.9	2066377.2	276377.6	2352444.9	1230721.4	2190859.215	2692279.3	1571453.6	1875879.1	1154520.19	1437575.99	1875879.1	1158210.91	1.29E+06	960972.453	1102776.15	960972.453	4414.339	2207896.8	895205.5	287411.136	323545.35	1308632.263	4414.339	9155.457	322124.04	0	971673.25	59266.32	59546.884	1307457.54	2270427.6	49574.4	174879.94	962040.874	178537.63	178537.63	2361339.2	1456275.03	1360978.4	1360978.4	1066337.29	1437575.99	1530731.28	294737.661	405693.2	906703.8	1243443.78	863688	950922.5
B52435	1903632.4	968064.9	2126718.5	2126718.5	2545432.7	2236761.18	1302528.98	2236761.18	1998328.17	1725774.734	1903632.4	2234127.319	2233375.666	2236761.18	2236761.18	2236761.18	2236761.18	1.35E+06	1.35E+06	1.35E+06	1.35E+06	1709005.32	1328122.59	1298460.29	1293853.67	1342586.89	2479510.83	2275869.78	2259698.76	2398296.7	1298460.29	1693844.95	0	1669574.33	1642430.49	1644245.62	982018.955	1706601.8	810778.09	2288737.7	241474.8	817400.9	2112114.2	1725873.18	1693844.95	2233375.666	991576.745	1986446.4	1725873.18	1937767.6	2126156.9	2236761.18	1892773.49	1725094.314	1816360.55	258380.39	1920280.2	1663849.3	2288737.7	1803363.5	670945.28	1163695.2	984158.836	2055683.4	1955146.1	1175466.9	2055683.4	1744056.4	2236761.18	2496559.7	772237.6	1400199.5	258380.39	664287.91	1400199.5	282898.03	1.35E+06	82331.017	1682360.07	82331.017	970704.893	2097547.7	1604149.7	695631.152	690964.68	1727921.092	970704.893	968404.322	691368.47	971673.253	0	982018.955	991576.745	1726080.592	2006909.2	984141.39	810778.09	81309.429	830501.14	830501.14	1776210.2	670945.28	1511423	1511423	1712323.46	664287.91	2489116.29	688223.932	968064.9	1851166	1654374.83	136384.2	1922535.5
B55280	923218.4	464825.2	1153766.5	1153766.5	1586204.1	2134527.568	1320974.64	2134527.568	1875051.08	1330076.745	923218.4	2132976.215	2132181.113	2134527.568	2134527.568	2134527.568	2134527.568	1.23E+06	1.23E+06	1.23E+06	1.23E+06	1232663.88	1394815.52	1395598.95	1333742.66	1384179.75	1498499.53	2071709.94	2066604.38	2424972.9	1395598.95	979769.79	982018.95	1035303.14	1045221.86	1055504.23	0	1291227.56	171945.87	2649192.9	920587.5	1583208.2	1975721.9	1009497.84	979769.79	2132181.113	9886.891	1005010.6	1009497.84	1855740.04	2440300.5	2134527.568	1884350.97	1333804.423	1818491.2	1154387.41	1610855.8	2206484.2	2649192.9	1813394.01	1442787.22	976915.4	2211.093	2305626.3	2014321.5	317276.5	2305626.3	1171799.4	2134527.568	2640987.6	1557658.2	1839459.4	1154387.41	1423478.84	1839459.4	1156391.45	1.23E+06	976210.456	1044481.5	976210.456	55172.28	2155340.1	839848.3	288066.158	359311.68	1249369.547	55172.28	51497.336	357725.68	59266.32	982018.95	0	9886.891	1248195.664	2222670.1	10709.17	171945.87	977221.452	161515.64	161515.64	2327952.4	1442787.22	1305153.8	1305153.8	1009532.37	1423478.84	1511075.96	295540.129	464825.2	880594.1	1184223.6	868919.2	945056.8
B55291	913909.6	465008.3	1143908.3	1143908.3	1577694.7	2138169.026	1327028.68	2138169.026	1878786.22	1331694.706	913909.6	2136629.977	2135835.271	2138169.026	2138169.026	2138169.026	2138169.026	1.24E+06	1.24E+06	1.24E+06	1.24E+06	1233430.24	1401102.37	1402127.9	1339946.71	1390282.55	1489111.32	2074372.31	2069389.71	2429570.3	1402127.9	977306.34	991576.74	1034142.89	1044661.04	1055052.22	9886.891	1292681.18	181685.53	2656337.4	929242.3	1592917	1979198.3	1006911.43	977306.34	2135835.271	0	995346.7	1006911.43	1859907.49	2447232.3	2138169.026	1889173.47	1335470.534	1823496.38	1164244.39	1612973.4	2215011.7	2656337.4	1818477.13	1452556.38	982159.8	8036.425	2312175.6	2019591.5	310301.2	2312175.6	1171292	2138169.026	2646459.3	1567416.7	1847658.1	1164244.39	1433231.8	1847658.1	1166266.28	1.24E+06	985522.881	1043232.36	985522.881	55796.371	2160452	836766.4	297816.709	366471.94	1250062.741	55796.371	52754.506	364906.46	59546.884	991576.74	9886.891	0	1248901.182	2229023.6	10932.68	181685.53	986537.258	171383.34	171383.34	2336470.9	1452556.38	1309079.7	1309079.7	1007204.48	1433231.8	1501880.22	305290.762	465008.3	871842.8	1185205.93	878653	935245.6
ABTC119786	1332605.4	1712053.1	1687548.3	1687548.3	1507354.5	1015074.676	743845.8	1015074.676	789024.05	144692.819	1332605.4	1014678.499	1013973.869	1015074.676	1015074.676	1015074.676	1015074.676	5.62E+05	5.62E+05	5.62E+05	5.62E+05	17268.04	811821.59	851753.57	772363.7	777546.32	1687998.8	884343.17	887140.65	1372975.7	851753.57	445212.95	1726080.59	302111.07	250266.14	234995.03	1248195.664	105393.43	1278423.64	1909591.3	1837014.6	1739321.5	854698.8	444089.25	445212.95	1013973.869	1248901.182	1481453.1	444089.25	817985.27	1689147.6	1015074.676	918759.44	152165.606	889294.58	1704121.27	416244.2	1810359.4	1909591.3	895604.13	1679077.5	595693.8	1247240.951	1511330.2	1083212.4	1500008.2	1511330.2	166383.6	1015074.676	1667740.4	1752304.9	1446351.4	1704121.27	1655164.08	1446351.4	1681161.16	5.62E+05	1779158.461	303875.89	1779158.461	1303322.644	1184795.9	568284.5	1308749.434	1505291.94	1941.365	1303322.644	1299444.572	1503383.85	1307457.54	1726080.59	1248195.664	1248901.182	0	1410276.6	1258120.44	1278423.64	1779222.013	1237251.1	1237251.1	1908955.9	1679077.5	429582.1	429582.1	419309.4	1655164.08	1634983.98	1311080.997	1712053.1	1200418.8	72309.73	1593992.8	1519333.5
B32011	2680665.8	2593727	3035847.5	3035847.5	2916104.2	688979.484	904256.66	688979.484	712776.39	1267191.519	2680665.8	686141.73	686036.9615	688979.484	688979.484	688979.484	688979.484	1.03E+06	1.03E+06	1.03E+06	1.03E+06	1409764.57	828030.32	827989.45	889628.89	840527.79	3092857.43	903243.91	876804.53	526285.8	827989.45	1830624.26	2006909.15	1686532.99	1623761.1	1609228.65	2222670.143	1304936.93	2142440.04	499843.6	2232700.6	1396778.1	737670.9	1838027.08	1830624.26	686036.9615	2229023.571	2828166.6	1838027.08	640308.93	282774.9	688979.484	508463.38	1259659.605	522588.02	1806379.82	1082613.1	740972.9	499843.6	515099.48	1470197.56	1262725.3	2223070.256	101322.9	351026.9	2538607	101322.9	1575535.4	688979.484	494107.9	1444150.1	674548.1	1806379.82	1459316.25	674548.1	1773569.52	1.03E+06	2088697.543	1692770.42	2088697.543	2266158.773	338572	1914969.5	2091997.367	2276462.48	1411222.727	2266158.773	2261328.837	2275061.66	2270427.64	2006909.15	2222670.143	2229023.571	1410276.623	0	2233068.55	2142440.04	2087787.144	2114450.72	2114450.72	763555.1	1470197.56	1039567.8	1039567.8	1811301.83	1459316.25	3043004.88	2088977.752	2593727	2553405	1407918.35	1938008.4	2843448.6
B55308	922078.4	455264.4	1149853.7	1149853.7	1587078.3	2145203.41	1331468.06	2145203.41	1885734.77	1340331.642	922078.4	2143653.174	2142858.108	2145203.41	2145203.41	2145203.41	2145203.41	1.24E+06	1.24E+06	1.24E+06	1.24E+06	1242613.08	1405239.33	1405938.53	1344192.74	1394659.22	1497081.51	2082239.63	2077158.4	2435677.9	1405938.53	987909.51	984141.39	1044297.33	1054551.6	1064891.19	10709.168	1301429.02	175173.08	2659247.4	920082.6	1589668.2	1986380.8	1017548.13	987909.51	2142858.108	10932.683	1002492.7	1017548.13	1866446.76	2450463.7	2145203.41	1895045.14	1344074.41	1829170.97	1158363.04	1621256.7	2215420.7	2659247.4	1824066.08	1448941.42	987570.9	11065.314	2315954	2024971	307201.2	2315954	1181158.6	2145203.41	2651605.6	1563870.2	1848749.4	1158363.04	1429723.58	1848749.4	1160648.56	1.24E+06	977443.339	1053423.03	977443.339	45646.582	2166008.7	847518.8	291259.853	356127.91	1259289.313	45646.582	42330.583	354573.4	49574.405	984141.39	10709.168	10932.683	1258120.437	2233068.6	0	175173.08	978465.182	167081.31	167081.31	2336898.8	1448941.42	1315850.1	1315850.1	1017769.4	1429723.58	1510264.87	298730.524	455264.4	880949.8	1194256.62	871908.7	941630.2
B55370	1093210.9	464847.5	1324937	1324937	1748429.9	2107296.827	1251026.09	2107296.827	1847106.08	1343861.89	1093210.9	2105522.2	2104722.545	2107296.827	2107296.827	2107296.827	2107296.827	1.19E+06	1.19E+06	1.19E+06	1.19E+06	1262012.69	1319492.13	1315196.11	1260586.28	1312747.86	1668926.38	2062646.35	2055334.88	2378847	1315196.11	1063534.83	810778.09	1098358.82	1098603.73	1107002.54	171945.872	1308224.84	0	2551644.1	759916.1	1424113.7	1952152.7	1094771.28	1063534.83	2104722.545	181685.528	1176871.1	1094771.28	1819755.68	2347603.3	2107296.827	1835702.3	1346715.584	1766581.9	983439.26	1613774	2078911.4	2551644.1	1759985.4	1281477.52	927355.4	174034.049	2221166.3	1956439.3	439664.6	2221166.3	1222897	2107296.827	2577426.1	1396678.4	1720346	983439.26	1262851.96	1720346	986095.36	1.19E+06	807144.439	1108827.66	807144.439	172465.261	2100070.6	934507.3	116136.018	236999.94	1279794.816	172465.261	168873.522	235113.8	174879.935	810778.09	171945.872	181685.528	1278423.643	2142440	175173.08	0	808119.586	41536.51	41536.51	2200412.4	1281477.52	1277295.6	1277295.6	1090916.73	1262851.96	1680018.4	123609.854	464847.5	1045926.3	1210400.77	696973.4	1116786.6
B54740	1900439.4	925769.4	2111940.2	2111940.2	2552446.1	2311280.124	1375807.66	2311280.124	2071183.58	1783868.345	1900439.4	2308673.183	2307917.61	2311280.124	2311280.124	2311280.124	2311280.124	1.42E+06	1.42E+06	1.42E+06	1.42E+06	1762065.68	1403373.61	1374460.88	1367844.12	1417100.43	2475529.72	2346810.1	2331015.09	2476775.7	1374460.88	1729391.07	81309.43	1711253.36	1686539.16	1688988.37	977221.452	1763358.26	808119.59	2369717.9	164782.7	890364.7	2184986.5	1761562.42	1729391.07	2307917.61	986537.258	1977916.9	1761562.42	2011806.39	2207448.4	2311280.124	1968963.24	1783434.153	1892545.38	330872.22	1984615	1742523.8	2369717.9	1879724.16	745526.76	1225166.1	979400.159	2136849.2	2033335.2	1151205.7	2136849.2	1791093.9	2311280.124	2577148.6	844135.1	1481303.5	330872.22	739909.8	1481303.5	357694.25	1.42E+06	1420.735	1723911.7	1420.735	961436.874	2176078.1	1634238.6	695291.891	666875.27	1781039.395	961436.874	959501.181	667490.79	962040.874	81309.43	977221.452	986537.258	1779222.013	2087787.1	978465.18	808119.59	0	831374.69	831374.69	1854299.7	745526.76	1577263.3	1577263.3	1749020.97	739909.8	2487995.1	688053.279	925769.4	1853363.6	1707224.52	186872.7	1910572.5
B55399	1073484.9	500552.7	1313890.5	1313890.5	1722138.9	2070800.378	1220403.01	2070800.378	1810591.78	1303448.581	1073484.9	2069051.655	2068252.262	2070800.378	2070800.378	2070800.378	2070800.378	1.15E+06	1.15E+06	1.15E+06	1.15E+06	1220864.45	1289972.81	1286698.24	1230581.19	1282470.75	1649443.77	2024215.47	2017110.02	2344950.8	1286698.24	1022924.62	830501.14	1056946.59	1057073.83	1065466.72	161515.644	1267621.76	41536.51	2527700.8	789538.7	1423125.2	1915175.3	1054228.57	1022924.62	2068252.262	171383.337	1161242.4	1054228.57	1784231.03	2322434.1	2070800.378	1801963.17	1306353.625	1733303.76	994766.42	1574186.1	2063530.1	2527700.8	1726938.32	1282018.9	892855.5	163370.849	2194101.7	1924218.1	452006.8	2194101.7	1181360.8	2070800.378	2546404.3	1396998.8	1702031.8	994766.42	1262892.01	1702031.8	996087.89	1.15E+06	830443.909	1067439.88	830443.909	175323.397	2067485.6	894765.8	136142.246	277910.07	1238616.257	175323.397	171062.542	276015.12	178537.635	830501.14	161515.644	171383.337	1237251.103	2114450.7	167081.31	41536.51	831374.691	0	0	2185059	1282018.9	1240410.7	1240410.7	1050159.92	1262892.01	1658661.01	143334.915	500552.7	1022079.9	1169348.16	713126.3	1104151.5
B55400	1073484.9	500552.7	1313890.5	1313890.5	1722138.9	2070800.378	1220403.01	2070800.378	1810591.78	1303448.581	1073484.9	2069051.655	2068252.262	2070800.378	2070800.378	2070800.378	2070800.378	1.15E+06	1.15E+06	1.15E+06	1.15E+06	1220864.45	1289972.81	1286698.24	1230581.19	1282470.75	1649443.77	2024215.47	2017110.02	2344950.8	1286698.24	1022924.62	830501.14	1056946.59	1057073.83	1065466.72	161515.644	1267621.76	41536.51	2527700.8	789538.7	1423125.2	1915175.3	1054228.57	1022924.62	2068252.262	171383.337	1161242.4	1054228.57	1784231.03	2322434.1	2070800.378	1801963.17	1306353.625	1733303.76	994766.42	1574186.1	2063530.1	2527700.8	1726938.32	1282018.9	892855.5	163370.849	2194101.7	1924218.1	452006.8	2194101.7	1181360.8	2070800.378	2546404.3	1396998.8	1702031.8	994766.42	1262892.01	1702031.8	996087.89	1.15E+06	830443.909	1067439.88	830443.909	175323.397	2067485.6	894765.8	136142.246	277910.07	1238616.257	175323.397	171062.542	276015.12	178537.635	830501.14	161515.644	171383.337	1237251.103	2114450.7	167081.31	41536.51	831374.691	0	0	2185059	1282018.9	1240410.7	1240410.7	1050159.92	1262892.01	1658661.01	143334.915	500552.7	1022079.9	1169348.16	713126.3	1104151.5
