	WAM63	WAM60	WAM57	WAM56	SAM46	SAM8	SAM44	SAM41	SAM36	WAM64	SAM30	SAM29	SAM28	SAM27	SAM26	SAM25	SAM18	SAM17	SAM33	SAM16	SAM14	SAM12	SAM11	WAM58	SAM15	ANWC135	ANWC140	ANWC129	ANWC131	ANWC130	ANWC152	SAM35	ANWC159	ANWC118	ANWC119	ANWC94	ANWC133	ANWC136	SAM31	ANWC156	ANWC79	ANWC132	ANWC103	ANWC105	SAM32	ANWC100	SAM39	ANWC102	ANWC138	ANWC104	ANWC168	ANWC117	ANWC101	ANWC69	ANWC75	ANWC154	ANWC106	ANWC108	ANWC112	ANWC107	ANWC126	SAM45	ANWC110	ANWC115	ANWC137	ANWC66	ANWC116	ANWC139	SAM19	ANWC141	ANWC128	ANWC142	ANWC147	ANWC109	ANWC77	ANWC162	ANWC146	SAM34	ANWC148	ANWC150	ANWC145	ANWC151	ANWC113	ANWC153	ANWC155	SAM37	ANWC71	ANWC157	ANWC158	ANWC143	ANWC160	ANWC161	ANWC170	ANWC68	ANWC72	ANWC73	ANWC134	ANWC67	ANWC81	ANWC163	WAM59	ANWC78	SAM38	ANWC144	ANWC80
ANWC129	0.019090313	0.013070725	0.019550022	0.018252135	-0.042314904	-0.007041775	-0.043757845	-2.06E-02	0.007827465	0.016539197	-0.048625488	-0.040825584	-0.043202351	-0.042784816	-0.046395838	-0.047415495	-6.04E-03	-0.00550455	9.23E-03	-0.007304878	-7.71E-03	-0.00724487	-0.007367081	0.023517536	-0.008559884	1.00E-02	-0.004330597	1.06E+00	0.021068467	1.69E-02	0.00129664	0.008824971	0.002325719	-0.032476892	-1.39E-04	-3.09E-02	1.48E-02	0.015092459	-0.047651018	0.003315737	-0.031350755	1.50E-02	-2.56E-02	-0.030350238	-0.044560531	-0.025457245	0.008092254	-0.023880629	-0.004805002	6.14E-04	-0.021813007	-0.030333737	-0.022527315	-1.53E-02	-0.003199544	0.001079014	-0.039429475	-0.027738665	4.37E-06	-0.037614936	0.015026486	-0.042036527	-0.034431117	-3.22E-02	-5.21E-03	-1.83E-02	-0.031032442	-0.009075806	-0.045885044	-3.88E-03	1.21E-02	-0.000838152	3.16E-03	-0.031141548	0.009566964	2.52E-04	0.00370549	0.011347495	0.000489053	0.002055605	0.007122494	1.33E-03	-0.001920749	0.003527442	0.00194998	0.013730612	1.81E-02	5.45E-03	0.001431038	-9.58E-04	0.001165375	2.23E-03	-0.019393062	-1.56E-02	3.04E-03	-1.63E-04	0.015773699	-0.021539971	0.02448584	-0.002376646	0.011030943	-0.039607418	1.21E-02	-0.002885836	0.018139353
ANWC131	0.019634606	0.016033864	0.018059925	0.017822503	-0.041322401	-0.006673282	-0.043439461	-2.07E-02	0.006528572	0.016721242	-0.046902961	-0.040641757	-0.041535542	-0.041159887	-0.044742076	-0.046531945	-4.69E-03	-0.005257108	9.86E-03	-0.005242339	-6.27E-03	-0.006455115	-0.005720745	0.023416809	-0.008032633	1.09E-02	-0.001514338	2.11E-02	1.056788564	1.46E-02	0.003340541	0.010487486	0.003618265	-0.031202759	2.39E-03	-2.88E-02	1.75E-02	0.014617364	-0.047258607	0.005021293	-0.029444431	1.58E-02	-2.45E-02	-0.030693266	-0.043892303	-0.025618486	0.00973296	-0.022852514	-0.004847595	5.30E-04	-0.021256436	-0.029929686	-0.020876764	-1.40E-02	-0.002939525	0.003638355	-0.038005443	-0.02779873	1.97E-03	-0.037217757	0.01434953	-0.042200258	-0.03347995	-3.09E-02	-3.93E-03	-1.74E-02	-0.031322859	-0.006967267	-0.04489733	-3.42E-03	1.28E-02	0.001486315	5.23E-03	-0.030392908	0.011146725	-8.99E-04	0.006263386	0.013078673	0.00330757	0.004048796	0.007446345	4.04E-03	-0.000627795	0.00544908	0.003794054	0.013051174	1.71E-02	7.55E-03	0.002597336	1.72E-03	0.001702729	3.52E-03	-0.017112653	-1.50E-02	1.56E-03	2.21E-04	0.016769187	-0.019349441	0.021830541	-0.001141407	0.013899204	-0.038425427	8.57E-03	-0.002284366	0.016605173
ANWC130	0.018473394	0.016532231	0.019315684	0.01659869	-0.045494769	-0.009213609	-0.047280639	-2.28E-02	0.005017529	0.016055133	-0.050713773	-0.045966118	-0.047905429	-0.045084096	-0.050479456	-0.051698675	-6.91E-03	-0.00538135	8.11E-03	-0.007140745	-8.64E-03	-0.007162792	-0.006808634	0.024819993	-0.010226555	1.18E-02	-0.004634919	1.69E-02	0.014633575	1.23E+00	0.000558555	0.009191976	0.003809324	-0.033017524	4.43E-05	-3.15E-02	1.50E-02	0.014373144	-0.052168597	0.004705458	-0.03151597	1.41E-02	-2.65E-02	-0.032481136	-0.048138694	-0.029002061	0.007605089	-0.026085209	-0.006140542	4.19E-04	-0.024813926	-0.032530382	-0.024467262	-1.51E-02	-0.003447803	0.001049075	-0.041658839	-0.029575456	3.09E-04	-0.040547834	0.011197866	-0.046500152	-0.036920365	-3.37E-02	-3.28E-03	-1.87E-02	-0.034527809	-0.009385678	-0.048552534	-5.45E-03	1.15E-02	0.000182189	4.69E-03	-0.033111866	0.011616414	-1.09E-03	0.005184459	0.013514629	0.001031593	0.00205059	0.007540148	2.50E-03	-0.001909655	0.003609118	0.00330415	0.011329478	1.52E-02	6.30E-03	0.002871579	-1.71E-05	0.001145774	5.75E-04	-0.021197369	-1.65E-02	8.12E-04	-6.71E-04	0.013831652	-0.021319279	0.021650755	-0.005278535	0.014419109	-0.040628791	8.58E-03	-0.005090722	0.015755931
ANWC152	0.001013472	0.012498531	0.005219136	0.000223399	-0.034797512	-0.004372949	-0.035584712	-1.83E-02	-0.001758862	-0.004129936	-0.040535416	-0.035085306	-0.035254152	-0.034410506	-0.038647528	-0.038525998	-2.57E-03	-0.005393511	-2.95E-03	-0.003485369	-5.84E-03	-0.005718441	-0.004523314	0.002992712	-0.005410268	1.17E-04	0.000276546	1.30E-03	0.003340541	5.59E-04	1.056783676	0.001628939	0.006634172	-0.024960876	6.58E-03	-2.48E-02	1.88E-03	0.002006594	-0.039234944	0.008384486	-0.025885305	1.51E-03	-1.87E-02	-0.025591914	-0.036872532	-0.021088754	0.001723756	-0.018844898	-0.002529961	-1.75E-03	-0.020139069	-0.026365416	-0.017426896	-1.12E-02	-0.004251405	0.023327791	-0.031791211	-0.022370406	5.57E-03	-0.031537253	-0.001357173	-0.034855536	-0.028280828	-2.68E-02	-4.01E-03	-1.44E-02	-0.026819358	-0.003749076	-0.038311992	-3.45E-04	5.20E-04	0.001939989	5.76E-03	-0.025705475	0.001926521	5.88E-03	0.00812862	0.002300931	0.005743714	0.007670635	0.008183905	9.11E-03	0.001413242	0.009452442	0.006787161	0.001741745	-1.10E-03	8.79E-03	0.007373099	2.66E-03	0.006394182	7.82E-03	-0.015884477	-1.12E-02	-2.86E-03	-1.84E-03	0.000431559	-0.015912067	-0.001853104	0.003082957	0.011891103	-0.0298913	-2.63E-03	0.002506459	0.002662744
SAM35	0.01315412	0.012573313	0.014220539	0.012304271	-0.035491354	-0.005195301	-0.038258832	-1.72E-02	0.010223039	0.01079326	-0.039840775	-0.035093957	-0.037474218	-0.035424496	-0.039490826	-0.041489054	-2.86E-03	-0.004388383	1.17E-02	-0.003687152	-6.50E-03	-0.004491232	-0.004522081	0.018003349	-0.006027396	6.96E-03	-0.002527004	8.82E-03	0.010487486	9.19E-03	0.001628939	1.077332258	0.002923583	-0.026531744	1.34E-03	-2.50E-02	8.68E-03	0.009532098	-0.041537905	0.005072581	-0.025783634	9.87E-03	-2.10E-02	-0.025440007	-0.037590091	-0.023302015	0.009004246	-0.020175233	-0.002929008	1.72E-03	-0.020215541	-0.026848797	-0.019465539	-1.10E-02	-0.00235137	0.002474287	-0.033289491	-0.02369438	8.98E-04	-0.032593068	0.010433899	-0.036227212	-0.028122027	-2.85E-02	-2.46E-03	-1.48E-02	-0.028407832	-0.006393949	-0.038998733	-3.87E-03	7.54E-03	0.001269536	6.05E-03	-0.026382369	0.007314127	-6.39E-04	0.004317354	0.012264131	0.003092844	0.002838451	0.005588167	1.41E-03	-0.001299522	0.003074629	0.002528107	0.012598381	1.07E-02	6.24E-03	0.002935594	-3.33E-04	0.001606892	2.22E-03	-0.016399959	-1.22E-02	5.00E-04	1.37E-03	0.009652304	-0.016718238	0.014379334	-0.001804022	0.012183787	-0.032298691	7.05E-03	-0.001253664	0.010730088
ANWC159	0.0039906	0.035734213	0.008446912	0.001582352	-0.04318159	-0.007261338	-0.043876824	-2.29E-02	-0.00407056	-0.001272288	-0.048750175	-0.043595314	-0.044006967	-0.04341132	-0.048019439	-0.048974292	-7.09E-03	-0.006404816	-3.40E-03	-0.007490511	-7.79E-03	-0.008593621	-0.006879754	0.007783996	-0.008095018	-1.72E-04	0.004052055	2.33E-03	0.003618265	3.81E-03	0.006634172	0.002923583	1.065168023	-0.030518103	5.63E-03	-3.12E-02	4.44E-03	0.003030289	-0.048322242	0.011169869	-0.031250385	3.29E-03	-2.53E-02	-0.031167435	-0.04476325	-0.027351318	0.003430714	-0.025778389	-0.001061647	-3.53E-03	-0.021930302	-0.031877532	-0.024447546	-1.28E-02	-0.004674601	0.016479377	-0.038026112	-0.028241635	5.22E-03	-0.036869732	-0.00027256	-0.043395003	-0.034152774	-3.21E-02	-3.64E-04	-1.69E-02	-0.03331483	-0.003163319	-0.045840228	2.87E-03	5.07E-04	0.006503308	1.89E-02	-0.033208193	0.00331523	7.40E-03	0.034515702	0.005182303	0.012794778	0.01877557	0.033403018	2.13E-02	0.003729708	0.010489715	0.013568092	0.003561452	7.37E-04	1.39E-02	0.017722395	5.36E-03	0.007995508	1.04E-02	-0.017382475	-1.38E-02	-5.32E-03	-2.34E-03	0.001569291	-0.018122716	0.001183368	0.010470966	0.036039202	-0.038594736	-2.39E-03	0.003601599	0.005327528
ANWC118	-0.043076459	-0.056669293	-0.036089062	-0.036713784	0.053554482	-0.006165729	0.046867259	2.16E-02	-0.025944906	-0.041489772	0.058938136	0.048467272	0.049551018	0.053720449	0.054560492	0.052516022	-9.56E-03	-0.006713661	-2.91E-02	-0.006694681	-6.92E-03	-0.003590291	-0.00419657	-0.039649152	-0.007117537	-2.73E-02	-0.025751552	-3.25E-02	-0.031202759	-3.30E-02	-0.024960876	-0.026531744	-0.030518103	1.096515656	-2.78E-02	3.44E-02	-3.53E-02	-0.031513232	0.051674848	-0.034691533	0.040303391	-3.13E-02	2.49E-02	0.041497146	0.054143492	0.027989488	-0.02472632	0.021685455	-0.024040586	-1.38E-02	0.023866974	0.070471038	0.018677906	1.66E-03	-0.010441028	-0.030780391	0.046070162	0.029436639	-2.80E-02	0.041614803	-0.028026045	0.049622783	0.044196465	3.35E-02	-2.42E-02	1.22E-03	0.03317889	-0.016132947	0.054273699	-2.48E-02	-3.08E-02	-0.027177349	-4.46E-02	0.035712467	-0.029128465	-2.41E-02	-0.042846685	-0.029423605	-0.040178347	-0.03636687	-0.045200545	-3.47E-02	-0.022769554	-0.031117899	-0.035786668	-0.029040859	-3.62E-02	-3.64E-02	-0.031105059	-2.49E-02	-0.025029905	-2.57E-02	0.020511543	2.50E-03	-1.80E-02	-1.67E-02	-0.031773266	-0.003591488	-0.042384228	-0.028411492	-0.056396484	0.041945002	-2.90E-02	-0.025247408	-0.034921263
ANWC119	0.000636774	0.013087957	0.005896554	-0.002537282	-0.036451986	-0.005354411	-0.038298162	-1.76E-02	-0.003735942	-0.002929141	-0.04137725	-0.036588089	-0.037594467	-0.036264154	-0.040701991	-0.04167487	-3.32E-03	-0.005415255	-2.91E-03	-0.005600199	-5.91E-03	-0.006927405	-0.005485584	0.002264176	-0.004127956	-4.88E-04	0.000869202	-1.39E-04	0.002389101	4.43E-05	0.006577445	0.001336081	0.005632114	-0.027831927	1.08E+00	-2.62E-02	6.14E-04	0.001461128	-0.041943108	0.008367247	-0.027179697	-7.06E-05	-2.15E-02	-0.026904782	-0.038519336	-0.023410275	0.001277157	-0.020026573	-0.002873885	-2.91E-03	-0.019895972	-0.027434648	-0.01947678	-1.07E-02	-0.005152757	0.006985296	-0.033316407	-0.024130081	4.59E-02	-0.033914653	-0.00219631	-0.037116494	-0.028532122	-2.84E-02	-3.38E-03	-1.53E-02	-0.027928379	-0.003884491	-0.039453969	5.12E-04	4.92E-04	0.001544304	6.98E-03	-0.027304716	0.001779028	3.45E-03	0.007701759	0.001398106	0.005937701	0.007889819	0.01093998	9.09E-03	0.000520729	0.00604773	0.007529232	0.00133293	-2.02E-03	8.61E-03	0.005584929	1.25E-03	0.003048652	5.77E-03	-0.016398813	-1.18E-02	-4.71E-03	-2.57E-03	0.000204407	-0.014982556	-0.002689057	0.007548929	0.011496955	-0.032513783	-2.70E-03	0.001846211	0.001526037
ANWC94	-0.043907435	-0.056786457	-0.036009525	-0.035769963	0.0546578	-0.003804508	0.051051941	2.67E-02	-0.023899836	-0.04324732	0.063728752	0.055080652	0.053294982	0.057574892	0.059240803	0.056531276	-9.05E-03	-0.00441798	-3.03E-02	-0.005656426	-5.52E-03	-0.002058704	-0.003465611	-0.039131328	-0.005023729	-2.68E-02	-0.026935665	-3.09E-02	-0.028793972	-3.15E-02	-0.024772039	-0.024989423	-0.031208259	0.034449502	-2.62E-02	1.11E+00	-3.33E-02	-0.03194597	0.056172473	-0.032381556	0.038822432	-2.97E-02	2.54E-02	0.037145998	0.056986908	0.027967155	-0.022771769	0.022689742	-0.023407683	-1.14E-02	0.016043479	0.035610227	0.021654691	1.28E-03	-0.009780715	-0.031540522	0.043533153	0.030336874	-2.74E-02	0.038411824	-0.02918012	0.053126314	0.042377103	2.93E-02	-2.53E-02	-9.87E-05	0.030484373	-0.016934256	0.057561276	-2.68E-02	-3.07E-02	-0.027626097	-4.48E-02	0.036140628	-0.028278204	-2.30E-02	-0.044675464	-0.027779868	-0.040277055	-0.034559285	-0.044509908	-3.53E-02	-0.025431469	-0.030788235	-0.034286562	-0.027521896	-3.63E-02	-3.51E-02	-0.03113632	-2.49E-02	-0.024043508	-2.46E-02	0.01109389	3.23E-03	-1.42E-02	-1.63E-02	-0.030523746	-0.005625473	-0.039788309	-0.027985383	-0.056385971	0.041455926	-2.77E-02	-0.025213781	-0.035038464
ANWC133	0.018035044	0.01616242	0.020728222	0.017980355	-0.046138989	-0.008513317	-0.048210705	-2.40E-02	0.005207232	0.016838421	-0.053147494	-0.046211875	-0.047466752	-0.046881611	-0.051334943	-0.052397438	-6.51E-03	-0.005332188	7.64E-03	-0.008576081	-9.43E-03	-0.008006975	-0.007945568	0.022979304	-0.010776853	6.66E-03	-0.00429796	1.48E-02	0.017475998	1.50E-02	0.001877153	0.008678479	0.00443784	-0.035321166	6.14E-04	-3.33E-02	1.20E+00	0.014813016	-0.051968674	0.006050263	-0.033322758	1.52E-02	-2.69E-02	-0.034433542	-0.04894141	-0.029309411	0.010029976	-0.026341041	-0.00635481	1.51E-03	-0.023901077	-0.033459795	-0.024056926	-1.65E-02	-0.003051826	0.001060969	-0.042418571	-0.031195859	1.15E-03	-0.040784818	0.010427598	-0.046632339	-0.037056918	-3.57E-02	-5.35E-03	-2.04E-02	-0.034808005	-0.008330306	-0.048245488	-6.25E-03	1.18E-02	-0.000378941	5.34E-03	-0.034734578	0.012519643	-2.23E-03	0.005168422	0.013401513	0.001415454	0.003054156	0.006917461	6.89E-04	-0.002288474	0.002188346	0.003876288	0.01179765	1.39E-02	6.31E-03	0.001133498	-1.05E-03	0.000361327	8.22E-05	-0.02095938	-1.72E-02	-2.29E-04	7.22E-04	0.018245963	-0.022614573	0.020873624	-0.00387216	0.013217611	-0.039706763	7.96E-03	-0.001230943	0.016462185
ANWC136	0.021675128	0.015761398	0.019663383	0.019562391	-0.045326427	-0.00751073	-0.045226019	-2.27E-02	0.006718621	0.01812377	-0.050939103	-0.04520958	-0.046787163	-0.044687128	-0.049254648	-0.05212467	-5.91E-03	-0.00621749	8.01E-03	-0.006570109	-8.12E-03	-0.007661861	-0.006762655	0.024066284	-0.009269524	8.15E-03	-0.004138346	1.51E-02	0.014617364	1.44E-02	0.002006594	0.009532098	0.003030289	-0.031513232	1.46E-03	-3.19E-02	1.48E-02	1.13460505	-0.051744605	0.005120013	-0.031937125	1.72E-02	-2.69E-02	-0.032243552	-0.046935346	-0.02776681	0.00907597	-0.025395101	-0.006289338	-1.84E-04	-0.024434008	-0.032593964	-0.024436002	-1.44E-02	-0.002775364	0.002416682	-0.04057416	-0.030258525	1.10E-03	-0.039621545	0.01020413	-0.046437085	-0.036323376	-3.40E-02	-4.26E-03	-1.96E-02	-0.033495844	-0.007782491	-0.048609348	-5.41E-03	3.00E-02	0.000667632	4.80E-03	-0.032100226	0.01218568	8.15E-04	0.005665062	0.013575313	0.001467732	0.002339699	0.00679233	1.54E-03	-0.00230175	0.005565101	0.00387898	0.011824172	1.86E-02	6.88E-03	0.002923688	1.47E-04	0.001236588	3.02E-03	-0.020081745	-1.56E-02	6.11E-04	1.75E-03	0.019123126	-0.021873026	0.024000402	-0.002656957	0.013880776	-0.039349237	9.50E-03	-0.003743416	0.01831514
SAM31	-0.067591763	-0.089018569	-0.059394912	-0.054846753	0.096649777	-0.01061672	0.099049186	3.51E-02	-0.038633544	-0.060799229	0.127336178	0.094717001	0.1097832	0.115513762	0.123608502	0.279563546	-1.47E-02	-0.010835927	-4.35E-02	-0.012464556	-9.23E-03	-0.00543408	-0.007466889	-0.063410698	-0.010285403	-4.23E-02	-0.041748393	-4.77E-02	-0.047258607	-5.22E-02	-0.039234944	-0.041537905	-0.048322242	0.051674848	-4.19E-02	5.62E-02	-5.20E-02	-0.051744605	1.196939707	-0.052233479	0.055716783	-4.84E-02	3.57E-02	0.056168035	0.109716461	0.040253715	-0.038252957	0.029078969	-0.037043118	-2.23E-02	0.019489362	0.050070711	0.03106103	1.39E-03	-0.016372422	-0.046293854	0.066390605	0.043213982	-4.29E-02	0.054549444	-0.042952817	0.090271985	0.063427372	3.68E-02	-3.90E-02	5.79E-04	0.040290531	-0.027649949	0.089573035	-3.99E-02	-4.41E-02	-0.043314505	-6.82E-02	0.053200845	-0.045384903	-3.69E-02	-0.067414938	-0.04584487	-0.060796538	-0.053517731	-0.070032776	-5.43E-02	-0.038607803	-0.047841494	-0.053095884	-0.045340476	-5.38E-02	-5.68E-02	-0.048965192	-4.14E-02	-0.039262639	-4.17E-02	0.013764931	3.26E-03	-2.53E-02	-2.77E-02	-0.047983199	-0.00967846	-0.060728131	-0.042532929	-0.086472136	0.054499775	-4.27E-02	-0.038607102	-0.054310859
ANWC156	0.008068094	0.022049885	0.010236245	0.002624513	-0.046673275	-0.007408808	-0.047589746	-2.40E-02	-0.000794197	0.001224547	-0.051448552	-0.045846968	-0.046693819	-0.045444211	-0.049914	-0.053103053	-4.46E-03	-0.006680218	-1.71E-03	-0.007008241	-6.48E-03	-0.007606107	-0.005889046	0.009435235	-0.007740645	-2.37E-04	0.000713326	3.32E-03	0.005021293	4.71E-03	0.008384486	0.005072581	0.011169869	-0.034691533	8.37E-03	-3.24E-02	6.05E-03	0.005120013	-0.052233479	1.076600552	-0.033206283	3.64E-03	-2.58E-02	-0.032782127	-0.047522834	-0.026988617	0.005412541	-0.025686758	-0.001867952	-2.84E-03	-0.023436735	-0.034033918	-0.024100818	-1.37E-02	-0.004676696	0.023294882	-0.040845164	-0.02922045	6.04E-03	-0.040250361	-0.000333861	-0.045431916	-0.036497545	-3.42E-02	-1.98E-03	-1.90E-02	-0.035252316	-0.004757144	-0.049105447	-8.39E-04	5.46E-04	0.002985316	1.33E-02	-0.032794885	0.003235034	4.55E-03	0.015109506	0.005441408	0.010086241	0.01172	0.017565117	1.13E-02	0.000514453	0.011788721	0.228146116	0.005572372	1.26E-03	1.47E-02	0.011321403	3.63E-03	0.006743289	7.42E-03	-0.0202969	-1.42E-02	-3.15E-03	-2.63E-03	0.001824467	-0.020084358	0.003070343	0.006120171	0.021237322	-0.039368445	-1.73E-03	0.001259099	0.004822153
ANWC79	-0.045438581	-0.059141798	-0.037062701	-0.037939835	0.057207476	-0.004029496	0.049554676	2.35E-02	-0.024760113	-0.043635495	0.063900291	0.054071307	0.05529839	0.058368876	0.058088442	0.055798507	-9.61E-03	-0.0066127	-2.86E-02	-0.006139927	-5.85E-03	-0.001601157	-0.00349057	-0.039676823	-0.004833669	-2.69E-02	-0.026333487	-3.14E-02	-0.029444431	-3.15E-02	-0.025885305	-0.025783634	-0.031250385	0.040303391	-2.72E-02	3.88E-02	-3.33E-02	-0.031937126	0.055716783	-0.033206283	1.098132133	-3.13E-02	2.41E-02	0.041305373	0.058411039	0.030865807	-0.023767201	0.024518462	-0.02335695	-1.30E-02	0.019304988	0.039533231	0.023324571	1.96E-03	-0.009096073	-0.031982844	0.048223619	0.032143632	-2.87E-02	0.045547969	-0.029036415	0.054093601	0.044796878	3.35E-02	-2.56E-02	1.77E-03	0.033211115	-0.017123803	0.059203251	-2.62E-02	-2.98E-02	-0.027395191	-4.55E-02	0.040031281	-0.029293626	-2.40E-02	-0.047742217	-0.028292657	-0.041431419	-0.034593026	-0.047255631	-3.67E-02	-0.025076069	-0.029855213	-0.034380362	-0.028770118	-3.65E-02	-3.63E-02	-0.031723873	-2.47E-02	-0.025286116	-2.49E-02	0.014448988	3.36E-03	-1.52E-02	-1.68E-02	-0.031618969	-0.002893409	-0.041518683	-0.029705265	-0.059193334	0.046203272	-2.81E-02	-0.02535219	-0.034170307
ANWC132	0.017891222	0.013727358	0.019482978	0.02014835	-0.041721045	-0.007886091	-0.043399437	-2.10E-02	0.006760994	0.016248382	-0.04857853	-0.042766541	-0.043331718	-0.04164098	-0.045998254	-0.04724901	-5.74E-03	-0.004656647	1.07E-02	-0.007590817	-7.30E-03	-0.006489117	-0.006903675	0.023106571	-0.007473608	8.09E-03	-0.004030674	1.50E-02	0.015796044	1.41E-02	0.001511047	0.009870789	0.003286014	-0.031289874	-7.06E-05	-2.97E-02	1.52E-02	0.017182121	-0.048386549	0.003644323	-0.031287323	1.05E+00	-2.55E-02	-0.031009856	-0.044009937	-0.027061861	0.008071876	-0.02298137	-0.005804069	2.33E-03	-0.022496338	-0.030947749	-0.023067877	-1.34E-02	-0.00369914	0.001981562	-0.03813263	-0.028204189	7.82E-04	-0.03719313	0.013613992	-0.041646875	-0.033857362	-3.08E-02	-4.41E-03	-1.90E-02	-0.032089038	-0.008325862	-0.045228863	-4.99E-03	1.18E-02	0.00026084	3.00E-03	-0.031417061	0.015278352	5.20E-04	0.003725547	0.01294998	0.00223735	0.001413857	0.006026719	1.59E-03	-0.002848838	0.003372204	0.003904723	0.011267123	1.80E-02	4.50E-03	0.002226719	-9.87E-04	0.000294932	2.44E-03	-0.018835737	-1.58E-02	1.94E-04	-5.01E-04	0.019186607	-0.020127953	0.021923764	-0.002938961	0.011973857	-0.038247852	5.50E-03	-0.002218587	0.017429164
ANWC103	-0.03669588	-0.047887369	-0.029181066	-0.031180571	0.037324077	-0.003377363	0.031837828	1.89E-02	-0.01900125	-0.03564926	0.041783983	0.033897948	0.034270674	0.036010216	0.038307384	0.032415139	-6.06E-03	-0.003998424	-2.23E-02	-0.004571395	-2.85E-03	-0.000938124	-0.002134393	-0.032618012	-0.004948927	-2.11E-02	-0.023816544	-2.56E-02	-0.024541868	-2.65E-02	-0.018732491	-0.021038305	-0.025256486	0.024911328	-2.15E-02	2.54E-02	-2.69E-02	-0.026913741	0.035723393	-0.025795151	0.024084314	-2.55E-02	1.10E+00	0.024925458	0.037339321	0.022809844	-0.018508324	0.019958465	-0.020774112	-1.00E-02	0.006142954	0.022963934	0.021901234	-1.22E-03	-0.007823111	-0.025472089	0.026369223	0.022543135	-2.08E-02	0.022380414	-0.022899883	0.033745174	0.028715742	1.90E-02	-2.16E-02	-2.78E-03	0.02024433	-0.01533057	0.036751888	-2.33E-02	-2.42E-02	-0.023189144	-3.60E-02	0.024793665	-0.023688936	-1.75E-02	-0.03816667	-0.022852156	-0.031510368	-0.029533702	-0.038485698	-2.86E-02	-0.021085843	-0.023642463	-0.027825232	-0.022651329	-3.07E-02	-2.94E-02	-0.023836368	-2.11E-02	-0.019080639	-1.98E-02	0.004726758	4.63E-05	-1.34E-02	-1.28E-02	-0.026450632	-0.006777108	-0.033609064	-0.023388338	-0.047136366	0.025224607	-2.17E-02	-0.021804925	-0.028769549
ANWC105	-0.043865041	-0.058169845	-0.036210609	-0.038513029	0.056248093	-0.003822815	0.049980534	2.37E-02	-0.024210087	-0.041972016	0.063683237	0.05345576	0.053869423	0.057035017	0.059562446	0.054488764	-8.02E-03	-0.006560231	-2.88E-02	-0.007331352	-4.39E-03	-0.003161313	-0.003266453	-0.041079491	-0.004021063	-2.78E-02	-0.026120621	-3.04E-02	-0.030693266	-3.25E-02	-0.025591914	-0.025440007	-0.031167435	0.041497146	-2.69E-02	3.71E-02	-3.44E-02	-0.032243552	0.056168035	-0.032782127	0.041305373	-3.10E-02	2.49E-02	1.094903708	0.057558947	0.02810328	-0.022773569	0.023247193	-0.02323412	-1.32E-02	0.023209001	0.041528679	0.022986352	2.60E-03	-0.008758868	-0.031444981	0.048631499	0.030517255	-2.72E-02	0.044165214	-0.029361519	0.052168634	0.049293491	3.23E-02	-2.46E-02	1.41E-03	0.031462524	-0.01786493	0.059551575	-2.52E-02	-3.15E-02	-0.027155225	-4.55E-02	0.037782351	-0.02951999	-2.25E-02	-0.045313802	-0.02865274	-0.041065977	-0.035428562	-0.044882535	-3.62E-02	-0.023352887	-0.029758762	-0.034878221	-0.028653458	-3.82E-02	-3.52E-02	-0.031731958	-2.44E-02	-0.024382737	-2.72E-02	0.0193453	4.09E-03	-1.50E-02	-1.71E-02	-0.031831054	-0.0033878	-0.0412179	-0.028663478	-0.057900439	0.045412704	-2.80E-02	-0.022818392	-0.035509908
SAM32	-0.064977706	-0.085971154	-0.05422887	-0.053351296	0.097130277	-0.005888246	0.107270558	3.67E-02	-0.034535561	-0.060619168	0.114206133	0.116162566	0.104660656	0.100505835	0.127599535	0.102792037	-1.30E-02	-0.008446579	-3.98E-02	-0.008897319	-5.49E-03	-0.00167675	-0.003782564	-0.060548329	-0.007293538	-3.97E-02	-0.038267841	-4.46E-02	-0.043892304	-4.81E-02	-0.036872532	-0.037590091	-0.04476325	0.054143492	-3.85E-02	5.70E-02	-4.89E-02	-0.046935346	0.109716461	-0.047522834	0.058411039	-4.40E-02	3.73E-02	0.057558947	1.215611219	0.044384775	-0.034940083	0.034343379	-0.033598026	-1.74E-02	0.02522853	0.053652757	0.033148249	5.40E-03	-0.012943952	-0.044996423	0.0698479	0.043498254	-4.02E-02	0.060912898	-0.03956218	0.110798869	0.065917175	4.56E-02	-3.57E-02	6.66E-03	0.048427905	-0.024532672	0.098835517	-3.75E-02	-4.42E-02	-0.039148806	-6.61E-02	0.057150308	-0.042071382	-3.45E-02	-0.066544101	-0.041469685	-0.059220804	-0.052982654	-0.067095243	-5.23E-02	-0.034794226	-0.044219464	-0.050337791	-0.040661227	-5.33E-02	-5.27E-02	-0.045408478	-3.77E-02	-0.035375249	-3.85E-02	0.018015981	7.22E-03	-2.23E-02	-2.41E-02	-0.045902025	-0.001072939	-0.06014708	-0.041673552	-0.085524261	0.064270705	-3.93E-02	-0.03547657	-0.050628831
