	WAM63	WAM60	WAM57	WAM56	SAM46	SAM8	SAM44	SAM41	SAM36	WAM64	SAM30	SAM29	SAM28	SAM27	SAM26	SAM25	SAM18	SAM17	SAM33	SAM16	SAM14	SAM12	SAM11	WAM58	SAM15	ANWC135	ANWC140	ANWC129	ANWC131	ANWC130	ANWC152	SAM35	ANWC159	ANWC118	ANWC119	ANWC94	ANWC133	ANWC136	SAM31	ANWC156	ANWC79	ANWC132	ANWC103	ANWC105	SAM32	ANWC100	SAM39	ANWC102	ANWC138	ANWC104	ANWC168	ANWC117	ANWC101	ANWC69	ANWC75	ANWC154	ANWC106	ANWC108	ANWC112	ANWC107	ANWC126	SAM45	ANWC110	ANWC115	ANWC137	ANWC66	ANWC116	ANWC139	SAM19	ANWC141	ANWC128	ANWC142	ANWC147	ANWC109	ANWC77	ANWC162	ANWC146	SAM34	ANWC148	ANWC150	ANWC145	ANWC151	ANWC113	ANWC153	ANWC155	SAM37	ANWC71	ANWC157	ANWC158	ANWC143	ANWC160	ANWC161	ANWC170	ANWC68	ANWC72	ANWC73	ANWC134	ANWC67	ANWC81	ANWC163	WAM59	ANWC78	SAM38	ANWC144	ANWC80
SAM30	-0.07015938	-0.093172559	-0.057909607	-0.057546754	0.108921463	-0.006037712	0.100823173	4.07E-02	-0.036620781	-0.065483926	1.279933214	0.103682899	0.11027312	0.105371417	0.151077487	0.124870555	-1.29E-02	-0.008090391	-4.42E-02	-0.009226199	-5.54E-03	-0.002844917	-0.002923989	-0.063954354	-0.007159522	-4.27E-02	-0.04084796	-4.86E-02	-0.046902961	-5.07E-02	-0.040535417	-0.039840775	-0.048750175	0.058938136	-4.14E-02	6.37E-02	-5.31E-02	-0.050939103	0.127336178	-0.051448552	0.063900291	-4.86E-02	4.18E-02	0.063683237	0.114206133	0.047730195	-0.036024088	0.039342837	-0.035206111	-2.00E-02	0.025853653	0.05833347	0.035082425	6.12E-03	-0.014589999	-0.048930038	0.076596255	0.049169457	-4.23E-02	0.06723564	-0.043380072	0.117950844	0.070853106	5.04E-02	-3.80E-02	6.14E-03	0.053098786	-0.025128228	0.107219132	-4.03E-02	-4.76E-02	-0.0428148	-6.93E-02	0.061555116	-0.044669527	-3.64E-02	-0.071080929	-0.044116479	-0.064083383	-0.055019597	-0.072037345	-5.59E-02	-0.038516404	-0.047906022	-0.054460439	-0.043188749	-5.78E-02	-5.53E-02	-0.048915254	-3.92E-02	-0.038405479	-4.03E-02	0.020386004	7.52E-03	-2.32E-02	-2.55E-02	-0.049392389	-0.001838726	-0.062995717	-0.044055359	-0.093017817	0.071495521	-4.24E-02	-0.038509555	-0.055681633
SAM29	-0.059802196	-0.080848821	-0.051811255	-0.050471398	0.089928361	-0.006264596	0.089364489	3.24E-02	-0.033341694	-0.055776833	0.103682899	1.197061896	0.091630399	0.0941019	0.100013224	0.102159498	-1.21E-02	-0.008880124	-3.86E-02	-0.009157794	-7.05E-03	-0.002942917	-0.003647879	-0.056300065	-0.0078328	-3.83E-02	-0.036443816	-4.08E-02	-0.040641757	-4.60E-02	-0.035085306	-0.035093957	-0.043595314	0.048467272	-3.66E-02	5.51E-02	-4.62E-02	-0.04520958	0.094717001	-0.045846968	0.054071307	-4.28E-02	3.39E-02	0.05345576	0.116162566	0.040589299	-0.032522532	0.034179594	-0.032081671	-1.77E-02	0.020857713	0.049920777	0.030575067	3.93E-03	-0.013107073	-0.044335627	0.064434711	0.040383824	-3.79E-02	0.054401966	-0.037608485	0.094720979	0.059349323	4.11E-02	-3.45E-02	2.68E-03	0.044114129	-0.023273734	0.092754827	-3.48E-02	-4.10E-02	-0.038579114	-6.11E-02	0.052444883	-0.039062338	-3.42E-02	-0.061758724	-0.038861271	-0.056092588	-0.048153826	-0.063103767	-4.94E-02	-0.034041492	-0.041925487	-0.047220688	-0.03946374	-5.02E-02	-4.92E-02	-0.043465798	-3.51E-02	-0.033433635	-3.63E-02	0.01495035	3.18E-03	-2.09E-02	-2.27E-02	-0.043743633	-0.004764522	-0.055465472	-0.04113998	-0.080349814	0.059781135	-3.76E-02	-0.03537781	-0.049187041
SAM28	-0.061241544	-0.080603711	-0.05306385	-0.050425652	0.098204716	-0.006356014	0.091504694	3.40E-02	-0.033228076	-0.057663761	0.11027312	0.091630399	1.163624883	0.10485423	0.10768103	0.10534693	-1.41E-02	-0.009067454	-3.89E-02	-0.010298961	-8.44E-03	-0.005014783	-0.005294464	-0.058540708	-0.007580781	-3.88E-02	-0.035940984	-4.32E-02	-0.041535542	-4.79E-02	-0.035254152	-0.037474218	-0.044006967	0.049551018	-3.76E-02	5.33E-02	-4.75E-02	-0.046787163	0.1097832	-0.046693819	0.05529839	-4.33E-02	3.43E-02	0.053869423	0.104660656	0.040523517	-0.034238483	0.030797001	-0.032522873	-1.91E-02	0.021060231	0.050325371	0.029462873	2.91E-03	-0.015174813	-0.043094863	0.063478131	0.04086254	-3.93E-02	0.053665958	-0.040388453	0.100730824	0.060718179	3.98E-02	-3.62E-02	1.65E-03	0.041181677	-0.02416468	0.089568171	-3.63E-02	-4.23E-02	-0.038267439	-6.13E-02	0.052770644	-0.04170798	-3.49E-02	-0.061272052	-0.041098679	-0.05578278	-0.049817982	-0.063961628	-5.00E-02	-0.034664287	-0.042094963	-0.047622277	-0.040102525	-5.15E-02	-5.02E-02	-0.043676125	-3.59E-02	-0.035114333	-3.73E-02	0.016222838	4.04E-03	-2.18E-02	-2.45E-02	-0.043619914	-0.005411546	-0.055540476	-0.039281735	-0.080831942	0.055836968	-3.82E-02	-0.034715601	-0.049164911
SAM27	-0.061659937	-0.082408997	-0.050683524	-0.051145728	0.098483999	-0.00456625	0.09345614	3.70E-02	-0.034092905	-0.058799939	0.105371417	0.0941019	0.10485423	1.149104476	0.106616305	0.104889732	-1.14E-02	-0.006882993	-3.95E-02	-0.00686961	-5.17E-03	-0.001724229	-0.002548408	-0.056405516	-0.004817522	-3.68E-02	-0.036651262	-4.28E-02	-0.041159887	-4.51E-02	-0.034410506	-0.035424496	-0.04341132	0.053720449	-3.63E-02	5.76E-02	-4.69E-02	-0.044687128	0.115513762	-0.045444211	0.058368876	-4.16E-02	3.60E-02	0.057035017	0.100505835	0.043141569	-0.032241815	0.034991536	-0.03175825	-1.73E-02	0.024279388	0.054006946	0.033857076	5.16E-03	-0.011910727	-0.043217078	0.068982096	0.045514988	-3.74E-02	0.063415091	-0.039422092	0.093520951	0.064109818	4.64E-02	-3.34E-02	5.72E-03	0.048042111	-0.02195939	0.095533258	-3.58E-02	-4.26E-02	-0.0376192	-6.18E-02	0.056348372	-0.040017845	-3.28E-02	-0.063406039	-0.039313044	-0.056424129	-0.048201605	-0.064328473	-4.96E-02	-0.033415612	-0.040140734	-0.04703714	-0.038985934	-5.16E-02	-4.95E-02	-0.042831059	-3.48E-02	-0.032661384	-3.73E-02	0.017637966	6.15E-03	-2.01E-02	-2.22E-02	-0.04337888	-0.001214164	-0.056054958	-0.039051607	-0.08180914	0.064684718	-3.70E-02	-0.033105899	-0.049370249
SAM26	-0.064672539	-0.087927286	-0.056073823	-0.053211399	0.100148111	-0.006980685	0.118491946	3.79E-02	-0.035327603	-0.061085105	0.151077487	0.100013224	0.10768103	0.106616305	1.185328841	0.11620669	-1.41E-02	-0.009964498	-4.22E-02	-0.008849803	-5.74E-03	-0.004440064	-0.004635687	-0.062432948	-0.007989419	-3.95E-02	-0.040238393	-4.64E-02	-0.044742076	-5.05E-02	-0.038647528	-0.039490826	-0.048019439	0.054560492	-4.07E-02	5.92E-02	-5.13E-02	-0.049254648	0.123608503	-0.049914	0.058088442	-4.60E-02	3.83E-02	0.059562446	0.127599535	0.042727457	-0.036426528	0.032377956	-0.034903437	-1.94E-02	0.02261497	0.055039388	0.033142435	3.11E-03	-0.014491985	-0.046728871	0.071554903	0.044446582	-4.14E-02	0.061960397	-0.041336225	0.100071468	0.066127908	4.45E-02	-3.78E-02	3.42E-03	0.047155148	-0.024344884	0.099313599	-3.84E-02	-4.42E-02	-0.040017235	-6.69E-02	0.057079673	-0.042661168	-3.61E-02	-0.067531789	-0.043743439	-0.060901475	-0.052372082	-0.068405711	-5.42E-02	-0.037260012	-0.045538542	-0.052315343	-0.041893865	-5.46E-02	-5.41E-02	-0.046907586	-3.80E-02	-0.037244124	-3.89E-02	0.015736905	5.15E-03	-2.38E-02	-2.52E-02	-0.046169528	-0.004795819	-0.060697098	-0.040950809	-0.08699845	0.063016458	-3.99E-02	-0.037304473	-0.052632906
SAM25	-0.067561282	-0.090152301	-0.058838927	-0.055496722	0.137450105	-0.009536878	0.123047062	3.38E-02	-0.038816738	-0.060588721	0.124870555	0.102159498	0.10534693	0.104889732	0.11620669	1.172428727	-1.51E-02	-0.011143125	-4.30E-02	-0.011939306	-9.34E-03	-0.005768999	-0.00808715	-0.064565402	-0.010498886	-4.05E-02	-0.042160424	-4.74E-02	-0.046531945	-5.17E-02	-0.038525998	-0.041489054	-0.048974292	0.052516022	-4.17E-02	5.65E-02	-5.24E-02	-0.05212467	0.279563546	-0.053103053	0.055798507	-4.72E-02	3.24E-02	0.054488764	0.102792037	0.041956268	-0.039016436	0.030002956	-0.037477794	-2.21E-02	0.018784932	0.052724329	0.028583699	1.51E-03	-0.01602089	-0.047056549	0.064553175	0.041847363	-4.34E-02	0.053622736	-0.04156509	0.094576161	0.06280189	3.99E-02	-3.95E-02	5.62E-04	0.043071067	-0.025929748	0.09030517	-4.06E-02	-4.55E-02	-0.043560286	-6.70E-02	0.053569535	-0.04452726	-3.68E-02	-0.066439865	-0.045828867	-0.060720141	-0.052932562	-0.07049998	-5.36E-02	-0.038770471	-0.046324076	-0.053454605	-0.045548327	-5.42E-02	-5.66E-02	-0.04810164	-4.07E-02	-0.038796123	-4.05E-02	0.015015631	3.25E-03	-2.56E-02	-2.61E-02	-0.046810829	-0.00912412	-0.060301216	-0.042787636	-0.088419121	0.05567944	-4.19E-02	-0.038704076	-0.054573134
SAM18	-0.009012282	-0.012736508	-0.005032679	-0.010484067	-0.012470278	0.00083454	-0.015865276	-5.22E-03	-0.005313821	-0.011208529	-0.012915156	-0.012050864	-0.014122013	-0.011365116	-0.014055801	-0.015104743	1.06E+00	0.006100239	-6.46E-03	0.001007336	7.05E-05	-0.002342166	-0.000722213	-0.006035058	-0.000594215	-5.58E-03	-0.008453901	-6.04E-03	-0.004688532	-6.91E-03	-0.002565981	-0.002857176	-0.007092866	-0.009557433	-3.32E-03	-9.05E-03	-6.51E-03	-0.005911759	-0.014738526	-0.004461388	-0.009610099	-5.74E-03	-6.06E-03	-0.008016192	-0.013012271	-0.00610526	-0.004208991	-0.006265523	-0.00881937	-3.46E-03	-0.012129631	-0.0099883	-0.006157749	-7.19E-03	-0.002020811	-0.00645841	-0.010781107	-0.007130841	-5.14E-03	-0.01157921	-0.00544384	-0.013808975	-0.00900261	-9.95E-03	-9.45E-03	-9.92E-03	-0.010465052	-0.007839263	-0.014601357	-7.55E-03	-6.20E-03	-0.00716057	-1.01E-02	-0.008201457	-0.005145814	-2.71E-03	-0.011681305	-0.002338474	-0.009279382	-0.007160647	-0.011111038	-6.78E-03	-0.006909381	-0.00445599	-0.005321222	-0.004337173	-8.83E-03	-6.29E-03	-0.005533685	-5.40E-03	-0.002863706	-4.28E-03	-0.010700984	-7.93E-03	-1.68E-03	-2.28E-03	-0.004828855	-0.012128497	-0.009300025	-0.00511152	-0.012969523	-0.011641833	-7.61E-03	-0.005837912	-0.006930358
SAM17	-0.009699782	-0.012677987	-0.005118751	-0.009277485	-0.007379567	-0.001464145	-0.011945731	-3.46E-03	-0.006125054	-0.011592823	-0.008090391	-0.008880124	-0.009067454	-0.006882993	-0.009964498	-0.011143125	6.10E-03	1.053540587	-6.11E-03	0.001172569	-1.27E-03	-0.001044038	-0.001194418	-0.007149178	-0.000845712	-4.94E-03	-0.007648987	-5.50E-03	-0.005257108	-5.38E-03	-0.005393511	-0.004388383	-0.006404816	-0.006713661	-5.42E-03	-4.42E-03	-5.33E-03	-0.00621749	-0.010835927	-0.006680218	-0.0066127	-4.66E-03	-4.00E-03	-0.006560231	-0.008446579	-0.00388243	-0.00359313	-0.003724512	-0.009303285	-3.22E-03	-0.009791689	-0.008130995	-0.003885354	-6.09E-03	-0.001521884	-0.007373879	-0.008993836	-0.00572022	-5.47E-03	-0.010448402	-0.005194936	-0.009844222	-0.007849372	-7.79E-03	-9.16E-03	-9.26E-03	-0.007718866	-0.009344785	-0.00929814	-9.46E-03	-3.99E-03	-0.005899855	-1.28E-02	-0.007145148	-0.00509887	-5.96E-03	-0.011692457	-0.004018117	-0.010911842	-0.008459068	-0.010928227	-8.72E-03	-0.006535347	-0.004690273	-0.006760869	-0.005695481	-8.83E-03	-7.50E-03	-0.007312921	-5.84E-03	-0.005036108	-5.92E-03	-0.007856417	-6.31E-03	-2.60E-03	-2.97E-03	-0.006331507	-0.010400894	-0.010561571	-0.006217677	-0.01292325	-0.008543602	-5.72E-03	-0.005680188	-0.007406028
SAM33	0.00891336	0.001799795	0.014131908	0.010214801	-0.038782551	-0.00751674	-0.038789196	-2.06E-02	0.004632162	0.006519972	-0.044162391	-0.038607749	-0.038929328	-0.039485677	-0.042242339	-0.042960814	-6.46E-03	-0.006114485	1.08E+00	-0.00644042	-9.34E-03	-0.008509734	-0.006580671	0.017495147	-0.009026699	9.94E-03	-0.007113921	9.23E-03	0.009856881	8.11E-03	-0.002946829	0.011716043	-0.003401554	-0.029066021	-2.91E-03	-3.03E-02	7.64E-03	0.008005552	-0.043514973	-0.001708016	-0.028561047	1.07E-02	-2.23E-02	-0.028807564	-0.039818532	-0.022508791	0.009898021	-0.021534342	-0.010697199	-1.17E-03	-0.024549723	-0.027604887	-0.020109579	-1.53E-02	-0.003911972	-0.004619771	-0.035754283	-0.026875002	-2.77E-03	-0.034111269	0.013822277	-0.03824743	-0.031300057	-2.95E-02	-1.08E-02	-2.07E-02	-0.028756471	-0.011291558	-0.041530341	-7.22E-03	5.97E-03	-0.005301984	-4.81E-03	-0.029713007	0.006737382	-3.91E-03	-0.00520285	0.015694058	-0.006610258	-0.002938803	-0.002471004	-4.63E-03	-0.005588974	-0.00043603	-0.003793809	0.013727815	9.98E-03	-1.89E-03	-0.001813476	-3.95E-03	-0.001816026	-3.01E-04	-0.020573917	-1.70E-02	-1.47E-03	-5.13E-05	0.012331282	-0.022274106	0.014557576	-0.00697141	0.0008067	-0.036201516	1.24E-02	-0.007090482	0.011036921
SAM16	-0.011229885	-0.015599197	-0.006006929	-0.01089115	-0.007396967	0.000885783	-0.011936745	-2.96E-03	-0.007101767	-0.01518325	-0.009226199	-0.009157794	-0.010298961	-0.00686961	-0.008849803	-0.011939306	1.01E-03	0.001172569	-6.44E-03	1.053202033	5.64E-03	-0.001151151	0.001238228	-0.009470961	0.002508523	-6.44E-03	-0.008125017	-7.30E-03	-0.005242339	-7.14E-03	-0.003485369	-0.003687152	-0.007490511	-0.006694681	-5.60E-03	-5.66E-03	-8.58E-03	-0.006570109	-0.012464556	-0.007008241	-0.006139927	-7.59E-03	-4.57E-03	-0.007331352	-0.008897319	-0.00540125	-0.004232071	-0.005629865	-0.008775361	-3.13E-03	-0.008841292	-0.007875744	-0.004115515	-7.57E-03	-0.000926129	-0.008820724	-0.00918107	-0.005765569	-4.15E-03	-0.010400539	-0.00788515	-0.008599689	-0.007693674	-8.55E-03	-9.44E-03	-1.03E-02	-0.008988983	-0.007738969	-0.01098388	-7.91E-03	-6.77E-03	-0.007483919	-1.15E-02	-0.00614538	-0.005535685	-3.63E-03	-0.014303579	-0.00475553	-0.010941671	-0.008157062	-0.012516165	-8.82E-03	-0.006995008	-0.005326468	-0.00873492	-0.005737147	-8.71E-03	-7.12E-03	-0.005605154	-6.99E-03	-0.002504109	-2.29E-03	-0.008772156	-6.48E-03	-5.94E-03	-3.10E-03	-0.008419326	-0.01194434	-0.011512192	-0.007650308	-0.015519802	-0.010375637	-7.28E-03	-0.0061799	-0.008736857
SAM14	-0.012298691	-0.016115768	-0.007737844	-0.011944524	-0.006309571	0.004351273	-0.009007754	-2.91E-03	-0.007209544	-0.014019388	-0.005543164	-0.007048658	-0.008442121	-0.00516988	-0.005744127	-0.009343402	7.05E-05	-0.001272618	-9.34E-03	0.005640475	1.06E+00	0.000346543	0.001730285	-0.00973546	0.001948203	-5.86E-03	-0.008919379	-7.71E-03	-0.006265372	-8.64E-03	-0.005842133	-0.006495155	-0.007790875	-0.006919392	-5.91E-03	-5.52E-03	-9.43E-03	-0.008119055	-0.009234474	-0.006484547	-0.005845859	-7.30E-03	-2.85E-03	-0.004389579	-0.005485409	-0.003552831	-0.004871612	-0.002440063	-0.009562828	-4.72E-03	-0.008692154	-0.006937537	-0.003525596	-5.83E-03	-0.00115647	-0.009540524	-0.006536861	-0.004774604	-5.72E-03	-0.007092678	-0.007710099	-0.008121035	-0.005070059	-8.88E-03	-9.79E-03	-8.87E-03	-0.008143892	-0.008666418	-0.007507259	-1.08E-02	-8.53E-03	-0.009835628	-1.23E-02	-0.004819714	-0.008555146	-5.42E-03	-0.014986328	-0.005751615	-0.012809531	-0.009780012	-0.012308914	-1.01E-02	-0.00905605	-0.007191808	-0.008006778	-0.006699601	-1.24E-02	-8.00E-03	-0.007343747	-7.76E-03	-0.003912821	-4.91E-03	-0.009281651	-5.98E-03	-3.65E-03	-4.52E-03	-0.008396739	-0.010921961	-0.013245292	-0.007397461	-0.017832863	-0.005605929	-7.62E-03	-0.006254816	-0.009397038
SAM12	-0.011439829	-0.015157362	-0.007394799	-0.010611688	-0.002713214	0.001403439	-0.005990906	-1.02E-04	-0.006068192	-0.013231629	-0.002844917	-0.002942917	-0.005014783	-0.001724229	-0.004440064	-0.005768999	-2.34E-03	-0.001044038	-8.51E-03	-0.001151151	3.47E-04	1.050411344	0.001749258	-0.009845197	-0.000829559	-7.88E-03	-0.00791923	-7.24E-03	-0.006455115	-7.16E-03	-0.005718441	-0.004491232	-0.008593621	-0.003590291	-6.93E-03	-2.06E-03	-8.01E-03	-0.007661861	-0.00543408	-0.007606107	-0.001601157	-6.49E-03	-9.38E-04	-0.003161313	-0.00167675	-0.00187478	-0.004448472	-0.001562528	-0.008525741	-4.40E-03	-0.007968342	-0.003057591	-0.002386504	-4.63E-03	-0.000946726	-0.007703313	-0.003064825	-0.002117557	-5.98E-03	-0.004974961	-0.007238111	-0.004582503	-0.002755241	-4.52E-03	-8.86E-03	-6.85E-03	-0.0040109	-0.007976519	-0.004567067	-8.90E-03	-8.21E-03	-0.006898886	-1.34E-02	-0.001791016	-0.006260789	-6.12E-03	-0.015410938	-0.004483801	-0.011608037	-0.008957891	-0.013991395	-1.03E-02	-0.006826835	-0.007126226	-0.00944366	-0.005996288	-1.09E-02	-7.77E-03	-0.008462826	-7.14E-03	-0.004961821	-5.29E-03	-0.006497192	-4.54E-03	-3.59E-03	-4.87E-03	-0.009293719	-0.0096929	-0.012762127	-0.008593014	-0.015314776	-0.004846446	-1.01E-02	-0.007082429	-0.008842143
SAM11	-0.011579598	-0.014641093	-0.007229138	-0.010851408	-0.003617045	0.000548184	-0.006627631	-2.32E-03	-0.004328998	-0.013192442	-0.002923989	-0.003647878	-0.005294464	-0.002548408	-0.004635687	-0.00808715	-7.22E-04	-0.001194418	-6.58E-03	0.001238228	1.73E-03	0.001749258	1.056876421	-0.007990337	-0.000217793	-7.06E-03	-0.009112325	-7.37E-03	-0.005720745	-6.81E-03	-0.004523314	-0.004522081	-0.006879754	-0.00419657	-5.49E-03	-3.47E-03	-7.95E-03	-0.006762655	-0.007466889	-0.005889046	-0.00349057	-6.90E-03	-2.13E-03	-0.003266453	-0.003782564	-0.003194914	-0.004600931	-0.00220576	-0.008207806	-4.40E-03	-0.006707875	-0.005825802	-0.002876999	-4.98E-03	-0.00114854	-0.010002472	-0.005315316	-0.003366008	-5.50E-03	-0.006604978	-0.008269809	-0.005545659	-0.004206027	-6.10E-03	-8.96E-03	-8.06E-03	-0.006611611	-0.007628488	-0.003331157	-9.15E-03	-7.72E-03	-0.007044243	-1.25E-02	-0.003065422	-0.006236573	-5.16E-03	-0.014448799	-0.005794502	-0.01182008	-0.009606484	-0.01387249	-1.07E-02	-0.006994917	-0.0069841	-0.006792789	-0.004238154	-1.12E-02	-7.74E-03	-0.007977775	-6.36E-03	-0.005291242	-4.71E-03	-0.006679424	-5.47E-03	-3.38E-03	-2.71E-03	-0.007619046	-0.011001781	-0.011997605	-0.008043893	-0.015181311	-0.005783966	-6.82E-03	-0.006357688	-0.008358384
WAM58	0.042220406	0.032826479	0.037686231	0.043347473	-0.057764462	-0.009035903	-0.058291382	-2.87E-02	0.013537264	0.041040506	-0.063954354	-0.056300065	-0.058540708	-0.056405516	-0.062432948	-0.064565402	-6.04E-03	-0.007149178	1.75E-02	-0.009470961	-9.74E-03	-0.009845197	-0.007990337	1.074756622	-0.010950896	1.53E-02	-0.000546546	2.35E-02	0.023416809	2.48E-02	0.002992712	0.018003349	0.007783996	-0.039649151	2.26E-03	-3.91E-02	2.30E-02	0.024066284	-0.063410698	0.009435235	-0.039676823	2.31E-02	-3.26E-02	-0.041079491	-0.060548329	-0.035619389	0.016304137	-0.032243065	-0.004273093	3.21E-03	-0.026365906	-0.040248123	-0.031026567	-1.64E-02	-0.00307969	0.004641197	-0.051248309	-0.036868445	2.19E-03	-0.048567026	0.01937878	-0.05763533	-0.045083929	-4.16E-02	-2.13E-03	-2.12E-02	-0.04154817	-0.008693034	-0.059704663	-2.96E-03	2.01E-02	0.003499893	1.25E-02	-0.042521165	0.021517543	-5.89E-04	0.014890404	0.020452782	0.00706334	0.007983383	0.019782341	7.67E-03	0.001672155	0.007474974	0.008231947	0.019922584	3.94E-02	1.16E-02	0.006685227	3.15E-03	0.003049662	4.52E-03	-0.021531195	-1.84E-02	3.94E-03	3.85E-03	0.02379342	-0.023094135	0.058469059	-0.000962661	0.030618599	-0.049701115	1.64E-02	-0.00202003	0.036194973
SAM15	-0.013710558	-0.01708034	-0.009171211	-0.013655925	-0.007870966	-0.000249771	-0.010067108	-2.50E-03	-0.0072246	-0.016019802	-0.007159522	-0.0078328	-0.007580781	-0.004817522	-0.007989419	-0.010498886	-5.94E-04	-0.000845712	-9.03E-03	0.002508523	1.95E-03	-0.000829559	-0.000217793	-0.010950896	1.06248498	-5.90E-03	-0.009121735	-8.56E-03	-0.008032633	-1.02E-02	-0.005410268	-0.006027396	-0.008095018	-0.007117537	-4.13E-03	-5.02E-03	-1.08E-02	-0.009269524	-0.010285403	-0.007740645	-0.004833669	-7.47E-03	-4.95E-03	-0.004021063	-0.007293538	-0.004347208	-0.006039302	-0.001842685	-0.008930663	-3.72E-03	-0.007411495	-0.006122426	-0.002322905	-7.79E-03	-0.000123594	-0.007920317	-0.008175381	-0.003413615	-6.06E-03	-0.00892762	-0.008601556	-0.008631663	-0.006030851	-7.35E-03	-9.98E-03	-1.02E-02	-0.008352815	-0.007902214	-0.007248825	-1.03E-02	-9.74E-03	-0.008307909	-1.30E-02	-0.005262839	-0.008500038	-4.74E-03	-0.015238893	-0.005887668	-0.011937021	-0.010075392	-0.013603829	-9.41E-03	-0.007381534	-0.007635217	-0.008862927	-0.005968376	-1.29E-02	-9.55E-03	-0.00786968	-7.36E-03	-0.00563388	-6.21E-03	-0.008551564	-7.15E-03	-4.21E-03	-4.59E-03	-0.009430855	-0.013215541	-0.014940468	-0.007475756	-0.016421683	-0.008420271	-9.20E-03	-0.005518172	-0.010908128
ANWC135	0.008305774	0.004464963	0.013505308	0.010799599	-0.036193631	-0.005367402	-0.03726341	-1.95E-02	0.00229912	0.007584435	-0.04271271	-0.038287597	-0.03879881	-0.036826837	-0.039504129	-0.040515612	-5.58E-03	-0.004944671	9.94E-03	-0.006441277	-5.86E-03	-0.007879877	-0.007058666	0.015319489	-0.005903245	1.05E+00	-0.006311265	1.00E-02	0.010913339	1.18E-02	0.000116524	0.006964913	-0.000172363	-0.027306663	-4.88E-04	-2.68E-02	6.66E-03	0.00815125	-0.04229884	-0.000237449	-0.026909071	8.09E-03	-2.11E-02	-0.027760853	-0.039746337	-0.023077588	0.005906936	-0.020863177	-0.008414952	-1.48E-03	-0.020763318	-0.028575518	-0.020022625	-1.47E-02	-0.003235369	-0.003236772	-0.033397279	-0.024597802	-9.52E-04	-0.032670821	0.025819812	-0.038113067	-0.030253328	-2.83E-02	-6.91E-03	-1.71E-02	-0.028559544	-0.008502325	-0.041196904	-6.60E-03	1.12E-02	-0.003986204	-3.00E-03	-0.028724417	0.006008809	-1.91E-03	-0.003410523	0.0089789	-0.003947073	-0.001119723	0.000132261	-2.18E-03	-0.002638776	-0.001246274	-0.000434536	0.007958467	7.95E-03	2.59E-04	-0.001149739	-2.30E-03	-0.000425242	9.00E-05	-0.018279638	-1.46E-02	-2.22E-03	2.52E-04	0.00969297	-0.017964902	0.012981309	-0.003778109	0.003480638	-0.03313952	9.69E-03	-0.005411444	0.010370675
ANWC140	-0.004834422	0.012243262	0.000456037	-0.007526514	-0.035546125	-0.008989048	-0.036719441	-1.97E-02	-0.008541767	-0.011369814	-0.04084796	-0.036443816	-0.035940984	-0.036651262	-0.040238393	-0.042160424	-8.45E-03	-0.007648987	-7.11E-03	-0.008125017	-8.92E-03	-0.00791923	-0.009112325	-0.000546546	-0.009121735	-6.31E-03	1.091978192	-4.33E-03	-0.001514338	-4.63E-03	0.000276546	-0.002527004	0.004052055	-0.025751552	8.69E-04	-2.69E-02	-4.30E-03	-0.004138346	-0.041748393	0.000713326	-0.026333487	-4.03E-03	-2.38E-02	-0.02612062	-0.03826784	-0.023403019	-0.002006808	-0.021708613	0.014427472	-5.58E-03	-0.017245439	-0.025492286	-0.020113856	-9.24E-03	-0.00827356	0.005636065	-0.032123548	-0.024746031	-1.12E-03	-0.031469121	-0.008770399	-0.035977484	-0.027058962	-2.58E-02	1.03E-02	-1.22E-02	-0.026902279	0.009704832	-0.038897896	3.25E-02	-6.12E-03	0.028101288	4.23E-03	-0.027539667	-0.003410158	1.90E-03	0.01011326	-0.001466634	-0.001598608	0.003657676	0.0103928	6.01E-03	0.049477172	0.001406712	0.001545931	-0.003169672	-8.86E-03	1.36E-03	0.003489645	2.63E-02	0.001220902	7.11E-04	-0.013936205	-9.46E-03	-7.79E-03	-5.67E-03	-0.004982832	-0.012075637	-0.007052832	0.007485508	0.011993591	-0.032957208	-7.74E-03	0.019432999	-0.003341528
