0	90035.61	76418.3	140315	574150.2	791174.4	609039.9	609039.9	164829.3	279333.4	775450.3	854725.4	854725.4	1005273.6	1005273.6	1085138.7	1212402.87	1207575.9	1131638.77	1146739.83	1357096.96	1357096.96	1331008.4	1353154.38	1353154.38	1711937	1102710.6	1166463.5	1482695.1	508463.4	600602.3	600602.3	909692.8	1452079.6	2095081.7	2374178	2399140	2553300.26	543237.6	470751.74	496289.45	299557.8	558151.73	610453.03	594524.53	594524.53	567434.28	6.52E+05	6.52E+05	6.51E+05	6.51E+05	6.51E+05	361227.04	361227.04	361227.04	361227.04	357542.5093	358187.3022	357542.5093	361227.04	920288.22	919505.384	814626.67	774126.687	918759.436	925692.82	766630.186	226570.84	361227.04	361227.04	361227.04	609327.66	2416849.8	2582152.4	2582152.4	2606756.24
90035.61	0	17202.43	194457.27	582576.4	795836.5	616344.3	616344.3	205325	342025.4	833790.5	784701.7	784701.7	1014887.9	1014887.9	1061226.5	1181769.9	1176089.94	1099205.85	1114009.39	1327019.33	1327019.33	1300512.21	1321049.72	1321049.72	1621904	1053266.6	1124106.7	1394597.9	515099.5	546986.6	546986.6	836785.8	1412845.9	2054877	2332559.5	2354032.8	2529613.13	622274.3	545905.62	570538.53	373657.5	471654.87	524411.72	505487.33	505487.33	479495.04	5.80E+05	5.80E+05	5.80E+05	5.80E+05	5.80E+05	449490.58	449490.58	449490.58	449490.58	445833.2585	446498.2782	445833.2585	449490.58	895477.3	896518.887	790356.84	752207.173	895604.129	895678.79	744673.53	284138.59	449490.58	449490.58	449490.58	524738.05	2401005.4	2540610.9	2540610.9	2580708.93
76418.3	17202.43	0	177407.97	570767.5	804051.9	623903.7	623903.7	204702.9	337793.4	831393	801786.5	801786.5	1022421.2	1022421.2	1055157.8	1177054.34	1171541.91	1094814.55	1109684.82	1322246.14	1322246.14	1295813.09	1316677.91	1316677.91	1636236.6	1068942.1	1139074.9	1410573.1	522588	546858.2	546858.2	842296.6	1409972.8	2052331.7	2330349.5	2352588.3	2523818.91	614052.2	528735.58	553351.36	356492.8	482493.55	535010.23	518111.13	518111.13	491242.8	5.85E+05	5.85E+05	5.85E+05	5.85E+05	5.85E+05	433830.253	433830.253	433830.253	433830.253	430184.7226	430856.9162	430184.7226	433830.253	889479.58	890178.408	784173.04	745547.41	889294.576	890689.31	738013.088	267145.76	433830.253	433830.253	433830.253	534589.2	2393769.7	2538403.9	2538403.9	2575365.9
140315	194457.27	177407.97	0	447669.9	921879	739571.9	739571.9	289664.2	368069.8	851772.3	979152.3	979152.3	1132104.3	1132104.3	983603.6	1118005.04	1114294.63	1040181.42	1055542.15	1261085.89	1261085.89	1235666.67	1259709.15	1259709.15	1773069.3	1240342.4	1305935.1	1567160.6	640308.9	552257.8	552257.8	893829.5	1367610.2	2009539.2	2289976.1	2319968.9	2446637.65	578361.3	356721.56	380256.78	186512	595434.77	643977.7	646265.26	646265.26	612126.93	6.38E+05	6.38E+05	6.38E+05	6.38E+05	6.38E+05	300763.083	300763.083	300763.083	300763.083	297556.8467	298333.4846	297556.8467	300763.083	821460.93	818524.602	716606.85	673949.772	817985.269	833271.47	666627.133	89858.13	300763.083	300763.083	300763.083	636646.16	2302519.8	2497446.3	2497446.3	2502584.95
574150.2	582576.45	570767.45	447669.92	0	1365302.9	1183104.7	1183104.7	734978.8	811009.8	1274344.2	1289352.5	1289352.5	1578278.1	1578278.1	570886.3	718033.15	717270.26	651149.05	666464.37	853190.87	853190.87	829912.93	857764.71	857764.71	1816163.3	1609355.2	1691122.5	1700016.8	1082613.1	411570.3	411570.3	762777.6	984522.4	1613156.4	1893930	1934357.2	2011243.86	966950.4	473051.76	472359.83	444315.1	697732.72	721710.71	774305.42	774305.42	729773.02	5.78E+05	5.78E+05	5.78E+05	5.78E+05	5.78E+05	601655.826	601655.826	601655.826	601655.826	600782.5022	601461.2615	600782.5022	601655.826	425278.05	416131.838	334542.47	290790.162	416244.171	455974.58	285407.338	396077.95	601655.826	601655.826	601655.826	698818.77	1859055.5	2098936.7	2098936.7	2070389.39
791174.39	795836.51	804051.93	921878.99	1365302.9	0	182343.5	182343.5	632218.2	596658.1	511445.1	731291.7	731291.7	222368.5	222368.5	1853744.8	1967656.7	1960993.51	1883511.24	1897818.47	2112712.38	2112712.38	2085845.19	2104188.35	2104188.35	1873215.1	640748.2	618297.9	1527379.5	282774.9	1307781.4	1307781.4	1501634.2	2183298.1	2818027.1	3090365	3101621.9	3319257.22	695075.8	1136120.82	1161902.12	1008433.4	1075801.1	1120790.68	1049814.92	1049814.92	1057970.94	1.28E+06	1.28E+06	1.28E+06	1.28E+06	1.28E+06	940340.269	940340.269	940340.269	940340.269	937802.3424	937778.4087	937802.3424	940340.269	1688089.15	1690145.006	1583754.17	1546787.115	1689147.598	1684262.83	1539264.701	991911	940340.269	940340.269	940340.269	1139143.24	3196044.6	3297457.8	3297457.8	3367650.94
609039.86	616344.34	623903.66	739571.88	1183104.7	182343.5	0	0	449924.7	422478.8	470952.1	692681.3	692681.3	398551.7	398551.7	1676484.9	1793037.07	1786699.89	1709342.92	1723823.72	1938263.92	1938263.92	1911503.02	1930596.62	1930596.62	1814899.9	703673.2	711213.7	1488352	101322.9	1137874.3	1137874.3	1351839	2013611.1	2651142	2925268.5	2939405.7	3143648.11	567428.7	963332	989480.25	830085.3	927501.61	975286.57	910052.6	910052.6	913043.51	1.12E+06	1.12E+06	1.12E+06	1.12E+06	1.12E+06	771034.555	771034.555	771034.555	771034.555	768288.0735	768327.7212	768288.0735	771034.555	1510722.84	1512284.82	1405973.9	1368349.572	1511330.152	1508476.82	1360818.602	810228.59	771034.555	771034.555	771034.555	991281.84	3017342.8	3132812.1	3132812.1	3193199.07
609039.86	616344.34	623903.66	739571.88	1183104.7	182343.5	0	0	449924.7	422478.8	470952.1	692681.3	692681.3	398551.7	398551.7	1676484.9	1793037.07	1786699.89	1709342.92	1723823.72	1938263.92	1938263.92	1911503.02	1930596.62	1930596.62	1814899.9	703673.2	711213.7	1488352	101322.9	1137874.3	1137874.3	1351839	2013611.1	2651142	2925268.5	2939405.7	3143648.11	567428.7	963332	989480.25	830085.3	927501.61	975286.57	910052.6	910052.6	913043.51	1.12E+06	1.12E+06	1.12E+06	1.12E+06	1.12E+06	771034.555	771034.555	771034.555	771034.555	768288.0735	768327.7212	768288.0735	771034.555	1510722.84	1512284.82	1405973.9	1368349.572	1511330.152	1508476.82	1360818.602	810228.59	771034.555	771034.555	771034.555	991281.84	3017342.8	3132812.1	3132812.1	3193199.07
164829.34	205325.05	204702.87	289664.2	734978.8	632218.2	449924.7	449924.7	0	146100.5	629168.2	802964	802964	843316.8	843316.8	1249569.8	1375646.82	1370596.64	1294354.66	1309377.64	1520536.07	1520536.07	1494337.16	1516071.41	1516071.41	1756172.9	1001484.6	1052796.5	1496974	351026.9	751546.5	751546.5	1037432.3	1612495.3	2255239.4	2533703.6	2556762.3	2717948.72	444232.9	555991.35	582767.21	399876.9	652369.41	705764.77	672089.5	672089.5	653846.78	7.83E+05	7.82E+05	7.82E+05	7.82E+05	7.82E+05	395195.614	395195.614	395195.614	395195.614	391626.282	392011.907	391626.282	395195.614	1084523.9	1083978.149	978872.97	938637.93	1083212.438	1088912.29	931132.783	362524.28	395195.614	395195.614	395195.614	710397.04	2581557	2741745.3	2741745.3	2771147.68
279333.35	342025.42	337793.4	368069.77	811009.8	596658.1	422478.8	422478.8	146100.5	0	496117.4	902707.6	902707.6	789964	789964	1350777.8	1482945.35	1478749.59	1403703	1418954.84	1626785.68	1626785.68	1601091.67	1624367.97	1624367.97	1894358.5	1055552.7	1091852.7	1625428	338572	879789.8	879789.8	1178581.7	1727535.6	2370465.2	2650151.5	2676663.7	2814705.97	300775.4	540861.66	567002.06	414491.2	798279.89	851678.94	817985.85	817985.85	799946.68	9.22E+05	9.22E+05	9.22E+05	9.22E+05	9.22E+05	350417.989	350417.989	350417.989	350417.989	347491.644	347589.9517	347491.644	350417.989	1187691.15	1185392.124	1082383.44	1040356.85	1184795.871	1196948.65	1032965.484	417229.39	350417.989	350417.989	350417.989	855945.96	2669218	2857995.9	2857995.9	2870561.55
