	WAM57	WAM56	SAM46	SAM8	SAM44	SAM41	SAM36	SAM30	SAM29	SAM28	SAM27	SAM26	SAM25	SAM18	SAM17	SAM33	SAM16	SAM14	SAM12	SAM11	WAM58	SAM15	ANWC135	ANWC129	ANWC131	ANWC130	SAM35	ANWC118	ANWC94	ANWC133	ANWC136	SAM31	ANWC79	ANWC132	ANWC103	ANWC105	SAM32	ANWC100	SAM39	ANWC102	ANWC104	ANWC168	ANWC117	ANWC101	ANWC75	ANWC106	ANWC108	ANWC107	ANWC126	SAM45	ANWC110	ANWC115	ANWC66	ANWC116	ANWC139	SAM19	ANWC128	ANWC109	ANWC77	SAM34	SAM37	ANWC71	ANWC170	ANWC72	ANWC73	ANWC134	ANWC81	ANWC78	SAM38	ANWC80
WAM58	0.070183952	0.0656736	-0.079817214	-0.00014218	-0.080381361	-0.031138004	0.032812775	-0.091831372	-0.077889386	-0.080698568	-0.078518741	-0.087667596	-0.091551584	4.29E-03	0.003384243	0.033907334	-4.21E-04	-1.43E-03	-4.22E-04	0.00205345	1.107358217	-0.003715801	0.032696804	0.046475604	4.84E-02	0.055470681	0.042065932	-0.05053427	-0.049162798	0.050050025	5.14E-02	-0.090286827	-0.049901993	0.045548361	-0.037518634	-0.051887819	-0.084865561	-0.042178411	0.041813376	-0.036614623	0.01858702	-3.10E-02	-0.050691123	-0.034594155	0.008486898	-0.068139494	-0.044634484	-0.064119912	0.037712628	-7.89E-02	-0.058741599	-0.052442644	-0.009308453	-0.052284389	-0.000357851	-0.083384298	0.040468631	-0.05332809	4.31E-02	0.047160651	0.04528633	0.060591425	-0.023122076	0.018429191	0.018206533	0.04426505	0.086784309	-0.065793928	0.035295043	0.061626702
SAM15	-0.001377686	-0.009778367	-0.025140925	-0.001050201	-0.028489979	-0.010116388	-0.005302039	-0.027706363	-0.025382545	-0.025605289	-0.022175172	-0.027641046	-0.03088063	-7.94E-04	-0.001509827	-0.007588595	1.79E-03	7.70E-04	-1.90E-03	-0.001063727	-0.003715801	1.064095616	-0.003492774	-0.004125576	-3.11E-03	-0.005169677	-0.001625197	-0.018941976	-0.01683105	-0.006110247	-4.15E-03	-0.03066721	-0.016580168	-0.003263857	-0.013962099	-0.015565372	-0.026067967	-0.014249172	-0.001181079	-0.010648219	-0.002332558	-1.46E-02	-0.017817599	-0.010543215	-3.03915E-05	-0.023555005	-0.013848927	-0.023999806	-0.006492994	-2.63E-02	-0.019149792	-0.019529113	-0.00783184	-0.020579676	-0.005407562	-0.026173562	-0.006685178	-0.017682168	-4.56E-03	-0.000440675	-0.00110983	-0.009075122	-0.014580713	-0.003379144	-0.003394157	-0.006012003	-0.010584982	-0.023748774	-0.007302724	-0.005747418
ANWC135	0.03188235	0.01945699	-0.054330763	-0.001621963	-0.055076767	-0.024277877	0.009797281	-0.064907077	-0.056305766	-0.057002707	-0.054933377	-0.060060308	-0.061544929	-1.42E-03	-0.000464762	0.015585565	-2.88E-03	-2.76E-03	-3.83E-03	-0.002876744	0.032696804	-0.003492774	1.065227747	0.020707538	2.38E-02	0.026190143	0.019537988	-0.037624428	-0.036699041	0.018978315	2.13E-02	-0.063328493	-0.037116568	0.018745151	-0.027636971	-0.038014113	-0.059522334	-0.030770186	0.020154539	-0.027326412	0.005817452	-2.61E-02	-0.038718973	-0.025664388	0.001987199	-0.048415033	-0.033133421	-0.046748849	0.033246119	-5.59E-02	-0.042447655	-0.038991191	-0.008798018	-0.039287244	-0.002708632	-0.060872038	0.019806603	-0.039511687	1.64E-02	0.023266429	0.020997956	0.016197042	-0.02151847	0.003820189	0.006584959	0.018508025	0.023732671	-0.047225058	0.017100619	0.022433906
ANWC129	0.042676095	0.031830046	-0.061654004	-0.001405284	-0.062910112	-0.024388421	0.01987482	-0.072774363	-0.060036075	-0.062815923	-0.062215154	-0.068503481	-0.070853457	1.61E-04	0.001236448	0.018734177	-1.86E-03	-3.02E-03	-1.25E-03	-0.00114052	0.046475604	-0.004125576	0.020707538	1.079179406	3.80E-02	0.036837895	0.025454862	-0.042793452	-0.040819345	0.032520845	3.31E-02	-0.070971724	-0.041404325	0.029677013	-0.031571189	-0.040602161	-0.066023944	-0.032573383	0.026086391	-0.0295158	0.010631279	-2.66E-02	-0.040510826	-0.027433164	0.004016105	-0.054986102	-0.035898235	-0.051904211	0.026001817	-6.09E-02	-0.04702851	-0.042787801	-0.008934725	-0.041544177	-0.002314145	-0.066725061	0.024963276	-0.041692621	2.38E-02	0.029980372	0.031059502	0.031204062	-0.021876722	0.012029788	0.008999197	0.028559683	0.041663795	-0.054250295	0.023438759	0.03487977
ANWC131	0.042378141	0.034357528	-0.060946361	-0.000189153	-0.063320415	-0.024193989	0.020697066	-0.071567999	-0.060167415	-0.061459439	-0.060881986	-0.067287946	-0.070813159	2.40E-03	0.001885682	0.021862164	1.03E-03	-4.70E-04	7.98E-05	0.001267218	0.048373251	-0.003107206	0.023807102	0.038034184	1.07E+00	0.036806934	0.028469711	-0.041497767	-0.038652129	0.037533308	3.48E-02	-0.071271625	-0.039515433	0.032496757	-0.030136365	-0.0409549	-0.065509025	-0.032644358	0.028803102	-0.027985153	0.011603135	-2.62E-02	-0.039961321	-0.025535385	0.005302691	-0.05367528	-0.035819577	-0.051890659	0.027525805	-6.14E-02	-0.046163635	-0.04155386	-0.008164831	-0.041976522	3.20569E-05	-0.066280803	0.027760382	-0.040960533	2.70E-02	0.033127442	0.031894559	0.032687269	-0.019382431	0.011940457	0.010756653	0.031943417	0.042122572	-0.053400779	0.022503855	0.035552735
ANWC130	0.049215667	0.035461558	-0.071198234	-0.002557474	-0.071968277	-0.028548429	0.021046848	-0.082393219	-0.070894918	-0.073371746	-0.070701848	-0.079259105	-0.081919507	7.14E-04	0.002747772	0.021358492	-1.77E-04	-2.52E-03	-3.01E-04	0.000595044	0.055470681	-0.005169677	0.026190143	0.036837894	3.68E-02	1.251702905	0.030716777	-0.046872884	-0.04480095	0.038693851	3.84E-02	-0.081896509	-0.044982507	0.0336455	-0.034530767	-0.046251719	-0.076185373	-0.038637765	0.030556625	-0.033394337	0.013422899	-3.15E-02	-0.045997878	-0.031060708	0.005576211	-0.062070685	-0.040318341	-0.059315705	0.026423997	-7.11E-02	-0.053390525	-0.047614192	-0.009235617	-0.048466375	-0.00231434	-0.075741736	0.028625826	-0.047101196	3.05E-02	0.03740358	0.034013118	0.033280663	-0.025291538	0.012555518	0.011095344	0.031478164	0.045687899	-0.059746142	0.024412407	0.038075296
SAM35	0.03762701	0.028869179	-0.055680295	0.000722681	-0.058836346	-0.021361694	0.023859849	-0.065044717	-0.055106464	-0.057992798	-0.055594	-0.062713	-0.066333799	3.81E-03	0.002405819	0.024068161	2.32E-03	-1.15E-03	1.50E-03	0.001614195	0.042065932	-0.001625197	0.019537988	0.025454862	2.85E-02	0.030716777	1.094328642	-0.037327384	-0.035310927	0.02801645	2.91E-02	-0.066161689	-0.036397101	0.026050154	-0.027087314	-0.036386413	-0.059847626	-0.030833083	0.026851305	-0.025951712	0.012168761	-2.54E-02	-0.037536469	-0.024335601	0.005461838	-0.049580508	-0.032348139	-0.047895032	0.023815684	-5.62E-02	-0.041140404	-0.039557113	-0.006537059	-0.039541727	0.000467003	-0.060917126	0.022521896	-0.037523893	2.29E-02	0.031322757	0.03069514	0.026718071	-0.01921446	0.010474301	0.01144292	0.024674244	0.03470361	-0.04805366	0.020668627	0.029184709
ANWC118	-0.045664618	-0.046702114	0.029347277	-0.017667118	0.021375242	0.003888272	-0.038883933	0.032984899	0.023848434	0.024511145	0.029397105	0.028530931	0.025667248	-2.10E-02	-0.018880918	-0.040193291	-1.84E-02	-1.90E-02	-1.61E-02	-0.016922336	-0.05053427	-0.018941976	-0.037624428	-0.042793452	-4.15E-02	-0.046872884	-0.037327384	1.079262853	0.01364024	-0.047564717	-4.35E-02	0.024858374	0.01922255	-0.041214681	0.005950762	0.021454546	0.029026306	0.008674225	-0.03637092	0.002745268	-0.025407845	8.79E-03	0.050012888	0.000774336	-0.02191546	0.02238063	0.009755301	0.018103382	-0.03930552	2.47E-02	0.022803952	0.012263227	-0.009343206	0.011767116	-0.021114552	0.028139322	-0.041414375	0.014508746	-3.89E-02	-0.040396495	-0.040246209	-0.045399529	0.00637628	-0.030088487	-0.027767218	-0.042050655	-0.054627268	0.018513017	-0.040750024	-0.044551078
ANWC94	-0.045009541	-0.045525169	0.0297565	-0.01546365	0.024951076	0.008992815	-0.036543898	0.036952261	0.029762867	0.027715599	0.032485102	0.032643751	0.029409317	-2.04E-02	-0.016382877	-0.041170094	-1.74E-02	-1.75E-02	-1.45E-02	-0.015732232	-0.049162798	-0.01683105	-0.036699041	-0.040819345	-3.87E-02	-0.04480095	-0.035310927	0.01364024	1.088773847	-0.04483724	-4.34E-02	0.028990787	0.017381487	-0.039523797	0.006311805	0.016476763	0.031230828	0.008460262	-0.033829649	0.003676795	-0.022789118	3.57E-04	0.014697225	0.003424659	-0.021006071	0.019448977	0.010260803	0.014525589	-0.040153258	2.76E-02	0.020719415	0.00769831	-0.010931134	0.008667697	-0.02181695	0.030805414	-0.040900528	0.014333121	-3.76E-02	-0.038223416	-0.038171962	-0.045346311	-0.003518597	-0.026193296	-0.027046375	-0.040335213	-0.051255416	0.017733717	-0.0391082	-0.043995453
ANWC133	0.047761808	0.033965582	-0.068742125	-0.002274144	-0.070063124	-0.028598741	0.019161815	-0.081339635	-0.068315547	-0.069974931	-0.069553658	-0.076664799	-0.079145656	4.46E-04	0.001995002	0.018429655	-2.50E-03	-3.81E-03	-1.49E-03	-0.000909872	0.050050025	-0.006110247	0.018978315	0.032520845	3.75E-02	0.038693851	0.02801645	-0.047564717	-0.04483724	1.21883893	3.62E-02	-0.078357524	-0.045007329	0.032125693	-0.034023626	-0.046581557	-0.073710619	-0.037914118	0.03077595	-0.032930107	0.013310491	-2.98E-02	-0.045426754	-0.029821532	0.005116847	-0.060206414	-0.04090976	-0.0571636	0.023363093	-6.83E-02	-0.051780924	-0.047801435	-0.010557804	-0.046972794	-0.001350663	-0.072439138	0.026717224	-0.046849885	2.91E-02	0.035049026	0.03209128	0.029184247	-0.024465735	0.010276452	0.01148183	0.033300854	0.040972756	-0.056776875	0.021322629	0.035688244
ANWC136	0.046786215	0.036661714	-0.067526188	-0.000927162	-0.067179844	-0.027018524	0.02139847	-0.078696121	-0.06723428	-0.06925545	-0.066961236	-0.074678205	-0.079072356	1.53E-03	0.001471585	0.020038027	-4.51E-05	-2.30E-03	-5.86E-04	0.000462382	0.051438355	-0.004145409	0.021267917	0.033100863	3.48E-02	0.038435471	0.029072445	-0.043490915	-0.04340788	0.036178521	1.16E+00	-0.078272139	-0.043511646	0.035028754	-0.033577005	-0.044311669	-0.071482629	-0.035974911	0.03006746	-0.03152443	0.011819827	-3.01E-02	-0.04438494	-0.030000429	0.005667019	-0.058063579	-0.039330491	-0.056061016	0.024005198	-6.80E-02	-0.050684898	-0.046047216	-0.009893955	-0.045546002	-0.000626478	-0.072282979	0.04592545	-0.044131714	2.91E-02	0.035436528	0.03271673	0.034729703	-0.023149707	0.011362519	0.012669187	0.034861127	0.04530868	-0.056046959	0.023745791	0.038507924
SAM31	-0.084656758	-0.076305686	0.06866225	-0.031376112	0.068209605	0.00947884	-0.063798599	0.099037161	0.065641966	0.080360994	0.087141333	0.093992687	0.249645057	-3.54E-02	-0.033107981	-0.065110073	-3.35E-02	-3.03E-02	-2.76E-02	-0.030097182	-0.090286827	-0.03066721	-0.063328493	-0.070971724	-7.13E-02	-0.081896509	-0.066161689	0.024858374	0.028990787	-0.078357524	-7.83E-02	1.168578982	0.027766514	-0.07095887	0.009264825	0.029748422	0.081095347	0.01364118	-0.06457387	0.002826478	-0.045319107	-2.40E-03	0.022985904	0.00553382	-0.037739193	0.037212383	0.01643433	0.024920289	-0.06542297	6.07E-02	0.036198803	0.009451922	-0.019079208	0.012496235	-0.039674181	0.05931761	-0.0664053	0.025143508	-6.73E-02	-0.071505825	-0.070758477	-0.0740997	-0.007602264	-0.048520832	-0.049372531	-0.069812641	-0.086794828	0.025213668	-0.06616528	-0.076989519
ANWC79	-0.046041767	-0.047603727	0.031646934	-0.015816871	0.022866978	0.005141802	-0.037384469	0.03633596	0.02814307	0.02921309	0.03263233	0.030724964	0.028097439	-2.09E-02	-0.018885645	-0.0395327	-1.80E-02	-1.79E-02	-1.43E-02	-0.016032655	-0.049901993	-0.016580168	-0.037116568	-0.041404325	-3.95E-02	-0.044982507	-0.036397101	0.01922255	0.017381487	-0.045007329	-4.35E-02	0.027766514	1.079383493	-0.040974491	0.00459089	0.020209269	0.03219925	0.010966038	-0.034749432	0.005333268	-0.024459886	3.02E-03	0.017890589	0.004726554	-0.020722433	0.023590449	0.011598129	0.020843492	-0.04021272	2.76E-02	0.022348784	0.011694602	-0.009449454	0.011205438	-0.022039923	0.031778161	-0.040313957	0.017682342	-3.88E-02	-0.03890447	-0.039635225	-0.045693155	-0.000325106	-0.027073919	-0.027688354	-0.041529746	-0.053467603	0.021655616	-0.039487112	-0.04341843
ANWC132	0.042026629	0.033704077	-0.060291573	-0.002268764	-0.062272277	-0.024588175	0.018365221	-0.071927655	-0.06144037	-0.062058346	-0.060440233	-0.067221581	-0.069906929	3.92E-04	0.001957248	0.020096423	-2.00E-03	-2.40E-03	-5.86E-04	-0.000686433	0.045548361	-0.003263857	0.018745151	0.029677013	3.25E-02	0.0336455	0.026050154	-0.041214681	-0.039523797	0.032125693	3.50E-02	-0.07095887	-0.040974491	1.069853306	-0.031334503	-0.041072709	-0.064633378	-0.034117071	0.025669109	-0.028267006	0.012306336	-2.72E-02	-0.040694022	-0.027692742	0.003377861	-0.052961474	-0.035861973	-0.051041904	0.024338134	-5.97E-02	-0.045770279	-0.041126749	-0.009502707	-0.042341371	-0.001614926	-0.065576032	0.024154216	-0.041488341	2.92E-02	0.031264311	0.028085836	0.030848766	-0.021358877	0.009190813	0.008522355	0.032063328	0.038648315	-0.052547817	0.016847331	0.034051305
ANWC103	-0.03319538	-0.03718573	0.013741364	-0.012101579	0.007058648	0.003307877	-0.02764239	0.015565695	0.009748593	0.009836983	0.012016871	0.012656333	0.006141319	-1.42E-02	-0.012904003	-0.029904786	-1.34E-02	-1.21E-02	-1.05E-02	-0.011398411	-0.037518634	-0.013962099	-0.027636971	-0.031571189	-3.01E-02	-0.034530767	-0.027087314	0.005950762	0.006311805	-0.034023626	-3.36E-02	0.009264825	0.00459089	-0.031334503	1.083242059	0.006159826	0.012419225	0.005329003	-0.025109919	0.003380821	-0.018032903	-7.67E-03	0.003810786	0.006067804	-0.016195033	0.00402093	0.004603588	0.000205528	-0.030205901	9.35E-03	0.00871959	-0.000599349	-0.009635506	0.000546301	-0.018309992	0.011044639	-0.030682262	0.004867246	-2.92E-02	-0.028897166	-0.028927041	-0.036354384	-0.007911432	-0.021920411	-0.02031528	-0.032591729	-0.0407402	0.003008848	-0.029345055	-0.033771687
ANWC105	-0.045955616	-0.048587517	0.032095541	-0.01540964	0.024456345	0.005804936	-0.03709049	0.037673357	0.02884712	0.028771808	0.03237681	0.033527092	0.028490657	-1.94E-02	-0.018811322	-0.039881629	-1.90E-02	-1.66E-02	-1.57E-02	-0.015865613	-0.051887819	-0.015565373	-0.038014113	-0.040602161	-4.10E-02	-0.046251719	-0.036386413	0.021454546	0.016476763	-0.046581557	-4.43E-02	0.029748422	0.020209269	-0.041072709	0.006159826	1.077902913	0.032353808	0.008837339	-0.034234206	0.004464561	-0.024772432	7.87E-03	0.021075159	0.005003428	-0.020119396	0.024968387	0.010890901	0.020367656	-0.040808833	2.69E-02	0.028085104	0.011203707	-0.009734362	0.01013459	-0.022592855	0.03356899	-0.042087728	0.016474089	-3.91E-02	-0.039621228	-0.039760808	-0.047508758	0.005024988	-0.027056467	-0.028228989	-0.042040764	-0.053580971	0.022010773	-0.03974025	-0.04514189
SAM32	-0.076809995	-0.073814332	0.070149545	-0.024800686	0.078478522	0.012496964	-0.058266964	0.087064245	0.088544986	0.076819145	0.073241225	0.099320744	0.074510144	-3.20E-02	-0.02872468	-0.060662439	-2.82E-02	-2.48E-02	-2.21E-02	-0.024564197	-0.084865561	-0.026067967	-0.059522334	-0.066023944	-6.55E-02	-0.076185373	-0.059847626	0.029026306	0.031230829	-0.073710619	-7.15E-02	0.081095347	0.03219925	-0.064633378	0.012419225	0.032353808	1.189459562	0.019317015	-0.058543933	0.009656444	-0.038399692	4.84E-03	0.028074477	0.009192664	-0.03263822	0.04229374	0.018465507	0.032946439	-0.06101497	8.28E-02	0.040223302	0.019358049	-0.013222206	0.022079309	-0.034596045	0.069995898	-0.065430265	0.030704862	-6.22E-02	-0.064407665	-0.063692819	-0.072757023	-0.001521039	-0.043715428	-0.043981294	-0.066358371	-0.085357389	0.036699909	-0.061625319	-0.07149022
ANWC100	-0.036696099	-0.040503542	0.019033428	-0.013338518	0.009257562	0.003214215	-0.030176383	0.02164157	0.016223937	0.015822546	0.019061457	0.016988112	0.015533712	-1.55E-02	-0.013988633	-0.031103926	-1.52E-02	-1.37E-02	-1.23E-02	-0.013636219	-0.042178411	-0.014249172	-0.030770186	-0.032573383	-3.26E-02	-0.038637765	-0.030833084	0.008674225	0.008460263	-0.037914118	-3.60E-02	0.01364118	0.010966038	-0.034117071	0.005329003	0.008837339	0.019317015	1.072473884	-0.026972626	0.008774135	-0.019229323	-6.02E-03	0.007106248	0.003142351	-0.017064901	0.011424201	0.007684071	0.007900488	-0.032880297	1.52E-02	0.013003172	0.003337604	-0.009446023	0.003554654	-0.019361781	0.017026323	-0.032692052	0.010300302	-3.25E-02	-0.031519156	-0.031690124	-0.039785278	-0.006835033	-0.021837292	-0.022978731	-0.035457025	-0.04473788	0.008777845	-0.032909373	-0.037403883
SAM39	0.037488083	0.029444327	-0.054354129	0.00075974	-0.057806921	-0.019895443	0.035300983	-0.062480331	-0.053704127	-0.056181689	-0.053475705	-0.060867192	-0.065544391	2.91E-03	0.003516986	0.023575168	1.96E-03	6.38E-04	1.61E-03	0.001869785	0.041813376	-0.001181079	0.020154539	0.026086391	2.88E-02	0.030556625	0.026851305	-0.03637092	-0.033829649	0.03077595	3.01E-02	-0.06457387	-0.034749432	0.025669109	-0.025109919	-0.034234206	-0.058543933	-0.026972626	1.085693717	-0.023901963	0.014071548	-2.40E-02	-0.034645641	-0.022795435	0.006414036	-0.047448576	-0.02990662	-0.045898818	0.023606268	-5.65E-02	-0.040445625	-0.0379923	-0.005847271	-0.037687622	0.000732237	-0.058524666	0.023583327	-0.035802014	2.36E-02	0.029050998	0.028534406	0.027942152	-0.017869821	0.01232269	0.011529202	0.026614372	0.035089299	-0.046065203	0.022024574	0.03126478
ANWC102	-0.030269472	-0.034978795	0.010515349	-0.012195328	0.002702881	0.001316588	-0.027214323	0.013136892	0.010134658	0.006489567	0.011261616	0.006759395	0.003757196	-1.44E-02	-0.012395212	-0.028751263	-1.44E-02	-1.12E-02	-1.08E-02	-0.011112875	-0.036614623	-0.010648219	-0.027326412	-0.0295158	-2.80E-02	-0.033394337	-0.025951712	0.002745268	0.003676795	-0.032930107	-3.15E-02	0.002826478	0.005333268	-0.028267006	0.003380821	0.004464561	0.009656444	0.008774135	-0.023901963	1.077062845	-0.018663269	-8.83E-03	0.003013884	0.009672406	-0.013759202	0.00519043	0.004240694	0.00191409	-0.030399983	6.79E-03	0.005898869	-0.001186186	-0.009467488	-0.000501914	-0.017105138	0.00877932	-0.028751488	0.003647567	-2.66E-02	-0.026875064	-0.028043701	-0.034510794	-0.008141728	-0.019980214	-0.020780045	-0.030733025	-0.039339359	0.001909681	-0.028165215	-0.031969739
ANWC104	0.018411339	0.010914881	-0.036647287	-0.002504759	-0.038667896	-0.013810896	0.00965468	-0.042916429	-0.036973672	-0.038870469	-0.036478676	-0.041138986	-0.045227003	-7.66E-04	-0.000431837	0.005770141	-7.75E-04	-3.19E-03	-2.39E-03	-0.0022212	0.01858702	-0.002332558	0.005817452	0.010631279	1.16E-02	0.013422899	0.012168761	-0.025407845	-0.022789118	0.013310491	1.18E-02	-0.045319107	-0.024459886	0.012306336	-0.018032903	-0.024772432	-0.038399692	-0.019229323	0.014071548	-0.018663269	1.061479449	-1.97E-02	-0.026489565	-0.015058292	0.000271476	-0.034063927	-0.021671509	-0.033585972	0.007356521	-3.68E-02	-0.02730832	-0.02739081	-0.006432529	-0.02767339	-0.002971815	-0.039233338	0.008033958	-0.024139557	9.39E-03	0.013530864	0.011571783	0.009944629	-0.01496633	0.004774979	0.003655015	0.007197683	0.01296388	-0.031840741	0.006432515	0.012927414
ANWC168	-0.028216527	-0.030978064	0.005433261	-0.014725405	-0.002951123	-0.005805301	-0.029776988	0.004407146	0.000912056	0.001070592	0.004793414	0.001355947	-0.002869273	-1.89E-02	-0.017184494	-0.030748563	-1.60E-02	-1.61E-02	-1.55E-02	-0.014453468	-0.030987817	-0.014615899	-0.026087304	-0.026624296	-2.62E-02	-0.031529548	-0.025418417	0.008787321	0.000356896	-0.029806272	-3.01E-02	-0.00239512	0.003023636	-0.027184744	-0.007669659	0.0078687	0.004839609	-0.006021259	-0.023996949	-0.008832733	-0.019711178	1.07E+00	0.010205854	-0.007914348	-0.018554533	0.002442475	-0.001234246	-0.000987258	-0.028534743	7.04E-05	0.008207928	-0.001524016	-0.007503794	-0.001198294	-0.01206837	0.003122355	-0.028288054	-0.001168561	-2.58E-02	-0.026326543	-0.027132404	-0.031315451	0.021726447	-0.021717489	-0.021086308	-0.029729015	-0.034470779	-0.000620059	-0.029242484	-0.029193963
ANWC117	-0.045349859	-0.047650715	0.028847759	-0.017205315	0.021039834	0.002959223	-0.03877756	0.031832504	0.024824103	0.024779181	0.029300186	0.028575172	0.02556696	-2.13E-02	-0.020262089	-0.038545897	-1.97E-02	-1.91E-02	-1.56E-02	-0.018512329	-0.050691124	-0.0178176	-0.038718973	-0.040510826	-4.00E-02	-0.045997878	-0.037536469	0.050012889	0.014697226	-0.045426754	-4.44E-02	0.022985904	0.017890589	-0.040694023	0.003810786	0.021075159	0.028074477	0.007106248	-0.034645641	0.003013884	-0.026489565	1.02E-02	1.076649547	0.002581192	-0.020801394	0.020583354	0.010372801	0.016185299	-0.038776728	2.38E-02	0.022898695	0.008811364	-0.009804012	0.009108653	-0.020095737	0.027078318	-0.040292175	0.0149752	-3.80E-02	-0.039368897	-0.039745693	-0.04635454	0.006776295	-0.030077199	-0.028049369	-0.040370149	-0.052160136	0.016585718	-0.040221027	-0.045312271
ANWC101	-0.029988418	-0.034115995	0.009709206	-0.010474092	0.002615864	0.000575469	-0.025739017	0.009652909	0.0071761	0.005686012	0.01070933	0.008180451	0.003115803	-1.34E-02	-0.011916865	-0.026325252	-1.19E-02	-1.16E-02	-1.11E-02	-0.01137842	-0.034594155	-0.010543215	-0.025664388	-0.027433164	-2.55E-02	-0.031060708	-0.024335601	0.000774336	0.003424659	-0.029821532	-3.00E-02	0.00553382	0.004726554	-0.027692742	0.006067804	0.005003428	0.009192664	0.003142351	-0.022795435	0.009672406	-0.015058292	-7.91E-03	0.002581192	1.070210815	-0.013139776	0.003626768	0.002732534	-0.000883565	-0.028379527	5.37E-03	0.005736457	-0.001759772	-0.010071302	-0.001561718	-0.016059095	0.009797011	-0.027660118	0.004205908	-2.56E-02	-0.025570435	-0.026179929	-0.033486089	-0.008798357	-0.018185376	-0.017341482	-0.03028966	-0.037987474	0.001673528	-0.027389533	-0.030885236
ANWC75	0.00930316	0.000582886	-0.030983211	0.000332979	-0.035878136	-0.012662452	0.000850854	-0.036240998	-0.031557066	-0.033895009	-0.029904991	-0.035043463	-0.037643826	-4.07E-04	-0.000111271	0.000233219	-1.59E-04	-8.13E-04	-2.84E-04	-0.000254486	0.008486898	-3.03915E-05	0.001987199	0.004016105	5.30E-03	0.005576211	0.005461838	-0.02191546	-0.021006071	0.005116847	5.67E-03	-0.037739193	-0.020722433	0.003377861	-0.016195033	-0.020119396	-0.03263822	-0.017064901	0.006414036	-0.013759202	0.000271476	-1.86E-02	-0.020801394	-0.013139776	1.059443593	-0.02790305	-0.01745089	-0.028664192	0.00044492	-3.21E-02	-0.024977966	-0.022975103	-0.007211686	-0.023077301	-0.004053599	-0.034566284	0.001803464	-0.02246706	2.65E-03	0.005790655	0.005224754	0.000224628	-0.014357856	0.000666463	-0.000514937	0.003310556	0.000886305	-0.03042986	0.000321639	0.004724169
ANWC106	-0.061405674	-0.060487366	0.040119776	-0.022767757	0.029243442	0.004398534	-0.047688392	0.048192093	0.036797417	0.035835662	0.041875748	0.042938189	0.035814621	-2.60E-02	-0.025152852	-0.051411896	-2.48E-02	-2.25E-02	-1.96E-02	-0.021814128	-0.068139494	-0.023555006	-0.048415034	-0.054986102	-5.37E-02	-0.062070685	-0.049580508	0.02238063	0.019448977	-0.060206414	-5.81E-02	0.037212383	0.023590449	-0.052961474	0.00402093	0.024968387	0.04229374	0.011424201	-0.047448576	0.00519043	-0.034063927	2.44E-03	0.020583354	0.003626768	-0.02790305	1.083304405	0.01457185	0.289694782	-0.051304556	3.36E-02	0.028050479	0.011532836	-0.013238166	0.012799281	-0.027841377	0.038841872	-0.053755042	0.020657622	-4.91E-02	-0.052119218	-0.051766659	-0.059966211	-0.001537006	-0.036206165	-0.035885798	-0.053620122	-0.069843513	0.024274002	-0.050495059	-0.058823344
ANWC108	-0.039239878	-0.042834056	0.020345882	-0.015228765	0.011767406	0.002539634	-0.034214667	0.023114573	0.01576849	0.016054264	0.021310444	0.018556496	0.015301812	-1.69E-02	-0.016284975	-0.03597102	-1.61E-02	-1.55E-02	-1.31E-02	-0.014318517	-0.044634484	-0.013848927	-0.033133421	-0.035898235	-3.58E-02	-0.040318342	-0.032348139	0.009755301	0.010260803	-0.04090976	-3.93E-02	0.01643433	0.011598129	-0.035861973	0.004603588	0.010890901	0.018465507	0.007684071	-0.02990662	0.004240694	-0.021671509	-1.23E-03	0.010372801	0.002732534	-0.017450891	0.01457185	1.072162151	0.010362862	-0.033998997	1.52E-02	0.013592786	0.001687007	-0.010898659	0.004177867	-0.020304317	0.017516414	-0.036242575	0.013458776	-3.34E-02	-0.034445689	-0.034619044	-0.042168308	-0.006534051	-0.023285802	-0.025422638	-0.037523392	-0.046964198	0.010079236	-0.033742469	-0.03824148
ANWC107	-0.058375361	-0.056527959	0.031912069	-0.022353239	0.017022665	0.001472903	-0.046566012	0.038621532	0.026681716	0.025850055	0.035978618	0.033013224	0.024544313	-2.64E-02	-0.026109247	-0.048812606	-2.55E-02	-2.26E-02	-2.12E-02	-0.022812139	-0.064119912	-0.023999806	-0.046748849	-0.051904211	-5.19E-02	-0.059315705	-0.047895032	0.018103382	0.014525589	-0.0571636	-5.61E-02	0.024920289	0.020843492	-0.051041904	0.000205528	0.020367655	0.032946439	0.007900488	-0.045898818	0.00191409	-0.033585972	-9.87E-04	0.016185299	-0.000883565	-0.028664192	0.289694782	0.010362862	1.089300752	-0.049654019	2.39E-02	0.022602616	0.00561184	-0.014461302	0.007262626	-0.027827778	0.029159331	-0.050821642	0.017414366	-4.93E-02	-0.050907894	-0.05043704	-0.057173579	-0.005595787	-0.036240977	-0.035504307	-0.052440873	-0.065303447	0.017829497	-0.047949597	-0.055639373
