SAMPLE.ID,YearJD,RainSum
ANWC158,1997,0.017259871
ANWC158,1996,0.025081871
ANWC158,1995,0.019168181
ANWC158,1994,0.02088391
ANWC158,1993,0.026932777
ANWC158,1992,0.011988443
ANWC158,1991,0.02968385
ANWC159,2009,0.011867234
ANWC159,2008,0.025614931
ANWC159,2007,0.021270581
ANWC159,2006,0.017342553
ANWC159,2005,0.018776846
ANWC159,2004,0.02153079
ANWC159,2003,0.019336293
ANWC159,2002,0.02119893
ANWC159,2001,0.035611106
ANWC159,2000,0.031319028
ANWC159,1999,0.02298951
ANWC159,1998,0.023476556
ANWC159,1997,0.017259871
ANWC159,1996,0.025081871
ANWC159,1995,0.019168181
ANWC159,1994,0.02088391
ANWC159,1993,0.026932777
ANWC159,1992,0.011988443
ANWC159,1991,0.02968385
ANWC160,2009,0.011108892
ANWC160,2008,0.024041749
ANWC160,2007,0.018754927
ANWC160,2006,0.015919729
ANWC160,2005,0.018112588
ANWC160,2004,0.01986736
ANWC160,2003,0.016947866
ANWC160,2002,0.017770713
ANWC160,2001,0.032148894
ANWC160,2000,0.029654289
ANWC160,1999,0.018909755
ANWC160,1998,0.022520381
ANWC160,1997,0.015218301
ANWC160,1996,0.021225964
ANWC160,1995,0.016021004
ANWC160,1994,0.017022584
ANWC160,1993,0.02561711
ANWC160,1992,0.009450694
ANWC160,1991,0.025844187
ANWC161,2009,0.011108892
ANWC161,2008,0.024041749
ANWC161,2007,0.018754927
ANWC161,2006,0.015919729
ANWC161,2005,0.018112588
ANWC161,2004,0.01986736
ANWC161,2003,0.016947866
ANWC161,2002,0.017770713
ANWC161,2001,0.032148894
ANWC161,2000,0.029654289
ANWC161,1999,0.018909755
ANWC161,1998,0.022520381
ANWC161,1997,0.015218301
ANWC161,1996,0.021225964
ANWC161,1995,0.016021004
ANWC161,1994,0.017022584
ANWC161,1993,0.02561711
ANWC161,1992,0.009450694
ANWC161,1991,0.025844187
ANWC162,2009,0.0105691
ANWC162,2008,0.019948316
ANWC162,2007,0.019835247
ANWC162,2006,0.01354178
ANWC162,2005,0.028649546
ANWC162,2004,0.016927588
ANWC162,2003,0.025398201
ANWC162,2002,0.014651768
ANWC162,2001,0.038157464
ANWC162,2000,0.030856567
ANWC162,1999,0.021099057
ANWC162,1998,0.022866773
ANWC162,1997,0.016187403
ANWC162,1996,0.028471292
ANWC162,1995,0.01715578
ANWC162,1994,0.019448402
ANWC162,1993,0.022710634
ANWC162,1992,0.012948841
ANWC162,1991,0.02685504
ANWC163,2009,0.011471137
ANWC163,2008,0.019767552
ANWC163,2007,0.020379445
ANWC163,2006,0.013608643
ANWC163,2005,0.029916207
ANWC163,2004,0.017092993
ANWC163,2003,0.026514058
ANWC163,2002,0.014770838
ANWC163,2001,0.038169463
ANWC163,2000,0.030951521
ANWC163,1999,0.021126282
ANWC163,1998,0.023230888
ANWC163,1997,0.016799833
ANWC163,1996,0.029482151
ANWC163,1995,0.017381899
ANWC163,1994,0.019914517
ANWC163,1993,0.022900752
ANWC163,1992,0.013393773
ANWC163,1991,0.026715729
ANWC168,2009,0.017486518
ANWC168,2008,0.017276482
ANWC168,2007,0.02786235
ANWC168,2006,0.016046054
ANWC168,2005,0.013259006
ANWC168,2004,0.011521921
ANWC168,2003,0.017963073
ANWC168,2002,0.007280263
ANWC168,2001,0.014726241
ANWC168,2000,0.018853856
ANWC168,1999,0.01472252
ANWC168,1998,0.023352561
ANWC168,1997,0.017469971
ANWC168,1996,0.019607835
ANWC168,1995,0.015324062
ANWC168,1994,0.012375932
ANWC168,1993,0.012048789
ANWC168,1992,0.01345546
ANWC168,1991,0.017190756
ANWC170,2009,0.016216628
ANWC170,2008,0.023578101
ANWC170,2007,0.033904427
ANWC170,2006,0.016887351
ANWC170,2005,0.018961682
ANWC170,2004,0.011722475
ANWC170,2003,0.019274142
ANWC170,2002,0.007688311
ANWC170,2001,0.019367668
ANWC170,2000,0.025042354
ANWC170,1999,0.017434824
ANWC170,1998,0.034119905
ANWC170,1997,0.016416462
ANWC170,1996,0.02145516
ANWC170,1995,0.021840549
ANWC170,1994,0.017438803
ANWC170,1993,0.010381001
ANWC170,1992,0.015887617
ANWC170,1991,0.013115149
ANWC66,2000,0.060710565
ANWC66,1999,0.023866107
ANWC66,1998,0.067978878
ANWC66,1997,0.022476135
ANWC66,1996,0.021879984
ANWC66,1995,0.024458281
ANWC66,1994,0.017610161
ANWC66,1993,0.023074441
ANWC66,1992,0.032482965
ANWC66,1991,0.02094519
ANWC66,1989,0.02396626
ANWC66,1988,0.016211367
ANWC66,1987,0.020788101
ANWC66,1986,0.010884284
ANWC66,1985,0.021493198
ANWC66,1984,0.025602448
ANWC66,1983,0.036298102
ANWC66,1982,0.010816335
ANWC66,1981,0.009459032
ANWC67,2000,0.060710565
ANWC67,1999,0.023866107
ANWC67,1998,0.067978878
ANWC67,1997,0.022476135
ANWC67,1996,0.021879984
ANWC67,1995,0.024458281
ANWC67,1994,0.017610161
ANWC67,1993,0.023074441
ANWC67,1992,0.032482965
ANWC67,1991,0.02094519
ANWC67,1989,0.02396626
ANWC67,1988,0.016211367
ANWC67,1987,0.020788101
ANWC67,1986,0.010884284
ANWC67,1985,0.021493198
ANWC67,1984,0.025602448
ANWC67,1983,0.036298102
ANWC67,1982,0.010816335
ANWC67,1981,0.009459032
ANWC68,2000,0.05693666
ANWC68,1999,0.028185896
ANWC68,1998,0.060487785
ANWC68,1997,0.027064264
ANWC68,1996,0.024086512
ANWC68,1995,0.026533581
ANWC68,1994,0.019674111
ANWC68,1993,0.022930872
ANWC68,1992,0.028689569
ANWC68,1991,0.022999952
ANWC68,1989,0.026077142
ANWC68,1988,0.018133712
ANWC68,1987,0.021523633
ANWC68,1986,0.010886336
ANWC68,1985,0.022366235
ANWC68,1984,0.028051302
ANWC68,1983,0.036480932
ANWC68,1982,0.009883154
ANWC68,1981,0.010155269
ANWC69,2000,0.05693666
ANWC69,1999,0.028185896
ANWC69,1998,0.060487785
ANWC69,1997,0.027064264
ANWC69,1996,0.024086512
ANWC69,1995,0.026533581
ANWC69,1994,0.019674111
ANWC69,1993,0.022930872
ANWC69,1992,0.028689569
ANWC69,1991,0.022999952
ANWC69,1989,0.026077142
ANWC69,1988,0.018133712
ANWC69,1987,0.021523633
ANWC69,1986,0.010886336
ANWC69,1985,0.022366235
ANWC69,1984,0.028051302
ANWC69,1983,0.036480932
ANWC69,1982,0.009883154
ANWC69,1981,0.010155269
ANWC71,1997,0.010821221
ANWC71,1996,0.009555027
ANWC71,1995,0.006783628
ANWC71,1994,0.012506652
ANWC71,1993,0.00811806
ANWC71,1992,0.012714591
ANWC71,1991,0.008202247
ANWC71,1989,0.007649299
ANWC71,1988,0.013501077
ANWC71,1987,0.012857131
ANWC71,1986,0.008634293
ANWC71,1985,0.008920401
ANWC71,1984,0.00531041
ANWC71,1983,0.019363534
ANWC71,1982,0.002572635
ANWC71,1981,0.01231568
ANWC71,1980,0.005375406
ANWC71,1979,0.005543419
ANWC71,1978,0.000745161
ANWC72,2001,0.008097706
ANWC72,2000,0.007395388
ANWC72,1999,0.006435687
ANWC72,1998,0.006759419
ANWC72,1997,0.007125594
ANWC72,1996,0.002944878
ANWC72,1995,0.005039913
ANWC72,1994,0.004990905
ANWC72,1993,0.005669933
ANWC72,1992,0.01076456
ANWC72,1991,0.003652579
ANWC72,1989,0.013625883
ANWC72,1988,0.006624193
ANWC72,1987,0.004319547
ANWC72,1986,0.00471062
ANWC72,1985,0.004212011
ANWC72,1984,0.002691543
ANWC72,1983,0.008843085
ANWC72,1982,0.001990117
ANWC73,2001,0.008097706
ANWC73,2000,0.007395388
ANWC73,1999,0.006435687
ANWC73,1998,0.006759419
ANWC73,1997,0.007125594
ANWC73,1996,0.002944878
ANWC73,1995,0.005039913
ANWC73,1994,0.004990905
ANWC73,1993,0.005669933
ANWC73,1992,0.01076456
ANWC73,1991,0.003652579
ANWC73,1989,0.013625883
ANWC73,1988,0.006624193
ANWC73,1987,0.004319547
ANWC73,1986,0.00471062
ANWC73,1985,0.004212011
ANWC73,1984,0.002691543
ANWC73,1983,0.008843085
ANWC73,1982,0.001990117
ANWC75,2001,0.021798648
ANWC75,2000,0.02185611
ANWC75,1999,0.006424105
ANWC75,1998,0.008377689
ANWC75,1997,0.006179609
ANWC75,1996,0.005061679
ANWC75,1995,0.004647097
ANWC75,1994,0.007521674
ANWC75,1993,0.009727097
ANWC75,1992,0.005600754
ANWC75,1991,0.002458176
ANWC75,1989,0.013425052
ANWC75,1988,0.009538513
ANWC75,1987,0.003962259
ANWC75,1986,0.008933532
ANWC75,1985,0.003091097
ANWC75,1984,0.003443042
ANWC75,1983,0.018348731
ANWC75,1982,0.001486129
ANWC77,2001,0.015066458
ANWC77,2000,0.008297052
ANWC77,1999,0.011523174
ANWC77,1998,0.01207898
ANWC77,1997,0.007286829
ANWC77,1996,0.007328061
ANWC77,1995,0.010398142
ANWC77,1994,0.003738089
ANWC77,1993,0.007496229
ANWC77,1992,0.013029268
ANWC77,1991,0.00570578
ANWC77,1989,0.005874842
ANWC77,1988,0.006102958
ANWC77,1987,0.005233964
ANWC77,1986,0.004877095
ANWC77,1985,0.005293297
ANWC77,1984,0.006412397
ANWC77,1983,0.004903272
ANWC77,1982,0.003327739
ANWC78,2001,0.01457739
ANWC78,2000,0.01649325
ANWC78,1999,0.02181707
ANWC78,1998,0.01308176
ANWC78,1997,0.014530885
ANWC78,1996,0.013682068
ANWC78,1995,0.011898559
ANWC78,1994,0.00784397
ANWC78,1993,0.007127255
ANWC78,1992,0.010404292
ANWC78,1991,0.00536586
ANWC78,1989,0.006774423
ANWC78,1988,0.010099419
ANWC78,1987,0.006759349
ANWC78,1986,0.005924879
ANWC78,1985,0.008395379
ANWC78,1984,0.009057795
ANWC78,1983,0.009510973
ANWC78,1982,0.00597373
ANWC79,2001,0.006412036
ANWC79,2000,0.01721988
ANWC79,1999,0.021295596
ANWC79,1998,0.014753801
ANWC79,1997,0.009974751
ANWC79,1996,0.010521057
ANWC79,1995,0.015655689
ANWC79,1994,0.008423355
ANWC79,1993,0.007282497
ANWC79,1992,0.012088927
ANWC79,1991,0.00727827
ANWC79,1989,0.012559682
ANWC79,1988,0.013179896
ANWC79,1987,0.007119996
ANWC79,1986,0.011988537
ANWC79,1985,0.008406308
ANWC79,1984,0.014485313
ANWC79,1983,0.007049993
ANWC79,1982,0.003934623
ANWC80,2001,0.012708238
ANWC80,2000,0.027704056
ANWC80,1999,0.031501045
ANWC80,1998,0.013421273
ANWC80,1997,0.012742439
ANWC80,1996,0.019403511
ANWC80,1995,0.022076515
ANWC80,1994,0.010173748
ANWC80,1993,0.014978638
ANWC80,1992,0.011027219
ANWC80,1991,0.011562426
ANWC80,1989,0.016129533
ANWC80,1988,0.016204161
ANWC80,1987,0.005750532
ANWC80,1986,0.010856196
ANWC80,1985,0.014046249
ANWC80,1984,0.021836081
ANWC80,1983,0.008286937
ANWC80,1982,0.005646341
ANWC81,2001,0.006758659
ANWC81,2000,0.010955517
ANWC81,1999,0.009411776
ANWC81,1998,0.010803284
ANWC81,1997,0.008450248
ANWC81,1996,0.012821288
ANWC81,1995,0.005622508
ANWC81,1994,0.005805877
ANWC81,1993,0.00635934
ANWC81,1992,0.007060074
ANWC81,1991,0.01241053
ANWC81,1989,0.007928539
ANWC81,1988,0.009324946
ANWC81,1987,0.006078473
ANWC81,1986,0.012650324
ANWC81,1985,0.006618278
ANWC81,1984,0.013902608
ANWC81,1983,0.009862949
ANWC81,1982,0.003473874
ANWC84,1987,0.019451577
ANWC84,1986,0.016859688
ANWC84,1985,0.02225048
ANWC84,1984,0.020260748
ANWC84,1983,0.028731642
ANWC84,1982,0.014475831
ANWC84,1981,0.01906443
ANWC84,1980,0.029753316
ANWC84,1979,0.037955944
ANWC84,1978,0.015212084
ANWC84,1977,0.030587768
ANWC84,1976,0.026463407
ANWC84,1975,0.035722965
ANWC84,1974,0.0314298
ANWC84,1973,0.05980761
ANWC84,1972,0.028570922
ANWC84,1971,0.027305276
ANWC84,1970,0.018073778
ANWC84,1969,0.017412224
ANWC84,1968,0.004667494
ANWC85,1987,0.022087394
ANWC85,1986,0.020002419
ANWC85,1985,0.026562722
ANWC85,1984,0.023662937
ANWC85,1983,0.035259316
ANWC85,1982,0.012623001
ANWC85,1981,0.018075346
ANWC85,1980,0.026752155
ANWC85,1979,0.037168307
ANWC85,1978,0.017008595
ANWC85,1977,0.036369919
ANWC85,1976,0.032046594
ANWC85,1975,0.036757678
ANWC85,1974,0.033682701
ANWC85,1973,0.056097169
ANWC85,1972,0.031591822
ANWC85,1971,0.035455031
ANWC85,1970,0.019576364
ANWC85,1969,0.017851552
ANWC85,1968,0.003773623
ANWC88,1993,0.01096676
ANWC88,1992,0.015973472
ANWC88,1991,0.00718499
ANWC88,1989,0.010326782
ANWC88,1988,0.011710646
ANWC88,1987,0.009616146
ANWC88,1986,0.010656883
ANWC88,1985,0.008701458
ANWC88,1984,0.006502818
ANWC88,1983,0.014554994
ANWC88,1982,0.0031861
ANWC88,1981,0.012634647
ANWC88,1980,0.008789855
ANWC88,1979,0.010458859
ANWC88,1978,0.012699677
ANWC88,1977,0.008592533
ANWC88,1976,0.007717618
ANWC88,1975,0.015362659
ANWC88,1974,0.001198925
ANWC90,1993,0.011432616
ANWC90,1992,0.022803155
ANWC90,1991,0.010737634
ANWC90,1989,0.012809615
ANWC90,1988,0.010478544
ANWC90,1987,0.011310666
ANWC90,1986,0.012843538
ANWC90,1985,0.010658555
ANWC90,1984,0.011309412
ANWC90,1983,0.014400838
ANWC90,1982,0.008253413
ANWC90,1981,0.013139065
ANWC90,1980,0.01301615
ANWC90,1979,0.016191498
ANWC90,1978,0.014622528
ANWC90,1977,0.009114393
ANWC90,1976,0.008661822
ANWC90,1975,0.012267442
ANWC90,1974,0.000990323
ANWC92,1993,0.013941091
ANWC92,1992,0.026317399
ANWC92,1991,0.012760305
ANWC92,1989,0.015370342
ANWC92,1988,0.013171244
ANWC92,1987,0.013784479
ANWC92,1986,0.015940855
ANWC92,1985,0.013490444
ANWC92,1984,0.014205984
ANWC92,1983,0.018309079
ANWC92,1982,0.010832009
ANWC92,1981,0.017508904
ANWC92,1980,0.015104466
ANWC92,1979,0.020024426
ANWC92,1978,0.017025269
ANWC92,1977,0.01128371
ANWC92,1976,0.011423559
ANWC92,1975,0.016046198
ANWC92,1974,0.00141828
ANWC94,1993,0.01216913
ANWC94,1992,0.020838626
ANWC94,1991,0.010665289
ANWC94,1989,0.013187208
ANWC94,1988,0.009992752
ANWC94,1987,0.008194804
ANWC94,1986,0.012280962
ANWC94,1985,0.011324047
ANWC94,1984,0.010110763
ANWC94,1983,0.011652727
ANWC94,1982,0.006236703
ANWC94,1981,0.011034834
ANWC94,1980,0.014392871
ANWC94,1979,0.014196249
ANWC94,1978,0.013693783
ANWC94,1977,0.006182746
ANWC94,1976,0.009105759
ANWC94,1975,0.011776414
ANWC94,1974,0.000890225
SAM11,1996,0.003785444
SAM11,1995,0.003586135
SAM11,1994,0.003840561
SAM11,1993,0.004848821
SAM11,1992,0.006733241
SAM11,1991,0.002153061
SAM11,1989,0.007452622
SAM11,1988,0.005262362
SAM11,1987,0.004446991
SAM11,1986,0.005176206
SAM11,1985,0.002764513
SAM11,1984,0.001815302
SAM11,1983,0.009698029
SAM11,1982,0.002120907
SAM11,1981,0.003423191
SAM11,1980,0.005255456
SAM11,1979,0.006989673
SAM11,1978,0.007535415
SAM11,1977,0.002291291
SAM12,1996,0.003976924
SAM12,1995,0.00345349
SAM12,1994,0.00447445
SAM12,1993,0.005083433
SAM12,1992,0.006453617
SAM12,1991,0.002351063
SAM12,1989,0.007201268
SAM12,1988,0.005690814
SAM12,1987,0.004181344
SAM12,1986,0.005305468
SAM12,1985,0.002465821
SAM12,1984,0.002107395
SAM12,1983,0.00976237
SAM12,1982,0.002609514
SAM12,1981,0.003698173
SAM12,1980,0.005796043
SAM12,1979,0.007701103
SAM12,1978,0.007540227
SAM12,1977,0.002502043
SAM14,1997,0.004894907
SAM14,1996,0.004380345
SAM14,1995,0.004223194
SAM14,1994,0.004689374
SAM14,1993,0.004744514
SAM14,1992,0.006326701
SAM14,1991,0.003124231
SAM14,1989,0.00663366
SAM14,1988,0.004670805
SAM14,1987,0.004731227
SAM14,1986,0.006018324
SAM14,1985,0.00260157
SAM14,1984,0.001879668
SAM14,1983,0.010356602
SAM14,1982,0.001567723
SAM14,1981,0.004272702
SAM14,1980,0.004923992
SAM14,1979,0.006157598
SAM14,1978,0.003683608
SAM15,1997,0.004894907
SAM15,1996,0.004380345
SAM15,1995,0.004223194
SAM15,1994,0.004689374
SAM15,1993,0.004744514
SAM15,1992,0.006326701
SAM15,1991,0.003124231
SAM15,1989,0.00663366
SAM15,1988,0.004670805
SAM15,1987,0.004731227
SAM15,1986,0.006018324
SAM15,1985,0.00260157
SAM15,1984,0.001879668
SAM15,1983,0.010356602
SAM15,1982,0.001567723
SAM15,1981,0.004272702
SAM15,1980,0.004923992
SAM15,1979,0.006157598
SAM15,1978,0.003683608
SAM16,1997,0.005267249
SAM16,1996,0.004309384
SAM16,1995,0.004076215
SAM16,1994,0.004067112
SAM16,1993,0.005056662
SAM16,1992,0.006590817
SAM16,1991,0.00288056
SAM16,1989,0.007386558
SAM16,1988,0.005203346
SAM16,1987,0.004764861
SAM16,1986,0.005759921
SAM16,1985,0.002894276
SAM16,1984,0.001921207
SAM16,1983,0.01008935
SAM16,1982,0.00185894
SAM16,1981,0.003798594
SAM16,1980,0.005116051
SAM16,1979,0.0067172
SAM16,1978,0.003435484
SAM17,1998,0.009032102
SAM17,1997,0.009263688
SAM17,1996,0.00419493
SAM17,1995,0.003848083
SAM17,1994,0.0047502
SAM17,1993,0.005940858
SAM17,1992,0.010748572
SAM17,1991,0.003145031
SAM17,1989,0.013359016
SAM17,1988,0.006618755
SAM17,1987,0.006006539
SAM17,1986,0.004947312
SAM17,1985,0.004463901
SAM17,1984,0.002135321
SAM17,1983,0.00993333
SAM17,1982,0.005700056
SAM17,1981,0.005461568
SAM17,1980,0.00786925
SAM17,1979,0.003044494
SAM18,1998,0.009032102
SAM18,1997,0.009263688
SAM18,1996,0.00419493
SAM18,1995,0.003848083
SAM18,1994,0.0047502
SAM18,1993,0.005940858
SAM18,1992,0.010748572
SAM18,1991,0.003145031
SAM18,1989,0.013359016
SAM18,1988,0.006618755
SAM18,1987,0.006006539
SAM18,1986,0.004947312
SAM18,1985,0.004463901
SAM18,1984,0.002135321
SAM18,1983,0.00993333
SAM18,1982,0.005700056
SAM18,1981,0.005461568
SAM18,1980,0.00786925
SAM18,1979,0.003044494
SAM19,1998,0.011833529
SAM19,1997,0.010000747
SAM19,1996,0.013466981
SAM19,1995,0.014005194
SAM19,1994,0.007547147
SAM19,1993,0.013387033
SAM19,1992,0.018027806
SAM19,1991,0.013529093
SAM19,1989,0.012691504
SAM19,1988,0.015348318
SAM19,1987,0.01395136
SAM19,1986,0.01480521
SAM19,1985,0.012626968
SAM19,1984,0.010811848
SAM19,1983,0.017399837
SAM19,1982,0.005343281
SAM19,1981,0.015845246
SAM19,1980,0.013383333
SAM19,1979,0.000122581
SAM20,1996,0.0085264
SAM20,1995,0.007648335
SAM20,1994,0.005020352
SAM20,1993,0.00836399
SAM20,1992,0.019082863
SAM20,1991,0.009552753
SAM20,1989,0.010729141
SAM20,1988,0.005822823
SAM20,1987,0.007073191
SAM20,1986,0.010356605
SAM20,1985,0.007908674
SAM20,1984,0.008779993
SAM20,1983,0.009525578
SAM20,1982,0.005255147
SAM20,1981,0.00846792
SAM20,1980,0.010101711
SAM20,1979,0.014129931
SAM20,1978,0.00911582
SAM20,1977,0.001332258
SAM21,1996,0.0085264
SAM21,1995,0.007648335
SAM21,1994,0.005020352
SAM21,1993,0.00836399
SAM21,1992,0.019082863
SAM21,1991,0.009552753
SAM21,1989,0.010729141
SAM21,1988,0.005822823
SAM21,1987,0.007073191
SAM21,1986,0.010356605
SAM21,1985,0.007908674
SAM21,1984,0.008779993
SAM21,1983,0.009525578
SAM21,1982,0.005255147
SAM21,1981,0.00846792
SAM21,1980,0.010101711
SAM21,1979,0.014129931
SAM21,1978,0.00911582
SAM21,1977,0.001332258
SAM25,2003,0.010353127
SAM25,2002,0.004116241
SAM25,2001,0.009210593
SAM25,2000,0.010997299
SAM25,1999,0.0090337
SAM25,1998,0.010045801
SAM25,1997,0.009964482
SAM25,1996,0.009595163
SAM25,1995,0.009955315
SAM25,1994,0.00705666
SAM25,1993,0.007609661
SAM25,1992,0.019067287
SAM25,1991,0.007622709
SAM25,1989,0.010818878
SAM25,1988,0.009222721
SAM25,1987,0.009119492
SAM25,1986,0.009613768
SAM25,1985,0.007340882
SAM25,1984,0.000781867
SAM26,2003,0.010353127
SAM26,2002,0.004116241
SAM26,2001,0.009210593
SAM26,2000,0.010997299
SAM26,1999,0.0090337
SAM26,1998,0.010045801
SAM26,1997,0.009964482
SAM26,1996,0.009595163
SAM26,1995,0.009955315
SAM26,1994,0.00705666
SAM26,1993,0.007609661
SAM26,1992,0.019067287
SAM26,1991,0.007622709
SAM26,1989,0.010818878
SAM26,1988,0.009222721
SAM26,1987,0.009119492
SAM26,1986,0.009613768
SAM26,1985,0.007340882
SAM26,1984,0.0001452
SAM27,2003,0.010353127
SAM27,2002,0.004116241
SAM27,2001,0.009210593
SAM27,2000,0.010997299
SAM27,1999,0.0090337
SAM27,1998,0.010045801
SAM27,1997,0.009964482
SAM27,1996,0.009595163
SAM27,1995,0.009955315
SAM27,1994,0.00705666
SAM27,1993,0.007609661
SAM27,1992,0.019067287
SAM27,1991,0.007622709
SAM27,1989,0.010818878
SAM27,1988,0.009222721
SAM27,1987,0.009119492
SAM27,1986,0.009613768
SAM27,1985,0.007340882
SAM27,1984,0.0001452
SAM28,2003,0.011159678
SAM28,2002,0.007611794
SAM28,2001,0.00459538
SAM28,2000,0.01089527
SAM28,1999,0.010695485
SAM28,1998,0.009818925
SAM28,1997,0.011931388
SAM28,1996,0.011924218
SAM28,1995,0.009998278
SAM28,1994,0.009256634
SAM28,1993,0.006039947
SAM28,1992,0.008183221
SAM28,1991,0.016653013
SAM28,1989,0.005416777
SAM28,1988,0.007551075
SAM28,1987,0.012029032
SAM28,1986,0.009658386
SAM28,1985,0.0070062
SAM28,1984,0.001193549
SAM29,2004,0.009334105
SAM29,2003,0.007791796
SAM29,2002,0.006383448
SAM29,2001,0.008589784
SAM29,2000,0.009331022
SAM29,1999,0.010474695
SAM29,1998,0.009462774
SAM29,1997,0.009248835
SAM29,1996,0.01049901
SAM29,1995,0.009928499
SAM29,1994,0.007107419
SAM29,1993,0.007958749
SAM29,1992,0.018812532
SAM29,1991,0.00786418
SAM29,1989,0.011104468
SAM29,1988,0.009040033
SAM29,1987,0.008416178
SAM29,1986,0.010384541
SAM29,1985,0.001134302
SAM30,2004,0.009334105
SAM30,2003,0.007791796
SAM30,2002,0.006383448
SAM30,2001,0.008589784
SAM30,2000,0.009331022
SAM30,1999,0.010474695
SAM30,1998,0.009462774
SAM30,1997,0.009248835
SAM30,1996,0.01049901
SAM30,1995,0.009928499
SAM30,1994,0.007107419
SAM30,1993,0.007958749
SAM30,1992,0.018812532
SAM30,1991,0.00786418
SAM30,1989,0.011104468
SAM30,1988,0.009040033
SAM30,1987,0.008416178
SAM30,1986,0.010384541
SAM30,1985,0.001134302
SAM31,2004,0.009087184
SAM31,2003,0.009981575
SAM31,2002,0.004094176
SAM31,2001,0.009050484
SAM31,2000,0.010745677
SAM31,1999,0.009031469
SAM31,1998,0.009919916
SAM31,1997,0.010041693
SAM31,1996,0.009354305
SAM31,1995,0.009976775
SAM31,1994,0.006964562
SAM31,1993,0.007548006
SAM31,1992,0.019100615
SAM31,1991,0.007540397
SAM31,1989,0.010625896
SAM31,1988,0.009176733
SAM31,1987,0.008947335
SAM31,1986,0.00961667
SAM31,1985,0.001098602
SAM32,2004,0.009195881
SAM32,2003,0.010353127
SAM32,2002,0.004116241
SAM32,2001,0.009210593
SAM32,2000,0.010997299
SAM32,1999,0.0090337
SAM32,1998,0.010045801
SAM32,1997,0.009964482
SAM32,1996,0.009595163
SAM32,1995,0.009955315
SAM32,1994,0.00705666
SAM32,1993,0.007609661
SAM32,1992,0.019067287
SAM32,1991,0.007622709
SAM32,1989,0.010818878
SAM32,1988,0.009222721
SAM32,1987,0.009119492
SAM32,1986,0.009613768
SAM32,1985,0.001086236
SAM33,2006,0.004938901
SAM33,2005,0.006215063
SAM33,2004,0.007433158
SAM33,2003,0.00535564
SAM33,2002,0.004456078
SAM33,2001,0.008142612
SAM33,2000,0.004309613
SAM33,1999,0.006066664
SAM33,1998,0.005935323
SAM33,1997,0.005220707
SAM33,1996,0.003825587
SAM33,1995,0.006876235
SAM33,1994,0.004347572
SAM33,1993,0.005611613
SAM33,1992,0.008297028
SAM33,1991,0.004089735
SAM33,1989,0.004960536
SAM33,1988,0.005654613
SAM33,1987,0.001279106
SAM34,2006,0.005063115
SAM34,2005,0.00647081
SAM34,2004,0.007656414
SAM34,2003,0.005269752
SAM34,2002,0.004295393
SAM34,2001,0.0084302
SAM34,2000,0.004020047
SAM34,1999,0.005970819
SAM34,1998,0.005825362
SAM34,1997,0.00544054
SAM34,1996,0.004095471
SAM34,1995,0.007324705
SAM34,1994,0.00435585
SAM34,1993,0.005953962
SAM34,1992,0.008483906
SAM34,1991,0.004402953
SAM34,1989,0.004736558
SAM34,1988,0.00553311
SAM34,1987,0.00131813
SAM35,2006,0.006735945
SAM35,2005,0.006139328
SAM35,2004,0.009046679
SAM35,2003,0.007989977
SAM35,2002,0.006116661
SAM35,2001,0.007516458
SAM35,2000,0.007657749
SAM35,1999,0.006036528
SAM35,1998,0.007841618
SAM35,1997,0.007620361
SAM35,1996,0.005626762
SAM35,1995,0.006226744
SAM35,1994,0.003847794
SAM35,1993,0.006510327
SAM35,1992,0.011247919
SAM35,1991,0.005049264
SAM35,1989,0.008188494
SAM35,1988,0.00774127
SAM35,1987,0.001600812
SAM36,2006,0.006946306
SAM36,2005,0.006519164
SAM36,2004,0.009031918
SAM36,2003,0.008261455
SAM36,2002,0.00619011
SAM36,2001,0.007564409
SAM36,2000,0.008406407
SAM36,1999,0.006013507
SAM36,1998,0.008354015
SAM36,1997,0.008427257
SAM36,1996,0.00634987
SAM36,1995,0.006215668
SAM36,1994,0.003905024
SAM36,1993,0.007110108
SAM36,1992,0.01267729
SAM36,1991,0.005427948
SAM36,1989,0.008812515
SAM36,1988,0.007866876
SAM36,1987,0.001758257
SAM37,2006,0.005063115
SAM37,2005,0.00647081
SAM37,2004,0.007656414
SAM37,2003,0.005269752
SAM37,2002,0.004295393
SAM37,2001,0.0084302
SAM37,2000,0.004020047
SAM37,1999,0.005970819
SAM37,1998,0.005825362
SAM37,1997,0.00544054
SAM37,1996,0.004095471
SAM37,1995,0.007324705
SAM37,1994,0.00435585
SAM37,1993,0.005953962
SAM37,1992,0.008483906
SAM37,1991,0.004402953
SAM37,1989,0.004736558
SAM37,1988,0.00553311
SAM37,1987,0.00131813
SAM38,2006,0.00540787
SAM38,2005,0.006373548
SAM38,2004,0.008140202
SAM38,2003,0.00659168
SAM38,2002,0.00518547
SAM38,2001,0.008882534
SAM38,2000,0.005438602
SAM38,1999,0.006598807
SAM38,1998,0.006922812
SAM38,1997,0.005504385
SAM38,1996,0.003811372
SAM38,1995,0.006669683
SAM38,1994,0.004695749
SAM38,1993,0.005674845
SAM38,1992,0.008471582
SAM38,1991,0.004098861
SAM38,1989,0.006356989
SAM38,1988,0.006364387
SAM38,1987,0.001419961
SAM39,2006,0.00687093
SAM39,2005,0.00648819
SAM39,2004,0.008937696
