	WAM63	WAM60	WAM57	WAM56	SAM46	SAM8	SAM44	SAM41	SAM36	WAM64	SAM30	SAM29	SAM28	SAM27	SAM26	SAM25	SAM18	SAM17	SAM33	SAM16	SAM14	SAM12	SAM11	WAM58	SAM15	ANWC135	ANWC140	ANWC129	ANWC131	ANWC130	ANWC152	SAM35	ANWC159	ANWC118	ANWC119	ANWC94	ANWC133	ANWC136	SAM31	ANWC156	ANWC79	ANWC132	ANWC103	ANWC105	SAM32	ANWC100	SAM39	ANWC102	ANWC138	ANWC104	ANWC168	ANWC117	ANWC101	ANWC69	ANWC75	ANWC154	ANWC106	ANWC108	ANWC112	ANWC107	ANWC126	SAM45	ANWC110	ANWC115	ANWC137	ANWC66	ANWC116	ANWC139	SAM19	ANWC141	ANWC128	ANWC142	ANWC147	ANWC109	ANWC77	ANWC162	ANWC146	SAM34	ANWC148	ANWC150	ANWC145	ANWC151	ANWC113	ANWC153	ANWC155	SAM37	ANWC71	ANWC157	ANWC158	ANWC143	ANWC160	ANWC161	ANWC170	ANWC68	ANWC72	ANWC73	ANWC134	ANWC67	ANWC81	ANWC163	WAM59	ANWC78	SAM38	ANWC144	ANWC80
SAM30	-0.069713763	-0.088250873	-5.84E-02	-0.057685184	0.103696566	-6.32E-03	0.096756807	3.89E-02	-0.03647815	-6.51E-02	1.274493098	0.098761841	0.105602666	0.10034432	0.145317102	0.118936078	-0.012745945	-0.008192713	-0.04391024	-0.009493919	-0.00593479	-0.003314089	-3.55E-03	-0.064645973	-7.23E-03	-4.23E-02	-3.93E-02	-4.85E-02	-0.046947965	-0.050531884	-3.95E-02	-0.039713613	-4.66E-02	0.05623965	-0.04001994	6.24E-02	-0.052900242	-0.05085639	0.121635751	-4.91E-02	0.061121429	-0.048412821	4.01E-02	0.060928595	0.108331826	0.045761187	-3.62E-02	0.037880688	-3.34E-02	-0.020048314	2.48E-02	0.05590333	0.033465954	6.31E-03	-1.48E-02	-0.046783368	0.07218767	0.047092849	-4.10E-02	0.063743016	-0.04325487	0.113552574	0.067983698	0.047911029	-3.60E-02	6.21E-03	0.050310767	-0.024183988	0.102148029	-0.038775119	-0.047362493	-4.12E-02	-0.065408092	5.91E-02	-0.044617867	-3.51E-02	-0.06798144	-4.42E-02	-0.06071547	-5.26E-02	-6.86E-02	-5.33E-02	-0.036995133	-4.62E-02	-0.051943367	-0.043191538	-5.77E-02	-0.052880758	-4.71E-02	-0.037641778	-0.036933324	-0.038856633	1.94E-02	7.53E-03	-0.023390363	-0.025458933	-0.049135128	-0.001642011	-6.33E-02	-0.042446371	-0.08821002	0.068498424	-4.23E-02	-0.037177133	-0.055901445
SAM29	-0.059653216	-0.077125901	-5.25E-02	-0.050679785	0.086394165	-6.38E-03	0.08668526	3.12E-02	-0.033297379	-5.56E-02	0.098761841	1.194192052	0.088697991	0.090678582	0.095983038	0.098290119	-0.01192466	-0.00899822	-0.038384867	-0.009276029	-0.007297067	-0.003227093	-4.05E-03	-0.057210573	-7.94E-03	-3.80E-02	-3.53E-02	-4.09E-02	-0.040938128	-0.045973414	-3.42E-02	-0.035110111	-4.19E-02	0.04670028	-0.035605545	5.42E-02	-0.045997977	-0.045220026	0.09104855	-4.41E-02	0.052101247	-0.042732098	3.29E-02	0.051624707	0.112072289	0.039159407	-3.28E-02	0.033308535	-3.06E-02	-0.017891533	2.01E-02	0.048338825	0.029545438	4.10E-03	-1.33E-02	-0.042643392	0.061592914	0.038973111	-3.69E-02	0.052214283	-0.037615139	0.091943809	0.057441833	0.039500654	-3.28E-02	2.80E-03	0.042330358	-0.022575158	0.08959681	-0.033513888	-0.040778837	-3.72E-02	-0.057951384	5.08E-02	-0.039126559	-3.32E-02	-0.059424798	-3.90E-02	-0.053412119	-4.62E-02	-6.04E-02	-4.74E-02	-0.032973019	-4.07E-02	-0.045340488	-0.039500562	-5.03E-02	-0.047400163	-4.21E-02	-0.033924787	-0.03225683	-0.035132321	1.43E-02	3.15E-03	-0.021032135	-0.022765259	-0.043551374	-0.004526221	-5.59E-02	-0.039792224	-0.076574826	0.057793734	-3.76E-02	-0.034192947	-0.049622349
SAM28	-0.061000665	-0.076985905	-5.37E-02	-0.05063925	0.094657534	-6.40E-03	0.089248246	3.29E-02	-0.033184428	-5.74E-02	0.105602666	0.088697991	1.160579324	0.101437662	0.103956227	0.101920608	-0.013860036	-0.009046442	-0.038684874	-0.010555907	-0.008490957	-0.005306757	-5.58E-03	-0.059315665	-7.52E-03	-3.85E-02	-3.46E-02	-4.32E-02	-0.041741857	-0.047726927	-3.44E-02	-0.037572024	-4.24E-02	0.047831465	-0.036482144	5.24E-02	-0.047317675	-0.046813821	0.10659955	-4.48E-02	0.053539132	-0.043228316	3.34E-02	0.05216934	0.100717733	0.03942664	-3.46E-02	0.03006254	-3.11E-02	-0.019171881	2.05E-02	0.048818672	0.028579336	3.05E-03	-1.53E-02	-0.041568232	0.060719587	0.039651783	-3.82E-02	0.051900876	-0.040250758	0.098157141	0.059000454	0.038368289	-3.46E-02	1.72E-03	0.03978353	-0.023513687	0.086349866	-0.035090159	-0.041988501	-3.68E-02	-0.058267945	5.14E-02	-0.041729246	-3.40E-02	-0.058959906	-4.13E-02	-0.053251774	-4.79E-02	-6.13E-02	-4.80E-02	-0.033566077	-4.09E-02	-0.045711209	-0.040230942	-5.14E-02	-0.048331128	-4.23E-02	-0.03481986	-0.03399285	-0.036094215	1.56E-02	4.09E-03	-0.021933127	-0.024467303	-0.043415975	-0.005304387	-5.59E-02	-0.037975765	-0.077391402	0.05420737	-3.81E-02	-0.033569343	-0.049389632
SAM27	-0.061667941	-0.078782309	-5.16E-02	-0.051730537	0.094675214	-4.78E-03	0.090390173	3.58E-02	-0.034380267	-5.88E-02	0.10034432	0.090678582	0.101437662	1.146072268	0.102365087	0.100487254	-0.011411198	-0.007063357	-0.039520379	-0.007126663	-0.005469233	-0.002147313	-3.02E-03	-0.057436523	-4.95E-03	-3.69E-02	-3.55E-02	-4.31E-02	-0.041629533	-0.045242213	-3.37E-02	-0.035477061	-4.18E-02	0.05180416	-0.035465477	5.68E-02	-0.046985577	-0.044946805	0.111414929	-4.38E-02	0.056317654	-0.041886709	3.47E-02	0.055052525	0.096187631	0.041735505	-3.27E-02	0.033873812	-3.04E-02	-0.017535397	2.35E-02	0.052175769	0.032606262	5.41E-03	-1.21E-02	-0.041803917	0.065874707	0.043970608	-3.65E-02	0.060829208	-0.039538554	0.090418609	0.062216249	0.04441054	-3.19E-02	5.85E-03	0.046143559	-0.021273912	0.091840136	-0.034685977	-0.042595269	-3.64E-02	-0.058766902	5.46E-02	-0.040165284	-3.19E-02	-0.061068422	-3.97E-02	-0.053680472	-4.63E-02	-6.18E-02	-4.77E-02	-0.032264303	-3.91E-02	-0.045256116	-0.039252992	-5.18E-02	-0.047834395	-4.15E-02	-0.033721984	-0.031621443	-0.036250827	1.68E-02	6.29E-03	-0.020386055	-0.022355548	-0.043388753	-0.001057176	-5.68E-02	-0.037774681	-0.078167166	0.062531644	-3.72E-02	-0.032010728	-0.049921077
SAM26	-0.06434598	-0.083628857	-5.65E-02	-0.053300084	0.095835174	-7.06E-03	0.115277688	3.65E-02	-0.035156919	-6.06E-02	0.145317102	0.095983038	0.103956227	0.102365087	1.18109858	0.111736726	-0.013718538	-0.009954298	-0.041929397	-0.008893162	-0.005894944	-0.00479282	-5.03E-03	-0.063114106	-7.97E-03	-3.92E-02	-3.88E-02	-4.64E-02	-0.044776385	-0.050308793	-3.76E-02	-0.039342716	-4.61E-02	0.052408307	-0.039535326	5.83E-02	-0.050948938	-0.049149868	0.119234911	-4.78E-02	0.055900037	-0.045837489	3.71E-02	0.057370278	0.122552976	0.041232519	-3.66E-02	0.031259528	-3.32E-02	-0.019532324	2.18E-02	0.053160016	0.031748402	3.30E-03	-1.45E-02	-0.044855796	0.068171724	0.042854374	-4.03E-02	0.059327961	-0.041184074	0.09655827	0.063885034	0.042567697	-3.60E-02	3.54E-03	0.045059501	-0.023498175	0.095271884	-0.03705284	-0.043737589	-3.85E-02	-0.063313681	5.53E-02	-0.042618503	-3.49E-02	-0.064685687	-4.37E-02	-0.057825439	-5.02E-02	-6.54E-02	-5.19E-02	-0.035993858	-4.41E-02	-0.050115112	-0.041787691	-5.44E-02	-0.051973811	-4.53E-02	-0.036657678	-0.035933266	-0.0375871	1.50E-02	5.28E-03	-0.023792507	-0.025090782	-0.045919417	-0.004455632	-6.10E-02	-0.0394423	-0.08280084	0.060860323	-3.97E-02	-0.036064877	-0.052863041
SAM25	-0.066796028	-0.085595682	-5.90E-02	-0.055352654	0.132978276	-9.45E-03	0.120515207	3.24E-02	-0.038440933	-5.99E-02	0.118936078	0.098290119	0.101920608	0.100487254	0.111736726	1.168322682	-0.014742584	-0.010978225	-0.042295136	-0.01181743	-0.009205791	-0.005925243	-8.27E-03	-0.064947763	-1.02E-02	-3.99E-02	-4.04E-02	-4.71E-02	-0.046354327	-0.051230213	-3.72E-02	-0.041200014	-4.69E-02	0.0503241	-0.040250297	5.54E-02	-0.051786141	-0.051678002	0.275427666	-5.08E-02	0.053534693	-0.04681454	3.13E-02	0.052471042	0.097871166	0.040553444	-3.89E-02	0.029044792	-3.57E-02	-0.022129063	1.83E-02	0.050676713	0.027444462	1.66E-03	-1.58E-02	-0.045061695	0.061174761	0.040452307	-4.20E-02	0.051340092	-0.04118251	0.091375664	0.060709312	0.038431808	-3.74E-02	6.27E-04	0.041409969	-0.024744564	0.086375074	-0.038971293	-0.044786846	-4.19E-02	-0.063178004	5.19E-02	-0.044270896	-3.56E-02	-0.063520492	-4.56E-02	-0.057454467	-5.06E-02	-6.73E-02	-5.10E-02	-0.037158131	-4.45E-02	-0.051000819	-0.045298163	-5.38E-02	-0.054142706	-4.62E-02	-0.0390306	-0.03724799	-0.03903667	1.45E-02	3.30E-03	-0.025309749	-0.025730736	-0.046377165	-0.008737285	-6.03E-02	-0.041034331	-0.08383421	0.053819661	-4.14E-02	-0.037129695	-0.054473397
SAM18	-0.008329803	-0.01169934	-4.55E-03	-0.009763927	-0.012440928	1.26E-03	-0.015517412	-5.18E-03	-0.004695457	-1.05E-02	-0.012745945	-0.01192466	-0.013860036	-0.011411198	-0.013718538	-0.014742584	1.057662249	0.006482852	-0.005829144	0.001440691	0.00051878	-0.002092396	-3.88E-04	-0.00555648	-1.64E-04	-4.98E-03	-7.68E-03	-5.43E-03	-0.004137761	-0.006358967	-1.90E-03	-0.002408123	-6.22E-03	-0.009462298	-0.002644874	-9.17E-03	-0.00582225	-0.005211578	-0.014287818	-3.76E-03	-0.009417209	-0.005083945	-5.77E-03	-0.007915438	-0.012950826	-0.00593354	-3.79E-03	-0.006075469	-8.09E-03	-0.003054512	-1.18E-02	-0.009885423	-0.005800903	-7.40E-03	-1.59E-03	-0.005601193	-0.01064351	-0.006838495	-4.46E-03	-0.011253096	-0.00485838	-0.013660896	-0.008880601	-0.009681252	-8.72E-03	-9.78E-03	-0.010089468	-0.00726958	-0.014502132	-0.006813783	-0.005484918	-6.42E-03	-0.00886893	-8.14E-03	-0.004757968	-2.05E-03	-0.010695445	-1.75E-03	-0.008100892	-6.24E-03	-1.01E-02	-5.85E-03	-0.006322671	-3.63E-03	-0.004472852	-0.003798756	-8.24E-03	-0.005499036	-4.72E-03	-0.004769707	-0.002182072	-0.003515628	-1.04E-02	-7.95E-03	-0.00120145	-0.001749996	-0.004192517	-0.011954647	-8.75E-03	-0.004239769	-0.01190244	-0.011486322	-7.01E-03	-0.005113673	-0.00642572
SAM17	-0.008997295	-0.011575403	-4.73E-03	-0.008806006	-0.007487305	-1.10E-03	-0.011736043	-3.46E-03	-0.005668174	-1.09E-02	-0.008192712	-0.008998219	-0.009046441	-0.007063357	-0.009954298	-0.010978225	0.006482852	1.053228736	-0.005552244	0.001431382	-0.000839526	-0.000797554	-9.02E-04	-0.006776348	-3.48E-04	-4.34E-03	-6.93E-03	-4.89E-03	-0.004682656	-0.004845104	-4.63E-03	-0.003994344	-5.55E-03	-0.006717611	-0.00483985	-4.67E-03	-0.004801847	-0.005564026	-0.010698749	-5.94E-03	-0.006638005	-0.004137332	-3.82E-03	-0.006659576	-0.008519899	-0.003838134	-3.19E-03	-0.003493369	-8.73E-03	-0.0028796	-9.65E-03	-0.008209745	-0.003739749	-6.32E-03	-1.03E-03	-0.006529176	-0.008979575	-0.005562521	-4.71E-03	-0.010428309	-0.004635547	-0.009756304	-0.007911547	-0.007667669	-8.51E-03	-9.14E-03	-0.00761446	-0.008907544	-0.009472254	-0.008688111	-0.003387475	-5.24E-03	-0.011754803	-7.14E-03	-0.004572404	-5.31E-03	-0.010618196	-3.62E-03	-0.00981884	-7.63E-03	-1.00E-02	-7.75E-03	-0.005868474	-3.91E-03	-0.005989797	-0.005224246	-8.38E-03	-0.006670046	-6.59E-03	-0.00517366	-0.004278287	-0.005240502	-7.72E-03	-6.38E-03	-0.002131247	-0.002602645	-0.005803833	-0.010220428	-1.01E-02	-0.005430599	-0.011817007	-0.008335497	-5.15E-03	-0.004966653	-0.006877652
SAM33	0.010291991	0.00326541	1.55E-02	0.011227761	-0.038684609	-6.86E-03	-0.038309993	-2.05E-02	0.005661688	7.85E-03	-0.04391024	-0.038384867	-0.038684874	-0.039520379	-0.041929397	-0.042295136	-0.005829144	-0.005552244	1.085566521	-0.00577604	-0.008630435	-0.007791139	-5.88E-03	0.019011205	-8.34E-03	1.12E-02	-5.96E-03	1.04E-02	0.011027321	0.00951878	-1.83E-03	0.012774075	-2.36E-03	-0.028965492	-0.001794849	-3.08E-02	0.008987962	0.009280283	-0.043013062	-4.37E-04	-0.028611773	0.011823258	-2.20E-02	-0.02883088	-0.039694298	-0.022290841	1.11E-02	-0.021210731	-9.77E-03	-0.000540213	-2.42E-02	-0.027571435	-0.019729654	-1.58E-02	-3.06E-03	-0.003482411	-0.035394747	-0.026696435	-1.53E-03	-0.03362358	0.015056824	-0.038051983	-0.031297235	-0.028853385	-9.85E-03	-2.07E-02	-0.028357395	-0.010454016	-0.041523011	-0.005892571	0.007159362	-4.28E-03	-0.003366145	-2.96E-02	0.007999243	-2.86E-03	-0.00361286	1.69E-02	-0.005179101	-1.58E-03	-1.12E-03	-3.38E-03	-0.004586413	8.25E-04	-0.002485771	0.014916112	1.09E-02	-0.000587138	-7.12E-04	-0.002729803	-0.000721879	0.000695564	-2.02E-02	-1.73E-02	-0.000553183	0.000969204	0.013433404	-0.021974428	1.56E-02	-0.005792266	0.002423844	-0.035961481	1.35E-02	-0.005919765	0.012368837
SAM16	-0.010412058	-0.014346062	-5.48E-03	-0.01029092	-0.007588909	1.32E-03	-0.011924685	-3.08E-03	-0.006511808	-1.44E-02	-0.009493919	-0.009276029	-0.010555907	-0.007126663	-0.008893162	-0.01181743	0.001440691	0.001431382	-0.00577604	1.053334236	0.005998726	-0.000799936	1.54E-03	-0.009042916	2.89E-03	-5.83E-03	-7.29E-03	-6.70E-03	-0.00470479	-0.006426305	-2.77E-03	-0.003250396	-6.62E-03	-0.006749011	-0.004828298	-6.00E-03	-0.007922949	-0.005958913	-0.012469011	-6.14E-03	-0.006292475	-0.006923121	-4.44E-03	-0.007555253	-0.009104584	-0.005521661	-3.79E-03	-0.005483498	-8.08E-03	-0.002795626	-8.65E-03	-0.007854974	-0.003970878	-7.81E-03	-5.18E-04	-0.007936686	-0.009197997	-0.005709573	-3.40E-03	-0.010269403	-0.007244062	-0.008653745	-0.007765322	-0.008418003	-8.67E-03	-1.03E-02	-0.008850518	-0.00704941	-0.011177565	-0.007011016	-0.006127459	-6.83E-03	-0.010248771	-6.28E-03	-0.005017046	-2.88E-03	-0.013009426	-4.20E-03	-0.009732501	-7.17E-03	-1.14E-02	-7.86E-03	-0.006205074	-4.47E-03	-0.007695981	-0.005205406	-7.98E-03	-0.006250966	-4.82E-03	-0.006345573	-0.001701672	-0.001621245	-8.64E-03	-6.72E-03	-0.005470126	-0.002624851	-0.007815167	-0.011915149	-1.11E-02	-0.006726666	-0.014238372	-0.010336964	-6.71E-03	-0.005482166	-0.008170489
SAM14	-0.011517723	-0.014745904	-7.27E-03	-0.011309166	-0.006577268	4.71E-03	-0.009134229	-3.04E-03	-0.006599678	-1.32E-02	-0.005934789	-0.007297067	-0.008490957	-0.005469233	-0.005894944	-0.009205791	0.00051878	-0.000839526	-0.008630435	0.005998726	1.059767962	0.000618366	2.10E-03	-0.009259081	2.41E-03	-5.19E-03	-8.05E-03	-7.06E-03	-0.005737162	-0.00794127	-5.15E-03	-0.005907263	-6.82E-03	-0.006988729	-0.005099783	-5.84E-03	-0.00861341	-0.007504808	-0.009151874	-5.48E-03	-0.005955254	-0.006694387	-2.70E-03	-0.004638726	-0.005740454	-0.003586512	-4.39E-03	-0.002393411	-8.84E-03	-0.004404699	-8.55E-03	-0.007020557	-0.003384783	-6.11E-03	-7.60E-04	-0.008478998	-0.006625645	-0.004723377	-4.83E-03	-0.006949159	-0.006933373	-0.008221287	-0.005206149	-0.008822632	-8.95E-03	-8.72E-03	-0.00813035	-0.008188326	-0.007748697	-0.009919102	-0.007791413	-9.02E-03	-0.011071773	-4.89E-03	-0.007904815	-4.55E-03	-0.01358939	-5.22E-03	-0.011563854	-8.65E-03	-1.12E-02	-8.91E-03	-0.008148416	-6.38E-03	-0.007049393	-0.006110545	-1.17E-02	-0.007087215	-6.44E-03	-0.007004028	-0.003156667	-0.00416849	-9.24E-03	-6.18E-03	-0.003131486	-0.003965912	-0.007568118	-0.010653991	-1.27E-02	-0.006564849	-0.016330228	-0.005456614	-6.93E-03	-0.005373089	-0.008837657
SAM12	-0.010704931	-0.013818246	-6.90E-03	-0.010005299	-0.00304834	1.81E-03	-0.006217498	-1.70E-04	-0.005578979	-1.24E-02	-0.003314089	-0.003227093	-0.005306757	-0.002147313	-0.004792819	-0.005925243	-0.002092396	-0.000797554	-0.007791139	-0.000799936	0.000618366	1.049762726	1.93E-03	-0.009348359	-5.07E-04	-7.21E-03	-7.09E-03	-6.67E-03	-0.005912087	-0.006606595	-5.03E-03	-0.004121425	-7.79E-03	-0.003665974	-0.006149332	-2.47E-03	-0.007367448	-0.007038506	-0.005484873	-6.74E-03	-0.001827438	-0.005946794	-9.61E-04	-0.003400932	-0.002147374	-0.001861147	-3.98E-03	-0.001510355	-7.78E-03	-0.004116356	-7.75E-03	-0.003133824	-0.002384375	-4.75E-03	-7.33E-04	-0.006743956	-0.003219123	-0.002105236	-5.27E-03	-0.004911977	-0.00664309	-0.00464707	-0.003034354	-0.004463349	-8.11E-03	-6.66E-03	-0.004011424	-0.007343213	-0.004861104	-0.008009428	-0.007657238	-6.12E-03	-0.012306135	-1.90E-03	-0.005817589	-5.35E-03	-0.014220951	-4.07E-03	-0.010543569	-7.92E-03	-1.28E-02	-9.34E-03	-0.006078453	-6.34E-03	-0.008499799	-0.005466446	-1.04E-02	-0.007011856	-7.72E-03	-0.00635334	-0.004300161	-0.004685139	-6.30E-03	-4.65E-03	-0.003089397	-0.004430977	-0.008665237	-0.009547675	-1.22E-02	-0.00776991	-0.013965031	-0.00486425	-9.49E-03	-0.006312057	-0.008312985
SAM11	-0.010883156	-0.013337963	-6.73E-03	-0.010284796	-0.004135792	8.30E-04	-0.006750647	-2.38E-03	-0.003693571	-1.24E-02	-0.003548089	-0.004046475	-0.005581861	-0.003019996	-0.005033716	-0.00826794	-0.000387743	-0.000901853	-0.005875101	0.001535566	0.002096982	0.001933276	1.06E+00	-0.007549526	7.52E-05	-6.45E-03	-8.27E-03	-6.73E-03	-0.005292991	-0.006180682	-3.78E-03	-0.004129573	-6.07E-03	-0.004374672	-0.004844983	-3.82E-03	-0.007287867	-0.006280411	-0.007632775	-4.97E-03	-0.003716546	-0.006414649	-2.12E-03	-0.003499818	-0.004284778	-0.003247239	-4.08E-03	-0.002103831	-7.59E-03	-0.004053678	-6.72E-03	-0.006032612	-0.002886834	-5.04E-03	-8.84E-04	-0.009025031	-0.00553411	-0.003353894	-4.68E-03	-0.006615633	-0.007581389	-0.005782657	-0.004419714	-0.006037288	-8.25E-03	-7.98E-03	-0.006598868	-0.007262759	-0.003776163	-0.008317755	-0.007133139	-6.38E-03	-0.011326834	-3.30E-03	-0.005702039	-4.46E-03	-0.013226506	-5.24E-03	-0.010700582	-8.71E-03	-1.27E-02	-9.87E-03	-0.006357826	-6.16E-03	-0.005751543	-0.0038275	-1.05E-02	-0.00695729	-7.25E-03	-0.005741341	-0.004634584	-0.004071809	-6.59E-03	-5.56E-03	-0.002930959	-0.002246612	-0.007006672	-0.010802121	-1.15E-02	-0.007187967	-0.013933823	-0.005857077	-6.15E-03	-0.005635746	-0.007749703
WAM58	0.044497029	0.034368497	4.00E-02	0.045123152	-0.058766048	-8.59E-03	-0.059065071	-2.93E-02	0.014956831	4.31E-02	-0.064645973	-0.057210573	-0.059315665	-0.057436523	-0.063114106	-0.064947763	-0.00555648	-0.006776348	0.019011205	-0.009042916	-0.009259081	-0.009348359	-7.55E-03	1.076573253	-1.05E-02	1.68E-02	1.83E-04	2.53E-02	0.025077662	0.026857925	4.10E-03	0.019464357	8.81E-03	-0.040383539	0.003353676	-4.10E-02	0.024749626	0.025864648	-0.063868005	1.06E-02	-0.040604345	0.024860802	-3.32E-02	-0.042117128	-0.061427031	-0.036140514	1.78E-02	-0.032744981	-3.86E-03	0.003913586	-2.68E-02	-0.041074602	-0.031441956	-1.73E-02	-2.40E-03	0.005638017	-0.05179471	-0.037532551	3.32E-03	-0.048940758	0.020865128	-0.058346085	-0.046153759	-0.042083863	-1.58E-03	-2.17E-02	-0.042041124	-0.008304048	-0.060726348	-0.002065595	0.021555587	4.44E-03	0.013567749	-4.35E-02	0.02316166	3.28E-04	0.016245042	2.21E-02	0.008124393	8.97E-03	2.10E-02	8.79E-03	0.00263947	8.66E-03	0.009378977	0.021624811	4.11E-02	0.012790434	7.74E-03	0.004044165	0.003915832	0.005413864	-2.17E-02	-1.93E-02	0.00493326	0.004767702	0.025444317	-0.023407174	6.05E-02	-0.000105546	0.032102686	-0.050517435	1.77E-02	-0.001186644	0.03823149
SAM15	-0.013044907	-0.015864516	-8.79E-03	-0.01307482	-0.007744718	1.14E-04	-0.010010454	-2.44E-03	-0.006565286	-1.52E-02	-0.007226622	-0.007936159	-0.007520577	-0.004951221	-0.007967049	-0.010204198	-0.000163634	-0.000347615	-0.008342445	0.002889243	0.002413138	-0.000506925	7.52E-05	-0.010543096	1.06E+00	-5.32E-03	-8.28E-03	-8.02E-03	-0.007534019	-0.00964618	-4.72E-03	-0.005670575	-7.30E-03	-0.007153056	-0.003421337	-5.28E-03	-0.010047505	-0.008632769	-0.010133699	-6.90E-03	-0.004890286	-0.00691361	-4.76E-03	-0.003958024	-0.007357353	-0.004263614	-5.70E-03	-0.001673825	-8.25E-03	-0.003313265	-7.14E-03	-0.006128671	-0.002161696	-7.87E-03	3.38E-04	-0.007027481	-0.008021254	-0.003337123	-5.22E-03	-0.008636305	-0.00789642	-0.00846194	-0.006048162	-0.00705057	-9.21E-03	-1.02E-02	-0.008056846	-0.007340175	-0.007199543	-0.009409339	-0.009020282	-7.63E-03	-0.011703817	-5.21E-03	-0.007998689	-4.03E-03	-0.014107519	-5.44E-03	-0.010672679	-9.10E-03	-1.26E-02	-8.36E-03	-0.006690082	-6.91E-03	-0.007847103	-0.00548245	-1.24E-02	-0.008732603	-6.98E-03	-0.006632799	-0.004859378	-0.005490528	-8.30E-03	-7.20E-03	-0.003716983	-0.004115275	-0.008779155	-0.012962198	-1.45E-02	-0.006571163	-0.015128962	-0.008279871	-8.54E-03	-0.004676184	-0.010365226
ANWC135	0.009690505	0.005869687	1.49E-02	0.012007679	-0.036261966	-4.73E-03	-0.036701793	-1.96E-02	0.003411103	8.90E-03	-0.042328978	-0.038041223	-0.038525074	-0.036933083	-0.039233539	-0.039894548	-0.004981444	-0.004344108	0.011163549	-0.005834721	-0.005188257	-0.007213157	-6.45E-03	0.016764624	-5.32E-03	1.05E+00	-5.15E-03	1.11E-02	0.012049714	0.013055732	1.14E-03	0.008026908	9.33E-04	-0.027242922	0.000538695	-2.73E-02	0.007812336	0.009406754	-0.041881918	8.31E-04	-0.02689211	0.009391207	-2.07E-02	-0.027657613	-0.039552931	-0.022806469	7.10E-03	-0.020579858	-7.58E-03	-0.000858196	-2.03E-02	-0.028462754	-0.019723503	-1.50E-02	-2.47E-03	-0.001926055	-0.033098031	-0.02430152	9.23E-05	-0.032301319	0.026904465	-0.037832595	-0.030290948	-0.027699835	-5.96E-03	-1.72E-02	-0.028014195	-0.007732583	-0.041169028	-0.005488297	0.012377701	-2.92E-03	-0.001658207	-2.86E-02	0.007095543	-8.99E-04	-0.001799937	1.02E-02	-0.002599628	7.82E-05	1.54E-03	-9.12E-04	-0.001800733	-7.59E-06	0.000669345	0.009128816	9.14E-03	0.001352981	-6.88E-05	-0.001334079	0.000523024	0.001099013	-1.79E-02	-1.48E-02	-0.001375742	0.001227513	0.010865702	-0.017857778	1.43E-02	-0.002590889	0.004964771	-0.032755547	1.09E-02	-0.004363195	0.011629743
ANWC140	-0.003862103	0.01290158	1.41E-03	-0.006497479	-0.034326524	-8.19E-03	-0.035518823	-1.91E-02	-0.007517901	-1.01E-02	-0.039312031	-0.035269131	-0.034606077	-0.035507647	-0.038844416	-0.040427146	-0.00767759	-0.006931406	-0.005960621	-0.007285584	-0.00804924	-0.007085497	-8.27E-03	0.000183171	-8.28E-03	-5.15E-03	1.09E+00	-3.41E-03	-0.000573261	-0.003699379	1.22E-03	-0.001680893	5.05E-03	-0.024895177	0.001943945	-2.68E-02	-0.003190542	-0.003080271	-0.040096706	1.51E-03	-0.025541209	-0.003038007	-2.30E-02	-0.025382921	-0.03685806	-0.022630805	-1.16E-03	-0.020854691	1.53E-02	-0.004964475	-1.64E-02	-0.024759121	-0.019297855	-9.37E-03	-7.36E-03	0.006650319	-0.03085769	-0.023696048	-2.40E-05	-0.030220933	-0.007545241	-0.034807564	-0.026375279	-0.024790673	1.12E-02	-1.18E-02	-0.025781464	0.010418745	-0.037696697	0.033522582	-0.005088061	2.88E-02	0.005201624	-2.68E-02	-0.002309151	2.83E-03	0.011399772	-5.95E-04	-0.000548602	4.65E-03	1.12E-02	7.08E-03	0.05033982	2.31E-03	0.002506702	-0.002281459	-7.70E-03	0.002196921	4.56E-03	0.02711946	0.002205449	0.001709033	-1.31E-02	-9.47E-03	-0.006858601	-0.004711075	-0.003926831	-0.011411609	-6.05E-03	0.008594745	0.012653778	-0.031975029	-6.61E-03	0.020611184	-0.002273968
