	WAM63	WAM60	WAM57	WAM56	SAM46	SAM8	SAM44	SAM41	SAM36	WAM64	SAM30	SAM29	SAM28	SAM27	SAM26	SAM25	SAM18	SAM17	SAM33	SAM16	SAM14	SAM12	SAM11	WAM58	SAM15	ANWC135	ANWC140	ANWC129	ANWC131	ANWC130	ANWC152	SAM35	ANWC159	ANWC118	ANWC119	ANWC94	ANWC133	ANWC136	SAM31	ANWC156	ANWC79	ANWC132	ANWC103	ANWC105	SAM32	ANWC100	SAM39	ANWC102	ANWC138	ANWC104	ANWC168	ANWC117	ANWC101	ANWC69	ANWC75	ANWC154	ANWC106	ANWC108	ANWC112	ANWC107	ANWC126	SAM45	ANWC110	ANWC115	ANWC137	ANWC66	ANWC116	ANWC139	SAM19	ANWC141	ANWC128	ANWC142	ANWC147	ANWC109	ANWC77	ANWC162	ANWC146	SAM34	ANWC148	ANWC150	ANWC145	ANWC151	ANWC113	ANWC153	ANWC155	SAM37	ANWC71	ANWC157	ANWC158	ANWC143	ANWC160	ANWC161	ANWC170	ANWC68	ANWC72	ANWC73	ANWC134	ANWC67	ANWC81	ANWC163	WAM59	ANWC78	SAM38	ANWC144	ANWC80
ANWC129	0.020684898	0.014350994	2.12E-02	0.019580587	-0.042513287	-6.46E-03	-0.043626299	-2.08E-02	0.008825407	1.80E-02	-0.048498486	-0.040945886	-0.043172688	-0.043060602	-0.046380949	-0.047060035	-0.005434978	-0.004890618	0.010436631	-0.006700993	-0.007057362	-0.006669315	-6.73E-03	0.025280228	-8.02E-03	1.11E-02	-3.41E-03	1.06E+00	0.022335976	0.018117782	2.28E-03	0.009878268	3.19E-03	-0.032643823	0.000907113	-3.18E-02	0.01625203	0.016488914	-0.047409281	4.31E-03	-0.031629676	0.016254107	-2.55E-02	-0.030717873	-0.044637046	-0.025509114	9.42E-03	-0.02391441	-4.06E-03	0.001302617	-2.17E-02	-0.030560277	-0.02244605	-1.59E-02	-2.64E-03	0.002310749	-0.039313849	-0.027819978	1.01E-03	-0.037340863	0.016294886	-0.041923656	-0.034649569	-0.032032793	-4.44E-03	-1.85E-02	-0.030897709	-0.008499078	-0.046181934	-0.002813811	0.013402011	7.96E-05	0.004418772	-3.14E-02	0.010742749	1.18E-03	0.005099876	1.28E-02	0.001755455	3.15E-03	8.32E-03	2.50E-03	-0.000965056	4.72E-03	0.003090011	0.014962904	1.93E-02	0.00638519	2.55E-03	-0.000125395	0.002036754	0.003217724	-1.91E-02	-1.61E-02	0.003893821	0.000736266	0.017011613	-0.021566599	2.59E-02	-0.001371833	0.012360639	-0.039495499	1.32E-02	-0.001940393	0.019615828
ANWC131	0.021246198	0.017259594	1.98E-02	0.019268756	-0.041623565	-6.06E-03	-0.043511161	-2.10E-02	0.007638208	1.82E-02	-0.046947965	-0.040938128	-0.041741857	-0.041629533	-0.044776385	-0.046354327	-0.004137761	-0.004682656	0.011027321	-0.00470479	-0.005737162	-0.005912087	-5.29E-03	0.025077662	-7.53E-03	1.20E-02	-5.73E-04	2.23E-02	1.057463646	0.016238187	4.39E-03	0.011555253	4.54E-03	-0.0314006	0.003351506	-2.98E-02	0.018874866	0.016107308	-0.046989877	6.10E-03	-0.029799023	0.01704246	-2.46E-02	-0.031066267	-0.044035693	-0.025792576	1.10E-02	-0.022941526	-4.23E-03	0.001207235	-2.12E-02	-0.030231244	-0.020907253	-1.46E-02	-2.29E-03	0.004709942	-0.038138301	-0.027888684	3.05E-03	-0.037145001	0.015570305	-0.042429738	-0.03393772	-0.030857449	-3.25E-03	-1.77E-02	-0.031250146	-0.00649127	-0.045218551	-0.002545786	0.013903332	2.40E-03	0.006309897	-3.08E-02	0.012410311	-9.21E-05	0.007544308	1.45E-02	0.004430145	5.07E-03	8.59E-03	4.92E-03	0.00018095	6.42E-03	0.004920114	0.014339967	1.85E-02	0.008652593	3.58E-03	0.002543283	0.002494966	0.004515576	-1.69E-02	-1.55E-02	0.002448508	0.00115167	0.017960695	-0.019422174	2.35E-02	-0.000109874	0.015111226	-0.038583215	9.88E-03	-0.001347715	0.018059491
ANWC130	0.020259206	0.01777151	2.11E-02	0.018150566	-0.045603195	-8.67E-03	-0.047100095	-2.30E-02	0.006341213	1.77E-02	-0.050531884	-0.045973414	-0.047726927	-0.045242213	-0.050308793	-0.051230213	-0.006358967	-0.004845104	0.00951878	-0.006426305	-0.00794127	-0.006606595	-6.18E-03	0.026857925	-9.65E-03	1.31E-02	-3.70E-03	1.81E-02	0.016238187	1.227023125	1.64E-03	0.010346671	4.67E-03	-0.033093392	0.00111604	-3.24E-02	0.016500509	0.01582468	-0.05172797	5.70E-03	-0.031758852	0.015499432	-2.65E-02	-0.032612522	-0.048022932	-0.028952708	8.91E-03	-0.026029556	-5.46E-03	0.001141154	-2.47E-02	-0.032726063	-0.02447859	-1.56E-02	-2.73E-03	0.002074223	-0.041414984	-0.029453609	1.38E-03	-0.040261487	0.012635294	-0.046436299	-0.037147758	-0.033485445	-2.59E-03	-1.89E-02	-0.03438751	-0.008736173	-0.048701323	-0.004527592	0.012818049	1.17E-03	0.00572394	-3.34E-02	0.012892809	-3.09E-04	0.006435474	1.50E-02	0.002107957	3.25E-03	8.71E-03	3.46E-03	-0.001117954	4.70E-03	0.004340873	0.012731537	1.67E-02	0.007423712	3.85E-03	0.000811514	0.002193095	0.001481071	-2.10E-02	-1.69E-02	0.001809743	0.000252167	0.015141181	-0.021370781	2.34E-02	-0.004177095	0.015600645	-0.040565766	9.86E-03	-0.004123032	0.017545607
ANWC152	0.002220427	0.013164887	6.29E-03	0.001301191	-0.034006786	-3.63E-03	-0.034569255	-1.79E-02	-0.000764587	-2.86E-03	-0.039498884	-0.034229829	-0.034407675	-0.033688021	-0.037638493	-0.037232032	-0.001903241	-0.004626976	-0.001833609	-0.002773991	-0.005152108	-0.005027752	-3.78E-03	0.004098039	-4.72E-03	1.14E-03	1.22E-03	2.28E-03	0.004389098	0.001639449	1.06E+00	0.002452026	7.46E-03	-0.024368694	0.007498546	-2.48E-02	0.002926682	0.003129613	-0.038032943	9.13E-03	-0.025462697	0.002476542	-1.82E-02	-0.02526012	-0.03588681	-0.020555807	2.60E-03	-0.018347363	-1.77E-03	-0.001162415	-1.96E-02	-0.025768657	-0.01675329	-1.15E-02	-3.61E-03	0.02419594	-0.030826436	-0.021767835	6.44E-03	-0.030634789	-0.000297266	-0.034094787	-0.027869632	-0.02598941	-3.30E-03	-1.43E-02	-0.026048759	-0.002943897	-0.037600874	0.000807689	0.001569624	2.83E-03	0.006590701	-2.53E-02	0.002849856	6.77E-03	0.009185999	3.13E-03	0.006666153	8.73E-03	9.15E-03	9.95E-03	0.002264817	1.04E-02	0.007694807	0.002653535	-7.94E-06	0.00947666	8.29E-03	0.003492233	0.007205424	0.008587608	-1.52E-02	-1.13E-02	-0.002026021	-0.001059176	0.001601449	-0.015766504	-9.58E-04	0.004110707	0.012716569	-0.029207202	-1.68E-03	0.003503189	0.003789657
SAM35	0.01469357	0.013580913	1.57E-02	0.013519253	-0.03562821	-4.73E-03	-0.038158155	-1.74E-02	0.011193587	1.22E-02	-0.039713612	-0.035110111	-0.037572024	-0.035477061	-0.039342716	-0.041200014	-0.002408123	-0.003994344	0.012774075	-0.003250396	-0.005907263	-0.004121425	-4.13E-03	0.019464357	-5.67E-03	8.03E-03	-1.68E-03	9.88E-03	0.011555253	0.010346671	2.45E-03	1.077569604	3.71E-03	-0.026610328	0.002212988	-2.58E-02	0.009852935	0.0108233	-0.041185789	5.96E-03	-0.02598137	0.010913602	-2.10E-02	-0.025619683	-0.037599809	-0.023277336	9.92E-03	-0.020121576	-2.38E-03	0.002350295	-2.01E-02	-0.02699999	-0.019382426	-1.15E-02	-1.81E-03	0.003396674	-0.03313311	-0.023678202	1.89E-03	-0.032479426	0.011507499	-0.03620664	-0.028386072	-0.028376657	-1.94E-03	-1.50E-02	-0.028347253	-0.005847893	-0.039116271	-0.00288711	0.008604224	2.12E-03	0.006973774	-2.65E-02	0.008481334	8.00E-05	0.005498575	1.33E-02	0.004122607	3.70E-03	6.45E-03	2.32E-03	-0.000539328	3.94E-03	0.003445158	0.01364457	1.20E-02	0.007088453	3.92E-03	0.000467399	0.002309584	0.003116996	-1.62E-02	-1.26E-02	0.001322344	0.002082542	0.01084645	-0.016823769	1.58E-02	-0.000828309	0.013240107	-0.032322203	8.20E-03	-0.000441233	0.012032403
ANWC159	0.004956128	0.035818596	9.40E-03	0.002745144	-0.041592765	-6.46E-03	-0.042369963	-2.21E-02	-0.003160998	-8.79E-05	-0.04660599	-0.041910486	-0.04241926	-0.041841719	-0.046098005	-0.046862325	-0.006220363	-0.005552515	-0.002358434	-0.006620329	-0.006822797	-0.007786005	-6.07E-03	0.008805203	-7.30E-03	9.33E-04	5.05E-03	3.19E-03	0.004536327	0.004666625	7.46E-03	0.003709011	1.06E+00	-0.029454107	0.006527233	-3.09E-02	0.005510508	0.004021675	-0.046329038	1.18E-02	-0.030206189	0.00425944	-2.42E-02	-0.03015381	-0.04289397	-0.026365532	4.25E-03	-0.024737619	-4.59E-04	-0.002842137	-2.11E-02	-0.030773806	-0.023537343	-1.29E-02	-3.99E-03	0.017214639	-0.036421159	-0.027229834	6.19E-03	-0.035333978	0.000900697	-0.041783154	-0.033015354	-0.030761381	2.28E-04	-1.66E-02	-0.032060782	-0.002480034	-0.04437125	0.003896909	0.001454814	7.05E-03	0.019308833	-3.22E-02	0.0043065	8.14E-03	0.035264468	6.13E-03	0.013547136	1.95E-02	3.38E-02	2.19E-02	0.004364413	1.13E-02	0.014316073	0.004538632	1.71E-03	0.014394433	1.84E-02	0.005917528	0.008680929	0.011016184	-1.66E-02	-1.37E-02	-0.00427184	-0.001506792	0.002528001	-0.017603917	2.25E-03	0.011539834	0.036163067	-0.037415297	-1.23E-03	0.004573618	0.006306056
ANWC118	-0.043160542	-0.054216126	-3.67E-02	-0.036916631	0.051543665	-6.16E-03	0.045498097	2.10E-02	-0.025974412	-4.15E-02	0.05623965	0.04670028	0.047831465	0.05180416	0.052408307	0.0503241	-0.009462298	-0.006717611	-0.028965492	-0.006749011	-0.006988729	-0.003665974	-4.37E-03	-0.040383539	-7.15E-03	-2.72E-02	-2.49E-02	-3.26E-02	-0.0314006	-0.033093393	-2.44E-02	-0.026610328	-2.95E-02	1.095529318	-0.027132025	3.41E-02	-0.035210956	-0.031541899	0.049717783	-3.35E-02	0.039196771	-0.031429884	2.43E-02	0.040573298	0.051840857	0.027335085	-2.50E-02	0.02117852	-2.30E-02	-0.013882684	2.35E-02	0.069415364	0.018162127	1.61E-03	-1.05E-02	-0.029710025	0.044483726	0.028732445	-2.74E-02	0.040571602	-0.027960305	0.048063192	0.043210938	0.032679031	-2.30E-02	1.41E-03	0.032266213	-0.015622525	0.05244599	-0.023934576	-0.030652998	-2.63E-02	-0.042492389	3.49E-02	-0.029243502	-2.33E-02	-0.041052639	-2.96E-02	-0.038298932	-3.51E-02	-4.34E-02	-3.34E-02	-0.022049002	-3.02E-02	-0.034388185	-0.029204252	-3.65E-02	-0.035206894	-3.00E-02	-0.024036082	-0.024259626	-0.024837062	2.02E-02	2.51E-03	-0.018051751	-0.016753789	-0.031691034	-0.003483945	-4.28E-02	-0.027480933	-0.053933559	0.040912659	-2.90E-02	-0.024460279	-0.035252881
ANWC119	0.001623204	0.013820698	6.90E-03	-0.001527526	-0.035505056	-4.54E-03	-0.037218424	-1.71E-02	-0.002739861	-1.68E-03	-0.04001994	-0.035605545	-0.036482144	-0.035465477	-0.039535326	-0.040250297	-0.002644874	-0.00483985	-0.001794849	-0.004828298	-0.005099783	-0.006149332	-4.84E-03	0.003353676	-3.42E-03	5.39E-04	1.94E-03	9.07E-04	0.003351506	0.00111604	7.50E-03	0.002212988	6.53E-03	-0.027132025	1.082893968	-2.61E-02	0.001588102	0.002490327	-0.040579367	9.20E-03	-0.026689622	0.000840765	-2.09E-02	-0.026305687	-0.037446815	-0.02273673	2.08E-03	-0.019382151	-2.06E-03	-0.002263015	-1.93E-02	-0.026802609	-0.01875486	-1.09E-02	-4.34E-03	0.008026618	-0.032266525	-0.023441028	4.70E-02	-0.032918293	-0.001085884	-0.03619858	-0.028057152	-0.027402271	-2.59E-03	-1.51E-02	-0.026897257	-0.003191057	-0.038479623	0.001561266	0.001637795	2.26E-03	0.007817164	-2.66E-02	0.002590254	4.26E-03	0.008843891	2.33E-03	0.006976161	8.78E-03	1.19E-02	1.02E-02	0.001529578	6.93E-03	0.008454453	0.002136867	-9.33E-04	0.009512139	6.50E-03	0.00198765	0.003850071	0.006606982	-1.57E-02	-1.18E-02	-0.003710063	-0.00162445	0.001161658	-0.014595438	-1.73E-03	0.008669756	0.012239749	-0.031711112	-1.58E-03	0.002803538	0.002672676
ANWC94	-0.045092674	-0.055809582	-3.77E-02	-0.036955219	0.053766791	-4.08E-03	0.050291595	2.65E-02	-0.024607348	-4.42E-02	0.062420673	0.054242076	0.052417571	0.056779054	0.058288887	0.055416322	-0.009173807	-0.00466519	-0.030836931	-0.006001481	-0.005836038	-0.002467476	-3.82E-03	-0.040951719	-5.28E-03	-2.73E-02	-2.68E-02	-3.18E-02	-0.029821233	-0.032407057	-2.48E-02	-0.02577962	-3.09E-02	0.034108069	-0.026137497	1.11E+00	-0.034109229	-0.032944481	0.055192081	-3.20E-02	0.038492488	-0.030657457	2.52E-02	0.036887506	0.055930827	0.027677648	-2.37E-02	0.022506231	-2.30E-02	-0.011857418	1.58E-02	0.035276987	0.021373938	1.32E-03	-1.02E-02	-0.031310633	0.042784966	0.029962668	-2.74E-02	0.037860461	-0.029799454	0.052425428	0.042179632	0.028754693	-2.48E-02	8.71E-05	0.030084595	-0.016723184	0.056996682	-0.026607656	-0.031157825	-2.75E-02	-0.043726375	3.57E-02	-0.029151568	-2.29E-02	-0.044021729	-2.87E-02	-0.039336738	-3.40E-02	-4.38E-02	-3.47E-02	-0.025257794	-3.06E-02	-0.033947005	-0.028473062	-3.74E-02	-0.034820291	-3.10E-02	-0.024720812	-0.023983179	-0.024485818	1.08E-02	3.29E-03	-0.014712157	-0.016717939	-0.031276381	-0.005684001	-4.13E-02	-0.027730899	-0.055303659	0.041305359	-2.83E-02	-0.024951265	-0.0361878
ANWC133	0.019832994	0.017526769	2.25E-02	0.019405532	-0.046074801	-7.95E-03	-0.047777156	-2.40E-02	0.006464028	1.85E-02	-0.052900242	-0.045997977	-0.047317675	-0.046985577	-0.050948938	-0.051786141	-0.00582225	-0.004801847	0.008987962	-0.007922949	-0.00861341	-0.007367448	-7.29E-03	0.024749626	-1.00E-02	7.81E-03	-3.19E-03	1.63E-02	0.018874866	0.016500509	2.93E-03	0.009852935	5.51E-03	-0.035210956	0.001588102	-3.41E-02	1.196317792	0.01636469	-0.051441846	7.03E-03	-0.033345435	0.01643256	-2.67E-02	-0.0345218	-0.048583757	-0.029191662	1.13E-02	-0.026189108	-5.78E-03	0.002345588	-2.36E-02	-0.033546044	-0.023780042	-1.70E-02	-2.33E-03	0.002143184	-0.042035159	-0.031069591	2.32E-03	-0.040239273	0.011726285	-0.046449455	-0.037256579	-0.035186237	-4.57E-03	-2.05E-02	-0.034484127	-0.007747144	-0.048193454	-0.005092226	0.013100308	5.73E-04	0.006490795	-3.47E-02	0.013753381	-1.37E-03	0.006507629	1.47E-02	0.002772763	4.11E-03	8.17E-03	1.81E-03	-0.001263098	3.37E-03	0.004833422	0.013207527	1.53E-02	0.007355161	2.17E-03	-0.000192842	0.001220142	0.00103467	-2.07E-02	-1.75E-02	0.000868881	0.001809919	0.019364068	-0.022504556	2.24E-02	-0.002594198	0.014473436	-0.039517188	9.25E-03	-0.000224916	0.018046792
ANWC136	0.023506541	0.017052032	2.16E-02	0.020964519	-0.045414983	-6.91E-03	-0.045027321	-2.28E-02	0.007834227	1.97E-02	-0.05085639	-0.045220026	-0.046813821	-0.044946804	-0.049149868	-0.051678002	-0.005211578	-0.005564026	0.009280283	-0.005958913	-0.007504808	-0.007038506	-6.28E-03	0.025864648	-8.63E-03	9.41E-03	-3.08E-03	1.65E-02	0.016107308	0.01582468	3.13E-03	0.0108233	4.02E-03	-0.031541899	0.002490327	-3.29E-02	0.01636469	1.135088086	-0.051275597	6.06E-03	-0.032081781	0.018582629	-2.67E-02	-0.032623763	-0.046928393	-0.027740046	1.04E-02	-0.0252677	-5.52E-03	0.000586957	-2.43E-02	-0.03277381	-0.024336325	-1.49E-02	-2.00E-03	0.003459926	-0.0403761	-0.030319472	2.26E-03	-0.039276179	0.011542697	-0.046460618	-0.036591674	-0.033795533	-3.47E-03	-1.97E-02	-0.03320989	-0.007174398	-0.04873142	-0.004387658	0.031323664	1.40E-03	0.005953779	-3.23E-02	0.013530801	1.79E-03	0.006952197	1.50E-02	0.002775808	3.37E-03	8.04E-03	2.76E-03	-0.001461064	6.70E-03	0.004953664	0.0132086	2.00E-02	0.007940609	3.91E-03	0.000989104	0.002145109	0.003930887	-1.99E-02	-1.60E-02	0.001644493	0.002666986	0.020505598	-0.021792843	2.56E-02	-0.001651785	0.015131695	-0.039268401	1.07E-02	-0.002794529	0.019945809
SAM31	-0.066823311	-0.084620838	-5.95E-02	-0.05464423	0.092337222	-1.05E-02	0.096477763	3.40E-02	-0.038217737	-6.00E-02	0.121635751	0.09104855	0.10659955	0.111414929	0.119234911	0.275427666	-0.014287818	-0.010698749	-0.043013062	-0.012469011	-0.009151874	-0.005484873	-7.63E-03	-0.063868005	-1.01E-02	-4.19E-02	-4.01E-02	-4.74E-02	-0.046989877	-0.05172797	-3.80E-02	-0.041185789	-4.63E-02	0.049717783	-0.040579367	5.52E-02	-0.051441846	-0.051275597	1.19362402	-4.99E-02	0.05350875	-0.047978735	3.46E-02	0.054140814	0.104931586	0.038825278	-3.82E-02	0.028126518	-3.53E-02	-0.022236668	1.90E-02	0.048351317	0.030125051	1.62E-03	-1.63E-02	-0.044303123	0.063378271	0.041852129	-4.15E-02	0.052558324	-0.042484047	0.087297535	0.061446671	0.035429361	-3.69E-02	6.79E-04	0.038650894	-0.026604758	0.086022061	-0.038313268	-0.043461969	-4.17E-02	-0.064586225	5.16E-02	-0.04509146	-3.56E-02	-0.064591244	-4.55E-02	-0.05765196	-5.12E-02	-6.69E-02	-5.19E-02	-0.037040806	-4.61E-02	-0.050745341	-0.04507181	-5.34E-02	-0.054426399	-4.72E-02	-0.039896674	-0.037790215	-0.040207782	1.33E-02	3.22E-03	-0.025205835	-0.027400616	-0.047511323	-0.00952984	-6.06E-02	-0.040936392	-0.082158142	0.052685578	-4.22E-02	-0.037216193	-0.054312746
ANWC156	0.009090054	0.021971498	1.13E-02	0.003867062	-0.044911044	-6.54E-03	-0.045770743	-2.32E-02	0.000219476	2.51E-03	-0.049096532	-0.044098313	-0.044823738	-0.043833666	-0.04777797	-0.050755694	-0.003755015	-0.005938724	-0.000436576	-0.006138367	-0.005478628	-0.006737943	-4.97E-03	0.010637897	-6.90E-03	8.31E-04	1.51E-03	4.31E-03	0.006103619	0.005697604	9.13E-03	0.005956591	1.18E-02	-0.033474225	0.009199347	-3.20E-02	0.007034382	0.006063184	-0.04989472	1.08E+00	-0.032109943	0.004594812	-2.48E-02	-0.03171043	-0.045577414	-0.025908635	6.30E-03	-0.024734974	-1.36E-03	-0.002135126	-2.26E-02	-0.032935804	-0.023122021	-1.38E-02	-3.79E-03	0.024030867	-0.039052159	-0.028089534	6.91E-03	-0.038572601	0.00078214	-0.043704361	-0.035357067	-0.032735469	-1.39E-03	-1.87E-02	-0.033824813	-0.003997321	-0.047402207	0.000154866	0.001656502	3.61E-03	0.013676901	-3.17E-02	0.004236657	5.44E-03	0.01579953	6.34E-03	0.01054924	1.23E-02	1.80E-02	1.19E-02	0.001192634	1.26E-02	0.228215248	0.006544991	2.39E-03	0.015132265	1.19E-02	0.004211984	0.007274518	0.008128163	-1.94E-02	-1.43E-02	-0.002114572	-0.00173796	0.002875202	-0.01973021	4.31E-03	0.007029542	0.021223187	-0.037998016	-7.06E-04	0.002169813	0.005907823
ANWC79	-0.045578245	-0.056705465	-3.78E-02	-0.038334404	0.055166755	-4.07E-03	0.048112225	2.28E-02	-0.025006994	-4.37E-02	0.061121429	0.052101247	0.053539132	0.056317654	0.055900037	0.053534694	-0.009417209	-0.006638005	-0.028611773	-0.006292475	-0.005955254	-0.001827438	-3.72E-03	-0.040604345	-4.89E-03	-2.69E-02	-2.55E-02	-3.16E-02	-0.029799023	-0.031758852	-2.55E-02	-0.02598137	-3.02E-02	0.039196771	-0.026689622	3.85E-02	-0.033345435	-0.032081781	0.05350875	-3.21E-02	1.09695065	-0.031529654	2.35E-02	0.040350278	0.056061587	0.030131128	-2.41E-02	0.023994174	-2.24E-02	-0.013199667	1.88E-02	0.038516214	0.02288961	2.10E-03	-9.31E-03	-0.031026034	0.046493273	0.031265981	-2.79E-02	0.044043763	-0.029153016	0.05245618	0.043762919	0.032542205	-2.45E-02	1.93E-03	0.032306137	-0.01645721	0.057355168	-0.025403719	-0.029889075	-2.66E-02	-0.043387943	3.91E-02	-0.029541572	-2.34E-02	-0.046096652	-2.86E-02	-0.039653783	-3.32E-02	-4.55E-02	-3.53E-02	-0.024321615	-2.91E-02	-0.033191837	-0.02905606	-3.69E-02	-0.035305373	-3.08E-02	-0.024004571	-0.024628285	-0.024341667	1.41E-02	3.33E-03	-0.015387559	-0.016848208	-0.031599568	-0.002681135	-4.22E-02	-0.028930827	-0.056703793	0.045082176	-2.82E-02	-0.024538458	-0.03468005
ANWC132	0.019505427	0.014936242	2.12E-02	0.021401603	-0.041780289	-7.28E-03	-0.043237743	-2.11E-02	0.007810577	1.78E-02	-0.048412821	-0.042732098	-0.043228316	-0.041886709	-0.045837489	-0.04681454	-0.005083945	-0.004137332	0.011823258	-0.006923121	-0.006694387	-0.005946794	-6.41E-03	0.024860802	-6.91E-03	9.39E-03	-3.04E-03	1.63E-02	0.01704246	0.015499432	2.48E-03	0.010913602	4.26E-03	-0.031429884	0.000840765	-3.07E-02	0.01643256	0.018582629	-0.047978735	4.59E-03	-0.031529654	1.054866672	-2.56E-02	-0.031187919	-0.044020149	-0.027052756	9.24E-03	-0.022852315	-5.19E-03	0.003042084	-2.23E-02	-0.031171887	-0.022946107	-1.39E-02	-3.01E-03	0.00302509	-0.037866473	-0.028031514	1.77E-03	-0.036892884	0.014793953	-0.041650902	-0.034137058	-0.030487386	-3.67E-03	-1.91E-02	-0.03192677	-0.007676837	-0.045284793	-0.004056249	0.013048979	1.15E-03	0.004112045	-3.16E-02	0.01653493	1.50E-03	0.005107945	1.43E-02	0.003520212	2.45E-03	7.14E-03	2.59E-03	-0.001930669	4.49E-03	0.004948859	0.012461955	1.92E-02	0.005564412	3.25E-03	-0.000137814	0.001163222	0.003384893	-1.85E-02	-1.62E-02	0.001139415	0.000384121	0.020416025	-0.020066044	2.33E-02	-0.00198482	0.013214911	-0.038221884	6.69E-03	-0.001308701	0.018938506
ANWC103	-0.036573512	-0.045887139	-2.97E-02	-0.031265229	0.036184362	-3.18E-03	0.031234826	1.86E-02	-0.018802482	-3.54E-02	0.040141202	0.032915146	0.033367052	0.034669097	0.037070147	0.031304831	-0.005771875	-0.00382488	-0.022039279	-0.004438623	-0.002702089	-0.000960912	-2.12E-03	-0.033167935	-4.76E-03	-2.07E-02	-2.30E-02	-2.55E-02	-0.024570061	-0.026452062	-1.82E-02	-0.021028312	-2.42E-02	0.024302804	-0.020897667	2.52E-02	-0.026684748	-0.026740218	0.034648809	-2.48E-02	0.02345271	-0.025595706	1.10E+00	0.024366136	0.035926877	0.022425775	-1.87E-02	0.019768653	-1.99E-02	-0.010073949	6.11E-03	0.022474535	0.021495576	-1.25E-03	-7.76E-03	-0.024569261	0.025526689	0.022130608	-2.01E-02	0.02181121	-0.022734353	0.032771264	0.028136442	0.018622855	-2.07E-02	-2.68E-03	0.019790562	-0.014848367	0.035442701	-0.022609935	-0.023831964	-2.25E-02	-0.034286617	2.42E-02	-0.023736906	-1.68E-02	-0.03667313	-2.29E-02	-0.029963997	-2.85E-02	-3.71E-02	-2.74E-02	-0.020347003	-2.28E-02	-0.026627001	-0.02269817	-3.07E-02	-0.028356086	-2.30E-02	-0.020384266	-0.018339161	-0.01923472	4.54E-03	1.13E-05	-0.013373663	-0.012731251	-0.026289219	-0.006721318	-3.39E-02	-0.022570294	-0.04514699	0.024704933	-2.16E-02	-0.021097339	-0.028895812
ANWC105	-0.044091273	-0.055809914	-3.70E-02	-0.039021848	0.054198286	-3.93E-03	0.048507973	2.31E-02	-0.024356258	-4.21E-02	0.060928595	0.051624707	0.05216934	0.055052525	0.057370278	0.052471042	-0.007915438	-0.006659577	-0.02883088	-0.007555254	-0.004638726	-0.003400932	-3.50E-03	-0.042117128	-3.96E-03	-2.77E-02	-2.54E-02	-3.07E-02	-0.031066267	-0.032612522	-2.53E-02	-0.025619683	-3.02E-02	0.040573298	-0.026305687	3.69E-02	-0.0345218	-0.032623763	0.054140814	-3.17E-02	0.040350278	-0.031187919	2.44E-02	1.093542218	0.055356611	0.027428349	-2.32E-02	0.022634621	-2.24E-02	-0.013409396	2.27E-02	0.040478308	0.022422218	2.73E-03	-8.85E-03	-0.030409633	0.047044633	0.029681288	-2.66E-02	0.042859013	-0.029524333	0.050602808	0.04838287	0.03136542	-2.36E-02	1.52E-03	0.030568792	-0.017395861	0.057681488	-0.02450304	-0.031609683	-2.64E-02	-0.043359134	3.69E-02	-0.029755904	-2.20E-02	-0.043649968	-2.90E-02	-0.039297295	-3.42E-02	-4.31E-02	-3.49E-02	-0.022693613	-2.90E-02	-0.033631508	-0.028961321	-3.85E-02	-0.034081969	-3.08E-02	-0.023739835	-0.023722417	-0.026506854	1.89E-02	4.18E-03	-0.015164046	-0.017218303	-0.031951917	-0.003237446	-4.19E-02	-0.027856111	-0.055465436	0.044319098	-2.83E-02	-0.022033111	-0.03607564
SAM32	-0.064814209	-0.081688061	-5.49E-02	-0.05351622	0.092778154	-6.06E-03	0.103808655	3.52E-02	-0.03459056	-6.04E-02	0.108331826	0.112072289	0.100717733	0.096187631	0.122552976	0.097871166	-0.012950826	-0.008519899	-0.039694298	-0.009104584	-0.005740454	-0.002147374	-4.28E-03	-0.061427031	-7.36E-03	-3.96E-02	-3.69E-02	-4.46E-02	-0.044035693	-0.048022932	-3.59E-02	-0.037599809	-4.29E-02	0.051840857	-0.037446815	5.59E-02	-0.048583757	-0.046928393	0.104931586	-4.56E-02	0.056061587	-0.044020149	3.59E-02	0.055356611	1.210886478	0.04275578	-3.52E-02	0.033184604	-3.19E-02	-0.017699328	2.43E-02	0.051472249	0.031738578	5.53E-03	-1.31E-02	-0.043268023	0.066174876	0.041855503	-3.91E-02	0.058060984	-0.039467748	0.10701067	0.063535988	0.043524199	-3.39E-02	6.67E-03	0.046309255	-0.023670162	0.094532695	-0.036241624	-0.043964318	-3.77E-02	-0.062468166	5.51E-02	-0.042177109	-3.35E-02	-0.063815955	-4.15E-02	-0.056112284	-5.07E-02	-6.41E-02	-5.00E-02	-0.033544827	-4.28E-02	-0.048234931	-0.040693047	-5.32E-02	-0.050586152	-4.37E-02	-0.036415032	-0.034149621	-0.037322366	1.71E-02	7.29E-03	-0.022472885	-0.024146555	-0.045735572	-0.000948789	-6.06E-02	-0.040185002	-0.081233755	0.061871524	-3.91E-02	-0.034157912	-0.050886891
