	A37114	A36182	A35583	A35582	A35183	ABTC114050	ABTC37891	ABTC114048	ABTC143564	ABTC119685	A37115	ABTC113311	ABTC113310	ABTC113234	ABTC113233	ABTC113232	ABTC113231	ABTC85134	ABTC85133	ABTC73792	ABTC73791	ABTC119496	ABTC38831	ABTC38801	ABTC37976	ABTC37966	A35745	B46574	B46525	B46415	ABTC38802	B54287	B54701	B54119	B54149	B54133	B55279	ABTC119649	B55371	B52751	B53877	B41644	B46630	B54257	B54288	ABTC113312	B55292	B33180	B54256	B48315	B49330	ABTC113313	B48221	ABTC119904	B48236	B54436	B48426	B55501	B52750	B48235	B29378	B32845	B55281	B49357	B49438	B50538	B49358	B54028	ABTC114049	B49626	B41656	B52745	B54435	B29336	B52746	B54458	ABTC84315	B54738	B54114	B54739	B55220	B49452	B32899	B55412	B55160	ABTC119512	B55221	B55255	B55126	B55256	B52435	B55280	B55291	ABTC119786	B32011	B55308	B55370	B54740	B55399	B55400	B55503	B29377.b	B32773	B32774	B54278	B29337.a	B33369	B55435	A36181	B33013	ABTC119851	B54778	B33205	
B29378	-0.018849827	-0.020347769	-0.01369581	-0.01929486	-0.017346105	0.005460137	-5.15E-03	-0.000449451	-0.000853071	-1.30E-02	-2.09E-02	0.006157679	0.004221057	0.003181282	0.005382986	0.003219578	0.001851487	-0.008093261	-5.31E-03	-0.007218392	-0.006103829	-1.52E-02	-0.007675568	-0.005852912	-0.004672956	-0.00609256	-1.67E-02	0.002709585	0.004134897	-0.012621328	-7.68E-03	-0.014564344	-8.75E-03	-0.015376661	-1.42E-02	-1.51E-02	-0.011010463	-1.12E-02	-0.012242047	0.001724493	-0.01026329	0.014994054	0.001373753	-0.016461226	-0.014460133	0.0017946	-1.32E-02	0.002203418	-0.013420183	-1.22E-03	0.002843165	0.005538829	-0.001455167	-0.009795173	-0.00185299	-2.78E-03	-7.98E-03	0.000421242	0.001742885	-0.001321303	1.068354726	-6.75E-03	-1.31E-02	0.002241414	-0.000434364	-0.01204897	-0.000581204	-0.016221191	0.001817649	0.003588691	0.038306522	0.000390062	-4.20E-03	0.043519902	0.000735164	0.005323235	0.003958669	-7.47E-03	-1.44E-02	-7.40E-03	-0.017398478	0.001705722	-1.36E-02	-1.04E-02	-0.017262009	-0.012217577	-1.77E-02	-0.014494205	-1.70E-02	-1.46E-02	-6.79E-03	-1.28E-02	-1.35E-02	-0.013095403	-1.99E-02	-0.013431553	-0.012699197	-0.005849269	-0.009725997	-0.011223772	0.000780414	7.90E-02	-0.009507381	-9.26E-03	-1.52E-02	0.058646318	-0.019370641	-0.011785661	-0.020843668	-0.001063633	-1.43E-02	-8.53E-03	-0.016117983	
B32845	-0.005032732	-0.008466902	-0.001537642	-0.005346656	-0.003024229	-0.01310209	-6.65E-05	-0.017068081	-0.00616655	-3.07E-03	-6.46E-03	-0.014729598	-0.013300266	-0.015335359	-0.012222727	-0.01452889	-0.015776205	-0.002956497	-9.87E-04	-0.00157735	-0.001039887	-2.78E-03	-0.000647612	-0.00088611	-0.000784926	-0.002422474	-2.04E-03	-0.011369534	-0.010763183	-0.001276754	2.96E-04	-0.002230003	-7.02E-03	-0.002307298	-2.05E-03	-2.51E-03	-0.003484937	-1.62E-03	-0.003653826	-0.01050813	-0.004143059	-0.006873261	-0.010152901	-0.002018806	-0.001765871	-0.01601378	-3.46E-03	-0.009417961	-0.002779459	-7.96E-03	-0.008914193	-0.013112207	-0.007930196	-0.000884187	-0.005799335	-7.56E-03	-2.70E-03	-0.011451279	-0.009296564	-0.005693682	-0.006749413	1.05E+00	-5.30E-03	-0.012205816	-0.007638537	-0.004108188	-0.013433861	-0.00347452	-0.013843327	-0.011938383	-0.009775827	-0.010490672	-6.28E-03	-0.010475971	-0.010701913	-0.007190605	-0.015020336	-7.62E-03	-3.22E-03	-4.29E-03	-0.006571107	-0.010651734	-3.49E-03	-3.07E-03	-0.009250451	-0.002187792	-6.70E-03	-0.004924154	-8.47E-03	-7.15E-03	-3.65E-03	-3.48E-03	-4.27E-03	-0.002095457	-5.40E-03	-0.003634427	-0.004213261	-0.005239798	-0.001113526	-0.002099201	-0.008851288	-6.93E-03	-0.001801537	-3.14E-03	-1.89E-03	-0.012599998	-0.006062787	-0.004958999	-0.008529127	-0.01505432	-3.84E-03	-3.56E-03	-0.00294086	
B55281	0.005173818	0.033078964	0.008095508	0.000533806	0.007014579	-0.041040397	-6.86E-03	-0.039668244	-0.021508126	-2.17E-03	-1.33E-03	-0.046257963	-0.04219183	-0.041095041	-0.041347954	-0.044337204	-0.04435805	-0.006573403	-2.46E-03	-0.005274802	-0.006304341	-2.77E-03	-0.007695004	-0.008230922	-0.006582354	-0.010516912	6.27E-03	-0.036635159	-0.034707284	0.007553759	-6.84E-03	-0.001364619	7.46E-03	0.002911628	5.04E-03	2.61E-03	0.024657469	3.81E-03	0.01775531	-0.029181103	0.008669253	-0.014391872	-0.030927946	0.002746332	0.004082546	-0.043615225	2.46E-02	-0.030669857	0.003607954	-2.43E-02	-0.030017251	-0.042759268	-0.025279529	0.003308716	-0.02382144	-2.02E-04	-4.51E-03	-0.019055786	-0.030511888	-0.021300901	-0.013050628	-5.30E-03	1.08E+00	-0.036864043	-0.026188561	0.005349977	-0.036134794	-0.00062386	-0.040547811	-0.03292013	-0.014696027	-0.028202091	-9.35E-04	-0.017249682	-0.02861601	-0.001748764	-0.043882823	3.20E-03	1.56E-03	8.49E-03	0.023289944	-0.030284819	2.17E-03	6.21E-03	0.033189107	0.006390726	1.39E-02	0.020005464	3.14E-02	2.50E-02	3.19E-03	1.53E-02	1.73E-02	0.003248878	-7.55E-05	0.009307244	0.009786211	0.005509939	0.006561138	0.0092396	-0.01690226	-1.38E-02	-0.004880731	-4.53E-03	1.36E-03	-0.017185891	-0.000880213	0.01635188	0.033487196	-0.036797149	-3.05E-03	5.78E-03	0.004389189	
B49357	-0.053251339	-0.067722382	-0.045924623	-0.045164574	-0.051960401	0.063438357	-7.28E-03	0.05532937	0.024885574	-2.90E-02	-4.98E-02	0.071639322	0.061332509	0.060500122	0.065391718	0.067658563	0.060866051	-0.011705718	-1.24E-02	-0.010643571	-0.008916975	-3.49E-02	-0.009136732	-0.006590601	-0.003344141	-0.006318503	-5.12E-02	0.050747524	0.050403814	-0.043427888	-8.00E-03	-0.032672249	-3.02E-02	-0.038909029	-3.78E-02	-4.10E-02	-0.030575142	-3.28E-02	-0.035784707	0.044423326	-0.031841497	0.007017429	0.042633807	-0.041554728	-0.039931152	0.063054438	-3.85E-02	0.046350143	-0.037473294	2.55E-02	0.046865704	0.065594562	0.033120899	-0.030209227	0.026598359	-2.65E-02	-1.78E-02	0.020634649	0.043018348	0.024120812	0.002241414	-1.22E-02	-3.69E-02	1.103480935	0.036564771	-0.032320874	0.313336003	-0.034592981	0.058544071	0.050572599	0.000685164	0.034537728	-2.92E-02	0.002161787	0.03596784	-0.018828445	0.064226836	-3.10E-02	-3.75E-02	-3.23E-02	-0.051194468	0.044033631	-3.40E-02	-2.94E-02	-0.052092796	-0.035352763	-4.61E-02	-0.039575452	-5.32E-02	-4.20E-02	-2.91E-02	-3.70E-02	-4.04E-02	-0.034672117	-4.51E-02	-0.042314625	-0.036846684	-0.029355954	-0.028162161	-0.03163004	0.015713367	3.73E-03	-0.01937699	-2.03E-02	-3.77E-02	-0.00398574	-0.051280221	-0.03304844	-0.066878938	0.049339333	-3.32E-02	-2.87E-02	-0.043815443	
B49438	-0.039489723	-0.049755891	-0.032603585	-0.034734324	-0.037093511	0.042795208	-4.84E-03	0.036017814	0.018881809	-2.33E-02	-4.00E-02	0.046934994	0.039040444	0.039689752	0.043861582	0.042779107	0.040468157	-0.008317721	-9.71E-03	-0.007007391	-0.005567491	-2.64E-02	-0.005780253	-0.00484322	-0.002249318	-0.004689326	-3.72E-02	0.034131611	0.033907137	-0.030660655	-3.42E-03	-0.02408095	-2.33E-02	-0.027571627	-2.79E-02	-2.92E-02	-0.02165823	-2.36E-02	-0.026857684	0.028736784	-0.023136742	0.003483605	0.029979039	-0.030766629	-0.030149572	0.041985715	-2.78E-02	0.031240934	-0.027841908	2.21E-02	0.029705858	0.041651723	0.025774716	-0.021027266	0.021861263	-1.97E-02	-1.19E-02	0.013403808	0.029422013	0.019356791	-0.000434364	-7.64E-03	-2.62E-02	0.036564771	1.087532282	-0.023765979	0.032738916	-0.024391268	0.038801585	0.033692155	-0.001477096	0.021472414	-2.17E-02	-0.002406623	0.024373225	-0.015319729	0.041864873	-2.29E-02	-2.72E-02	-2.31E-02	-0.036850012	0.033517223	-2.54E-02	-2.02E-02	-0.040503047	-0.025867447	-3.37E-02	-0.030449749	-4.00E-02	-3.12E-02	-2.08E-02	-2.66E-02	-2.81E-02	-0.025839273	-3.43E-02	-0.031575845	-0.026648283	-0.021834397	-0.021557607	-0.021630293	0.00705407	6.43E-04	-0.012872839	-1.58E-02	-2.90E-02	-0.007784529	-0.037195997	-0.022964836	-0.049013491	0.032411348	-2.37E-02	-2.09E-02	-0.030962299	
B50538	0.0025523	0.013666457	0.006641532	-0.0003081	0.00411202	-0.036909397	-3.78E-03	-0.037656556	-0.018226471	-1.13E-03	-2.44E-03	-0.040719313	-0.036609464	-0.037760285	-0.036303451	-0.039988753	-0.04144307	-0.004203628	-7.25E-04	-0.004314003	-0.004553527	-1.02E-03	-0.003286726	-0.00466827	-0.005244063	-0.00630677	3.91E-03	-0.032471473	-0.030655488	0.007767293	-5.16E-03	0.000656833	6.84E-04	0.001377378	3.48E-03	1.89E-03	0.006911767	2.22E-03	0.006740367	-0.027077652	0.047420145	-0.014130816	-0.027208229	0.002735784	0.00268707	-0.040916476	7.37E-03	-0.027713965	0.002239105	-2.01E-02	-0.026339859	-0.038751206	-0.02119826	0.003656075	-0.020883657	-1.14E-03	-2.68E-03	-0.018565669	-0.026555929	-0.019154993	-0.01204897	-4.11E-03	5.35E-03	-0.032320874	-0.023765979	1.119394898	-0.031358832	-0.001081122	-0.037546679	-0.027642754	-0.016100905	-0.027698642	-1.19E-03	-0.01586862	-0.027714278	-0.003256413	-0.040040833	-1.21E-03	1.11E-03	2.57E-03	0.008517443	-0.027838112	2.23E-03	5.45E-03	0.007230671	0.004493635	7.06E-03	0.010516897	1.09E-02	7.66E-03	2.78E-03	8.65E-03	6.98E-03	0.003358957	-4.20E-04	0.00849112	0.006590371	0.003349778	0.006130547	0.007796747	-0.016118791	-1.33E-02	-0.002792949	-1.05E-03	1.99E-03	-0.015992417	-0.002238457	0.005503542	0.012522815	-0.033811473	-2.03E-04	1.01E-03	0.001121107	
B49358	-0.050328438	-0.063861326	-0.044035534	-0.042012002	-0.050688744	0.056375083	-7.21E-03	0.044513843	0.02199364	-2.89E-02	-4.67E-02	0.063390569	0.052040541	0.051824903	0.060425949	0.059157753	0.051354988	-0.013272669	-1.36E-02	-0.011254446	-0.010236915	-3.31E-02	-0.010166562	-0.006934792	-0.004981464	-0.007857169	-4.84E-02	0.044130491	0.0449286	-0.041556384	-8.72E-03	-0.031862975	-2.97E-02	-0.036978494	-3.68E-02	-3.98E-02	-0.030256914	-3.21E-02	-0.034693899	0.040613833	-0.032345542	0.004592426	0.037731198	-0.039704543	-0.038752574	0.052479186	-3.80E-02	0.044081315	-0.036533957	2.19E-02	0.042857162	0.057678285	0.029803269	-0.029715952	0.02326529	-2.64E-02	-1.81E-02	0.017748844	0.039070539	0.019749216	-0.000581204	-1.34E-02	-3.61E-02	0.313336003	0.032738916	-0.031358832	1.11148417	-0.033737409	0.050000106	0.045956161	-0.001067005	0.029405644	-2.94E-02	-0.000818879	0.031051752	-0.018729524	0.055637161	-3.04E-02	-3.52E-02	-3.21E-02	-0.049355847	0.04135652	-3.49E-02	-2.92E-02	-0.048554501	-0.035150345	-4.46E-02	-0.038888136	-5.02E-02	-4.05E-02	-2.89E-02	-3.51E-02	-3.92E-02	-0.034374356	-4.31E-02	-0.04023583	-0.035747857	-0.029854764	-0.028160238	-0.031933039	0.011801574	1.14E-03	-0.01983018	-2.03E-02	-3.75E-02	-0.007889824	-0.047949828	-0.033114675	-0.062159679	0.043902868	-3.14E-02	-2.86E-02	-0.041381478	
B54028	0.015057194	0.008031595	0.018484939	0.016353434	0.020337824	-0.037319039	-7.56E-03	-0.039210544	-0.020667876	6.05E-03	1.22E-02	-0.042886419	-0.03734245	-0.039785916	-0.039399858	-0.040707874	-0.040562169	-0.003868736	-5.88E-04	-0.004691931	-0.004361822	1.55E-02	-0.007076366	-0.006809848	-0.006575419	-0.00941246	2.15E-02	-0.036175094	-0.032391441	0.015539832	-7.78E-03	0.027412953	-6.85E-03	0.016815851	1.60E-02	1.31E-02	0.000184774	1.19E-02	0.001539779	-0.02767513	-0.000517791	-0.01766745	-0.029616926	0.012389951	0.011999787	-0.041948828	1.38E-03	-0.028967996	0.015376245	-2.27E-02	-0.029413264	-0.039212115	-0.023964679	0.010420802	-0.022780846	-9.37E-03	8.51E-04	-0.021382124	-0.027405359	-0.02141362	-0.016221191	-3.47E-03	-6.24E-04	-0.034592981	-0.024391268	-0.001081122	-0.033737409	1.067227602	-0.038225044	-0.031437313	-0.019159678	-0.029818915	-8.07E-03	-0.018897883	-0.028744557	-0.010231882	-0.041991997	-7.46E-03	9.27E-03	-3.51E-03	-0.001196963	-0.028666613	9.76E-03	-1.48E-03	0.000201227	0.015054918	-3.42E-03	-0.001931855	2.44E-03	-1.98E-03	-3.65E-03	2.56E-03	-2.91E-04	0.012077949	1.47E-02	0.001035661	-0.000829242	-0.001193424	0.000743116	0.000188232	-0.018068149	-1.60E-02	0.000571601	2.94E-04	1.51E-02	-0.021054995	0.018367682	-0.00382977	0.006664859	-0.03311606	1.17E-02	-5.13E-03	0.015860598	
ABTC114049	-0.058695802	-0.075199416	-0.052683209	-0.0498138	-0.058483916	0.093416173	-5.55E-03	0.102396256	0.03291203	-3.32E-02	-5.45E-02	0.112922936	0.09158776	0.097945565	0.089900995	0.096172387	0.090961346	-0.01181527	-1.44E-02	-0.013575045	-0.009849877	-3.76E-02	-0.008711544	-0.008194381	-0.004749912	-0.006889583	-5.78E-02	0.0613599	0.059459545	-0.049289629	-8.59E-03	-0.037489568	-3.42E-02	-0.04159844	-4.21E-02	-4.60E-02	-0.033809317	-3.60E-02	-0.04126018	0.047888006	-0.035773235	0.005871282	0.052233602	-0.045981602	-0.046026339	0.087077258	-4.32E-02	0.052240793	-0.041207124	3.27E-02	0.050435466	0.106428884	0.038623362	-0.035403586	0.03041249	-3.08E-02	-1.78E-02	0.020340147	0.047799206	0.027750987	0.001817649	-1.38E-02	-4.05E-02	0.058544071	0.038801585	-0.037546679	0.050000106	-0.038225044	1.136649489	0.059033569	-0.000201817	0.037997979	-3.31E-02	0.000588607	0.040231894	-0.023039829	0.085556051	-3.41E-02	-4.14E-02	-3.51E-02	-0.057522344	0.051272233	-3.89E-02	-3.02E-02	-0.0580275	-0.041031229	-5.18E-02	-0.046172149	-5.93E-02	-4.54E-02	-3.33E-02	-3.94E-02	-4.49E-02	-0.039875957	-4.91E-02	-0.048351045	-0.041206323	-0.03456369	-0.032691324	-0.03636431	0.014192122	4.37E-03	-0.022586112	-2.30E-02	-4.16E-02	-0.007957044	-0.055485163	-0.038941114	-0.074942844	0.05525241	-3.72E-02	-3.22E-02	-0.048605928	
B49626	-0.048983559	-0.059810876	-0.040186887	-0.040932798	-0.046880525	0.0604769	-5.33E-03	0.055662062	0.024000928	-2.62E-02	-4.57E-02	0.067645783	0.057448543	0.058746415	0.061979063	0.063678946	0.060592096	-0.011949978	-1.12E-02	-0.009033195	-0.007971574	-3.12E-02	-0.007920507	-0.00527834	-0.003143646	-0.005402828	-4.58E-02	0.050612882	0.048095243	-0.037683123	-6.14E-03	-0.03001372	-2.59E-02	-0.034324851	-3.37E-02	-3.68E-02	-0.027701699	-2.82E-02	-0.032593312	0.043035003	-0.027679123	0.008153448	0.042064784	-0.036914737	-0.036344122	0.061383527	-3.50E-02	0.043700477	-0.033872183	2.80E-02	0.048267843	0.063253856	0.032763898	-0.026745638	0.025384885	-2.43E-02	-1.39E-02	0.024344776	0.043374314	0.024346536	0.003588691	-1.19E-02	-3.29E-02	0.050572599	0.033692155	-0.027642755	0.045956161	-0.031437313	0.059033569	1.105284691	0.003300385	0.032141286	-2.59E-02	0.002496008	0.036958196	-0.017508699	0.065454395	-2.61E-02	-3.28E-02	-2.87E-02	-0.043966275	0.042521919	-3.18E-02	-2.52E-02	-0.047303815	-0.031646551	-4.07E-02	-0.037366894	-4.77E-02	-3.67E-02	-2.66E-02	-3.15E-02	-3.53E-02	-0.031454527	-4.24E-02	-0.038453323	-0.033097789	-0.026095556	-0.025611183	-0.028454723	0.016770677	5.02E-03	-0.018312347	-1.86E-02	-3.36E-02	-0.002662935	-0.04519478	-0.030113259	-0.059606464	0.049484799	-3.08E-02	-2.61E-02	-0.039569072	
B41656	-0.022376265	-0.024078051	-0.017631082	-0.021830496	-0.021371118	0.004493701	-8.63E-03	-0.003212583	-0.001693519	-1.71E-02	-2.36E-02	0.00464567	0.001921353	0.001688837	0.004253394	0.001545345	-0.001264246	-0.010100838	-8.00E-03	-0.009260813	-0.008192067	-1.91E-02	-0.009410583	-0.009073293	-0.007665971	-0.009198678	-2.07E-02	0.002419623	0.001532896	-0.015007429	-8.96E-03	-0.017940741	-1.09E-02	-0.018609746	-1.73E-02	-1.89E-02	-0.014051515	-1.47E-02	-0.015531382	0.002799284	-0.013373877	0.0349523	0.000431349	-0.019610848	-0.019512136	-0.002154378	-1.73E-02	0.00232499	-0.017518761	-2.42E-03	0.003106161	0.003600894	-0.00158722	-0.014566058	-0.004649624	-6.17E-03	-1.04E-02	0.002360543	0.002003379	-0.004525757	0.038306522	-9.78E-03	-1.47E-02	0.000685164	-0.001477096	-0.016100905	-0.001067005	-0.019159678	-0.000201817	0.003300385	1.237982154	-0.000380289	-8.55E-03	0.029756174	-0.000213951	0.000211431	0.00266408	-1.09E-02	-1.79E-02	-1.06E-02	-0.020888026	-0.001392326	-1.56E-02	-1.38E-02	-0.022091659	-0.016238371	-2.13E-02	-0.01775096	-1.94E-02	-1.80E-02	-8.27E-03	-1.64E-02	-1.76E-02	-0.01604879	-2.14E-02	-0.017539732	-0.016091026	-0.009636928	-0.013451383	-0.014549268	0.000678836	3.35E-02	-0.013779679	-1.39E-02	-1.91E-02	0.037022819	-0.022942324	-0.013741491	-0.024233811	-0.001741638	-1.98E-02	-1.19E-02	-0.018578739	
B52745	-0.044770946	-0.054715939	-0.03757283	-0.038532513	-0.04230095	0.04423805	-7.03E-03	0.031808219	0.017923528	-2.79E-02	-4.23E-02	0.047812475	0.039531976	0.038477971	0.044320275	0.04259864	0.038631516	-0.010808155	-1.20E-02	-0.009491714	-0.007520909	-2.84E-02	-0.008304348	-0.008722805	-0.004419996	-0.007338752	-4.16E-02	0.034457206	0.031957078	-0.035688168	-7.02E-03	-0.027236411	-2.41E-02	-0.031603385	-3.05E-02	-3.30E-02	-0.025546577	-2.80E-02	-0.030080596	0.032837206	-0.026891957	0.004986622	0.028967432	-0.034687965	-0.033261293	0.035846099	-3.23E-02	0.032585668	-0.030162669	1.86E-02	0.031568492	0.043330372	0.022898246	-0.026038462	0.018167276	-2.38E-02	-1.49E-02	0.014998718	0.029472646	0.016821266	0.000390062	-1.05E-02	-2.82E-02	0.034537728	0.021472414	-0.027698642	0.029405644	-0.029818915	0.037997979	0.032141286	-0.000380289	1.102448583	-2.57E-02	-0.002077049	0.251665707	-0.01431904	0.042879522	-2.52E-02	-3.01E-02	-2.51E-02	-0.041228159	0.028584385	-3.02E-02	-2.33E-02	-0.041859318	-0.031024181	-3.75E-02	-0.03371461	-4.09E-02	-3.49E-02	-2.34E-02	-2.84E-02	-3.31E-02	-0.031498408	-3.73E-02	-0.036546223	-0.02965877	-0.024099318	-0.024054302	-0.025732851	0.010151198	-1.17E-04	-0.017569909	-1.89E-02	-3.33E-02	-0.008013735	-0.04273239	-0.027738576	-0.053260216	0.029694001	-2.93E-02	-2.34E-02	-0.036343061	
B54435	-0.003221246	0.00890998	0.002480826	-0.007112614	-0.000254093	-0.031187046	-7.25E-03	-0.033511972	-0.016674067	-6.53E-03	-7.71E-03	-0.035450982	-0.032418278	-0.034132821	-0.031479293	-0.035359552	-0.036694814	-0.008559791	-2.44E-03	-0.008284049	-0.008150155	-9.02E-03	-0.00831381	-0.008554581	-0.007817687	-0.009352038	-8.08E-04	-0.029858187	-0.026288516	0.002927124	-8.85E-03	-0.00523814	1.19E-02	-0.003807286	-2.78E-03	-1.96E-03	-0.002716396	-1.34E-03	0.001009587	-0.022623935	-0.001814395	-0.008535476	-0.024394125	-0.003828652	-0.002813828	-0.036141677	-8.26E-04	-0.024111861	-0.002934602	-2.03E-02	-0.02313204	-0.033488909	-0.020408168	-0.001598628	-0.021492526	2.69E-01	-4.83E-03	-0.015728275	-0.022669859	-0.019270369	-0.004197286	-6.28E-03	-9.35E-04	-0.029215117	-0.021745846	-0.001192849	-0.029426105	-0.008074986	-0.033085722	-0.025940803	-0.008545119	-0.025694277	1.15E+00	-0.006743942	-0.024893108	0.027033321	-0.035442365	1.15E-02	-5.39E-03	1.08E-02	0.001461392	-0.026398079	-3.34E-03	-1.76E-04	0.003518093	0.000529781	-8.12E-04	-0.000156813	4.17E-03	7.74E-04	1.33E-02	9.14E-05	2.18E-04	-0.00248258	-6.89E-03	0.00198258	0.000448826	0.009967791	-0.00020808	-0.000883596	-0.014411329	-4.25E-03	-0.007461931	-5.37E-03	-5.85E-03	-0.005238142	-0.006514468	-0.000160372	0.007180345	-0.029420076	-6.42E-03	9.40E-03	-0.001863103	
B29336	-0.024328216	-0.024633033	-0.01719015	-0.022165042	-0.021311588	0.004830783	-7.69E-03	-0.000590554	-0.000813819	-1.75E-02	-2.56E-02	0.006096658	0.002770855	0.001834256	0.005759766	0.003538818	0.000879514	-0.010934404	-6.94E-03	-0.009440684	-0.008780305	-1.99E-02	-0.009929558	-0.008413975	-0.006500211	-0.008875536	-2.09E-02	0.002729017	0.002325573	-0.016851611	-9.84E-03	-0.01641277	-1.10E-02	-0.017762841	-1.71E-02	-1.81E-02	-0.013709825	-1.45E-02	-0.01574901	0.001543933	-0.014401675	0.01052189	0.000146771	-0.019718105	-0.019022691	0.00090157	-1.79E-02	0.002034741	-0.018391814	-2.44E-03	0.001628422	0.006627521	-0.001104786	-0.013278653	-0.002544141	-4.64E-03	-1.06E-02	-0.003320149	0.000982884	-0.003603015	0.043519902	-1.05E-02	-1.72E-02	0.002161787	-0.002406623	-0.01586862	-0.000818879	-0.018897883	0.000588607	0.002496008	0.029756174	-0.002077049	-6.74E-03	1.08802259	-0.00170598	0.003385503	0.004360774	-1.14E-02	-1.88E-02	-1.16E-02	-0.021537861	0.00021624	-1.68E-02	-1.33E-02	-0.022741611	-0.015073313	-2.15E-02	-0.018794902	-2.16E-02	-1.74E-02	-9.41E-03	-1.58E-02	-1.74E-02	-0.015228529	-2.36E-02	-0.017432189	-0.016421609	-0.010163403	-0.013019317	-0.014505569	-0.002340878	4.83E-02	-0.013288848	-1.28E-02	-1.85E-02	0.354976159	-0.023179091	-0.015979134	-0.025528468	-0.002343875	-1.83E-02	-1.11E-02	-0.020725952	
B52746	-0.043595338	-0.054664988	-0.038005335	-0.039512644	-0.042580355	0.044304964	-6.72E-03	0.035924915	0.017847803	-2.60E-02	-4.17E-02	0.050230358	0.042500888	0.040079004	0.045944709	0.045104313	0.041529442	-0.011634048	-1.20E-02	-0.009996298	-0.007525225	-2.78E-02	-0.008844478	-0.00800784	-0.003996817	-0.007719357	-4.15E-02	0.035611654	0.034874322	-0.035816342	-8.00E-03	-0.027692492	-2.51E-02	-0.030451969	-3.09E-02	-3.40E-02	-0.025669638	-2.81E-02	-0.031375941	0.032459447	-0.026476698	0.007065918	0.03015535	-0.034012063	-0.032830535	0.038926097	-3.33E-02	0.032501821	-0.031586101	1.99E-02	0.030610901	0.046155244	0.023148559	-0.025787971	0.018901822	-2.33E-02	-1.52E-02	0.015461498	0.029934042	0.017213804	0.000735164	-1.07E-02	-2.86E-02	0.03596784	0.024373225	-0.027714278	0.031051752	-0.028744557	0.040231894	0.036958196	-0.000213951	0.251665707	-2.49E-02	-0.00170598	1.100910544	-0.01505653	0.04589147	-2.60E-02	-3.10E-02	-2.56E-02	-0.041927263	0.028307392	-3.08E-02	-2.36E-02	-0.042741548	-0.029810683	-3.76E-02	-0.033309807	-4.27E-02	-3.54E-02	-2.39E-02	-2.91E-02	-3.43E-02	-0.029933951	-3.74E-02	-0.035295378	-0.030032176	-0.024639215	-0.024211161	-0.025930292	0.011474246	7.69E-04	-0.016586356	-1.84E-02	-3.28E-02	-0.006183953	-0.041913817	-0.028055489	-0.054649508	0.032901805	-2.95E-02	-2.45E-02	-0.035626116	
B54458	-0.009333346	-0.002152239	-0.003798379	-0.011064531	-0.007486968	-0.020932648	-6.84E-03	-0.023646768	-0.012282719	-1.02E-02	-1.49E-02	-0.023775194	-0.02218378	-0.023070002	-0.021039867	-0.023064598	-0.024170216	-0.007551113	-4.61E-03	-0.007090828	-0.008639491	-9.74E-03	-0.006935136	-0.007947348	-0.007174477	-0.008767094	-7.66E-03	-0.019273736	-0.018048999	-0.002743382	-7.07E-03	-0.007118819	1.11E-02	-0.007834509	-6.00E-03	-8.15E-03	-0.002441628	-5.38E-03	-0.001739508	-0.01520504	-0.002563874	-0.001508272	-0.016450801	-0.007107272	-0.006619025	-0.02598912	-3.31E-03	-0.016160047	-0.007120452	-1.47E-02	-0.017060056	-0.023371248	-0.014983059	-0.005176039	-0.013335042	2.59E-02	-6.79E-03	-0.009503823	-0.01435964	-0.01300069	0.005323235	-7.19E-03	-1.75E-03	-0.018828445	-0.015319729	-0.003256413	-0.018729524	-0.010231882	-0.023039829	-0.017508699	0.000211431	-0.01431904	2.70E-02	0.003385503	-0.01505653	1.102490306	-0.023642042	1.02E-02	-6.77E-03	8.54E-03	-0.002657931	-0.016606759	-6.66E-03	-1.36E-03	-0.002731945	-0.005243177	-5.19E-03	-0.002817521	-1.06E-03	-1.56E-03	1.04E-02	-2.92E-03	-3.52E-03	-0.005858097	-1.20E-02	-0.003454977	-0.002188393	0.008327039	-0.003349597	-0.000767411	-0.009810705	6.29E-03	-0.007699478	-7.62E-03	-8.15E-03	0.00608803	-0.011681378	-0.004227528	-0.002116195	-0.022481	-8.99E-03	8.98E-03	-0.006386244	
