SAMPLE.ID,YearJD,Ndays5
ANWC128,1989,59
ANWC128,1990,44
ANWC128,1991,36
ANWC128,2000,69
ANWC128,2001,50
ANWC128,1994,55
ANWC128,1995,50
ANWC128,1996,33
ANWC128,1997,43
ANWC128,1998,34
ANWC128,1999,40
ANWC128,2002,52
ANWC129,1997,44
ANWC129,1996,32
ANWC129,1988,1
ANWC129,1989,57
ANWC129,1990,42
ANWC129,1991,36
ANWC129,1992,50
ANWC129,1993,54
ANWC129,1994,54
ANWC129,1995,48
ANWC129,1998,31
ANWC129,1999,38
ANWC129,2000,66
ANWC129,2001,48
ANWC129,2002,52
ANWC130,2000,64
ANWC130,1999,40
ANWC130,1988,4
ANWC130,1989,60
ANWC130,1990,45
ANWC130,1991,38
ANWC130,1992,49
ANWC130,1993,47
ANWC130,1994,57
ANWC130,1995,46
ANWC130,1996,28
ANWC130,1997,45
ANWC130,1998,32
ANWC130,2001,50
ANWC130,2002,52
ANWC131,1988,3
ANWC131,1989,63
ANWC131,1990,44
ANWC131,1991,38
ANWC131,1992,50
ANWC131,1993,52
ANWC131,1994,57
ANWC131,1995,46
ANWC131,1996,29
ANWC131,1997,46
ANWC131,1998,32
ANWC131,1999,40
ANWC131,2000,67
ANWC131,2001,49
ANWC131,2002,54
ANWC132,1988,0
ANWC132,1989,54
ANWC132,1990,39
ANWC132,1991,32
ANWC132,1992,51
ANWC132,1993,60
ANWC132,1994,58
ANWC132,1995,52
ANWC132,1996,41
ANWC132,1997,44
ANWC132,1998,36
ANWC132,1999,38
ANWC132,2000,68
ANWC132,2001,57
ANWC132,2002,55
ANWC133,1994,58
ANWC133,1995,52
ANWC133,1988,0
ANWC133,1989,54
ANWC133,1990,39
ANWC133,1991,32
ANWC133,1992,51
ANWC133,1993,60
ANWC133,2002,55
ANWC133,1996,41
ANWC133,1997,44
ANWC133,1998,36
ANWC133,1999,38
ANWC133,2000,68
ANWC133,2001,57
ANWC134,1989,59
ANWC134,1990,45
ANWC134,1991,35
ANWC134,1988,0
ANWC134,1997,51
ANWC134,1998,37
ANWC134,1999,43
ANWC134,1992,55
ANWC134,1993,61
ANWC134,1994,59
ANWC134,1995,54
ANWC134,1996,43
ANWC134,2000,75
ANWC134,2001,62
ANWC134,2002,62
ANWC135,1994,61
ANWC135,1993,61
ANWC135,1988,0
ANWC135,1989,57
ANWC135,1990,43
ANWC135,1991,33
ANWC135,1992,51
ANWC135,2001,67
ANWC135,2002,60
ANWC135,1995,54
ANWC135,1996,40
ANWC135,1997,47
ANWC135,1998,37
ANWC135,1999,44
ANWC135,2000,79
ANWC136,1997,47
ANWC136,1998,37
ANWC136,1988,0
ANWC136,1989,57
ANWC136,1990,43
ANWC136,1991,33
ANWC136,1992,51
ANWC136,1993,61
ANWC136,1994,61
ANWC136,1995,54
ANWC136,1996,40
ANWC136,1999,44
ANWC136,2000,79
ANWC136,2001,67
ANWC136,2002,60
ANWC126,2004,51
ANWC126,2005,46
ANWC126,2003,44
ANWC126,2007,59
ANWC126,2008,48
ANWC126,2006,51
ANWC128,2008,47
ANWC128,2003,45
ANWC128,2006,52
ANWC128,2004,52
ANWC128,2005,46
ANWC128,2007,69
ANWC129,2004,53
ANWC129,2005,46
ANWC129,2003,45
ANWC129,2006,52
ANWC129,2007,72
ANWC129,2008,48
ANWC130,2007,67
ANWC130,2008,43
ANWC130,2003,45
ANWC130,2004,53
ANWC130,2005,48
ANWC130,2006,54
ANWC131,2003,43
ANWC131,2004,53
ANWC131,2006,55
ANWC131,2005,49
ANWC131,2008,43
ANWC131,2007,68
ANWC132,2008,49
ANWC132,2007,66
ANWC132,2003,46
ANWC132,2004,46
ANWC132,2005,39
ANWC132,2006,50
ANWC133,2003,46
ANWC133,2004,46
ANWC133,2005,39
ANWC133,2006,50
ANWC133,2007,66
ANWC133,2008,49
ANWC134,2005,41
ANWC134,2006,54
ANWC134,2007,74
ANWC134,2003,52
ANWC134,2004,52
ANWC134,2008,54
ANWC135,2004,54
ANWC135,2005,45
ANWC135,2003,55
ANWC135,2006,56
ANWC135,2007,79
ANWC135,2008,56
ANWC136,2005,45
ANWC136,2006,56
ANWC136,2003,55
ANWC136,2004,54
ANWC136,2008,56
ANWC136,2007,79
ANWC113,1991,0
ANWC113,1992,0
ANWC113,1989,0
ANWC113,1990,1
ANWC113,1999,0
ANWC113,2000,2
ANWC113,1993,0
ANWC113,1994,0
ANWC113,1995,0
ANWC113,1996,0
ANWC113,1997,0
ANWC113,1998,0
ANWC113,2001,1
ANWC113,2002,0
ANWC113,2003,0
ANWC115,1996,20
ANWC115,1995,23
ANWC115,1989,0
ANWC115,1990,35
ANWC115,1991,27
ANWC115,1992,27
ANWC115,1993,4
ANWC115,1994,35
ANWC115,2003,17
ANWC115,1997,17
ANWC115,1998,14
ANWC115,1999,20
ANWC115,2000,33
ANWC115,2001,34
ANWC115,2002,29
ANWC116,1998,14
ANWC116,1999,20
ANWC116,2000,33
ANWC116,1989,0
ANWC116,1990,35
ANWC116,1991,27
ANWC116,1992,27
ANWC116,1993,4
ANWC116,1994,35
ANWC116,1995,23
ANWC116,1996,20
ANWC116,1997,17
ANWC116,2001,34
ANWC116,2002,29
ANWC116,2003,17
ANWC117,2003,62
ANWC117,2002,71
ANWC117,1989,0
ANWC117,1990,57
ANWC117,1991,54
ANWC117,1992,68
ANWC117,1993,48
ANWC117,1994,85
ANWC117,1995,62
ANWC117,1996,65
ANWC117,1997,65
ANWC117,1998,37
ANWC117,1999,61
ANWC117,2000,69
ANWC117,2001,64
ANWC118,1989,0
ANWC118,1990,57
ANWC118,1991,54
ANWC118,1992,68
ANWC118,1993,48
ANWC118,1994,85
ANWC118,1995,62
ANWC118,1996,65
ANWC118,1997,65
ANWC118,1998,37
ANWC118,1999,61
ANWC118,2000,69
ANWC118,2001,64
ANWC118,2002,71
ANWC118,2003,62
ANWC137,2003,0
ANWC137,2002,0
ANWC137,1989,0
ANWC137,1990,0
ANWC137,1991,0
ANWC137,1992,0
ANWC137,1993,0
ANWC137,1994,0
ANWC137,1995,0
ANWC137,1996,0
ANWC137,1997,0
ANWC137,1998,0
ANWC137,1999,0
ANWC137,2000,0
ANWC137,2001,0
ANWC138,1989,0
ANWC138,1990,0
ANWC138,1991,0
ANWC138,1992,0
ANWC138,1993,0
ANWC138,1994,0
ANWC138,1995,0
ANWC138,1996,0
ANWC138,1997,0
ANWC138,1998,0
ANWC138,1999,0
ANWC138,2000,0
ANWC138,2001,0
ANWC138,2002,0
ANWC138,2003,0
ANWC139,1994,0
ANWC139,1989,0
ANWC139,1990,0
ANWC139,1991,0
ANWC139,1992,0
ANWC139,1993,0
ANWC139,2002,0
ANWC139,1995,0
ANWC139,1996,0
ANWC139,1997,0
ANWC139,1998,0
ANWC139,1999,0
ANWC139,2000,0
ANWC139,2001,0
ANWC139,2003,0
ANWC140,1989,0
ANWC140,1990,1
ANWC140,1997,0
ANWC140,1998,0
ANWC140,1991,0
ANWC140,1992,0
ANWC140,1993,0
ANWC140,1994,0
ANWC140,1995,0
ANWC140,1996,0
ANWC140,1999,0
ANWC140,2000,2
ANWC140,2001,1
ANWC140,2002,0
ANWC140,2003,0
ANWC141,1993,0
ANWC141,1992,0
ANWC141,1989,0
ANWC141,1990,0
ANWC141,1991,0
ANWC141,2000,0
ANWC141,2001,0
ANWC141,1994,0
ANWC141,1995,0
ANWC141,1996,0
ANWC141,1997,0
ANWC141,1998,0
ANWC141,1999,0
ANWC141,2002,0
ANWC141,2003,0
ANWC142,1996,0
ANWC142,1997,0
ANWC142,1989,0
ANWC142,1990,0
ANWC142,1991,0
ANWC142,1992,0
ANWC142,1993,0
ANWC142,1994,0
ANWC142,1995,0
ANWC142,1998,0
ANWC142,1999,0
ANWC142,2000,0
ANWC142,2001,0
ANWC142,2002,0
ANWC142,2003,0
ANWC143,2001,0
ANWC143,2000,0
ANWC143,1989,0
ANWC143,1990,0
ANWC143,1991,0
ANWC143,1992,0
ANWC143,1993,0
ANWC143,1994,0
ANWC143,1995,0
ANWC143,1996,0
ANWC143,1997,0
ANWC143,1998,0
ANWC143,1999,0
ANWC143,2002,0
ANWC143,2003,0
ANWC144,2003,0
ANWC144,1989,0
ANWC144,1990,0
ANWC144,1991,0
ANWC144,1992,0
ANWC144,1993,0
ANWC144,1994,0
ANWC144,1995,2
ANWC144,1996,0
ANWC144,1997,0
ANWC144,1998,0
ANWC144,1999,1
ANWC144,2000,1
ANWC144,2001,3
ANWC144,2002,6
ANWC113,2007,0
ANWC113,2008,0
ANWC113,2004,0
ANWC113,2005,0
ANWC113,2006,0
ANWC113,2009,0
ANWC115,2004,26
ANWC115,2005,7
ANWC115,2006,15
ANWC115,2007,24
ANWC115,2008,21
ANWC115,2009,16
ANWC116,2006,15
ANWC116,2007,24
ANWC116,2008,21
ANWC116,2004,26
ANWC116,2005,7
ANWC116,2009,16
ANWC117,2005,48
ANWC117,2006,84
ANWC117,2004,85
ANWC117,2008,68
ANWC117,2007,59
ANWC117,2009,62
ANWC118,2007,59
ANWC118,2006,84
ANWC118,2004,85
ANWC118,2005,48
ANWC118,2009,62
ANWC118,2008,68
ANWC137,2005,0
ANWC137,2004,0
ANWC137,2007,0
ANWC137,2008,0
ANWC137,2006,0
ANWC137,2009,0
ANWC138,2006,0
ANWC138,2005,0
ANWC138,2004,0
ANWC138,2008,0
ANWC138,2009,0
ANWC138,2007,0
ANWC139,2009,0
ANWC139,2004,0
ANWC139,2007,0
ANWC139,2005,0
ANWC139,2006,0
ANWC139,2008,0
ANWC140,2005,0
ANWC140,2006,0
ANWC140,2004,0
ANWC140,2007,0
ANWC140,2008,0
ANWC140,2009,0
ANWC141,2008,0
ANWC141,2009,0
ANWC141,2004,0
ANWC141,2005,0
ANWC141,2006,0
ANWC141,2007,0
ANWC142,2004,0
ANWC142,2005,0
ANWC142,2006,0
ANWC142,2007,0
ANWC142,2009,0
ANWC142,2008,0
ANWC143,2007,0
ANWC143,2008,0
ANWC143,2009,0
ANWC143,2004,0
ANWC143,2005,0
ANWC143,2006,0
ANWC144,2004,4
ANWC144,2006,0
ANWC144,2007,2
ANWC144,2005,1
ANWC144,2008,4
ANWC144,2009,0
ANWC145,1990,0
ANWC145,1991,0
ANWC145,1992,0
ANWC145,1993,0
ANWC145,1994,0
ANWC145,1995,0
ANWC145,1996,0
ANWC145,1997,0
ANWC145,1998,0
ANWC145,1999,0
ANWC145,2000,0
ANWC145,2001,0
ANWC145,2002,0
ANWC145,2003,0
ANWC145,2004,0
ANWC146,1996,0
ANWC146,1997,0
ANWC146,1995,0
ANWC146,1990,0
ANWC146,1991,0
ANWC146,1992,0
ANWC146,1993,0
ANWC146,1994,0
ANWC146,2003,0
ANWC146,2004,0
ANWC146,1998,0
ANWC146,1999,0
ANWC146,2000,0
ANWC146,2001,0
ANWC146,2002,0
ANWC147,1992,0
ANWC147,1993,1
ANWC147,1990,0
ANWC147,1991,0
ANWC147,2000,0
ANWC147,2001,7
ANWC147,1994,2
ANWC147,1995,0
ANWC147,1996,0
ANWC147,1997,0
ANWC147,1998,0
ANWC147,1999,0
ANWC147,2002,2
ANWC147,2003,0
ANWC147,2004,2
ANWC148,1996,0
ANWC148,1997,0
ANWC148,1990,0
ANWC148,1991,0
ANWC148,1992,0
ANWC148,1993,1
ANWC148,1994,2
ANWC148,1995,0
ANWC148,2004,2
ANWC148,1998,0
ANWC148,1999,0
ANWC148,2000,0
ANWC148,2001,7
ANWC148,2002,2
ANWC148,2003,0
ANWC150,1999,1
ANWC150,2000,1
ANWC150,1990,0
ANWC150,1991,0
ANWC150,1992,0
ANWC150,1993,1
ANWC150,1994,2
ANWC150,1995,0
ANWC150,1996,0
ANWC150,1997,0
ANWC150,1998,0
ANWC150,2001,7
ANWC150,2002,2
ANWC150,2003,0
ANWC150,2004,3
ANWC151,2003,0
ANWC151,2004,2
ANWC151,1990,0
ANWC151,1991,0
ANWC151,1992,0
ANWC151,1993,1
ANWC151,1994,2
ANWC151,1995,0
ANWC151,1996,0
ANWC151,1997,0
ANWC151,1998,0
ANWC151,1999,0
ANWC151,2000,0
ANWC151,2001,7
ANWC151,2002,2
ANWC152,1990,0
ANWC152,1991,0
ANWC152,1992,0
ANWC152,1993,2
ANWC152,1994,3
ANWC152,1995,0
ANWC152,1996,0
ANWC152,1997,0
ANWC152,1998,0
ANWC152,1999,1
ANWC152,2000,1
ANWC152,2001,7
ANWC152,2002,1
ANWC152,2003,1
ANWC152,2004,0
ANWC153,1996,0
ANWC153,1995,0
ANWC153,1990,0
ANWC153,1991,0
ANWC153,1992,0
ANWC153,1993,2
ANWC153,1994,3
ANWC153,2003,1
ANWC153,2004,0
ANWC153,1997,0
ANWC153,1998,0
ANWC153,1999,1
ANWC153,2000,1
ANWC153,2001,7
ANWC153,2002,1
ANWC154,1991,0
ANWC154,1992,0
ANWC154,1990,0
ANWC154,1999,1
ANWC154,2000,1
ANWC154,1993,2
ANWC154,1994,3
ANWC154,1995,0
ANWC154,1996,0
ANWC154,1997,0
ANWC154,1998,0
ANWC154,2001,7
ANWC154,2002,1
ANWC154,2003,1
ANWC154,2004,0
ANWC155,1995,0
ANWC155,1996,0
ANWC155,1990,0
ANWC155,1991,0
ANWC155,1992,0
ANWC155,1993,2
ANWC155,1994,3
ANWC155,2002,1
ANWC155,2003,1
ANWC155,2004,0
ANWC155,1997,0
ANWC155,1998,0
ANWC155,1999,1
ANWC155,2000,1
ANWC155,2001,7
ANWC156,1999,1
ANWC156,1998,0
ANWC156,1990,0
ANWC156,1991,0
ANWC156,1992,0
ANWC156,1993,2
ANWC156,1994,3
ANWC156,1995,0
ANWC156,1996,0
ANWC156,1997,0
ANWC156,2000,1
ANWC156,2001,7
ANWC156,2002,1
ANWC156,2003,1
ANWC156,2004,0
ANWC157,2002,1
ANWC157,2003,1
ANWC157,1990,0
ANWC157,1991,0
ANWC157,1992,0
ANWC157,1993,1
ANWC157,1994,2
ANWC157,1995,0
ANWC157,1996,0
ANWC157,1997,0
ANWC157,1998,0
ANWC157,1999,1
ANWC157,2000,1
ANWC157,2001,7
ANWC157,2004,0
ANWC158,1990,0
ANWC158,1991,0
ANWC158,1992,1
ANWC158,1993,3
ANWC158,1994,1
ANWC158,1995,0
ANWC158,1996,0
ANWC158,1997,0
ANWC158,1998,0
ANWC158,1999,0
ANWC158,2000,2
ANWC158,2001,1
ANWC158,2002,2
ANWC158,2003,0
ANWC158,2004,2
ANWC159,1995,0
ANWC159,1990,0
ANWC159,1991,0
ANWC159,1992,1
ANWC159,1993,3
ANWC159,1994,1
ANWC159,2003,0
ANWC159,1996,0
ANWC159,1997,0
ANWC159,1998,0
ANWC159,1999,0
ANWC159,2000,2
ANWC159,2001,1
ANWC159,2002,2
ANWC159,2004,2
ANWC160,1990,0
ANWC160,1991,0
ANWC160,1998,0
ANWC160,1999,0
ANWC160,1992,1
ANWC160,1993,3
ANWC160,1994,2
ANWC160,1995,0
ANWC160,1996,0
ANWC160,1997,0
ANWC160,2000,1
ANWC160,2001,0
ANWC160,2002,1
ANWC160,2003,0
ANWC160,2004,1
ANWC161,1994,2
ANWC161,1995,0
ANWC161,1990,0
ANWC161,1991,0
ANWC161,1992,1
ANWC161,1993,3
ANWC161,2002,1
ANWC161,2003,0
ANWC161,1996,0
ANWC161,1997,0
ANWC161,1998,0
ANWC161,1999,0
ANWC161,2000,1
ANWC161,2001,0
ANWC161,2004,1
ANWC162,1999,0
ANWC162,1998,0
ANWC162,1990,1
ANWC162,1991,2
ANWC162,1992,1
ANWC162,1993,1
ANWC162,1994,6
ANWC162,1995,1
ANWC162,1996,1
ANWC162,1997,0
ANWC162,2000,4
ANWC162,2001,3
ANWC162,2002,5
ANWC162,2003,3
ANWC162,2004,8
ANWC163,2002,5
ANWC163,2003,3
ANWC163,1990,1
ANWC163,1991,2
ANWC163,1992,1
ANWC163,1993,1
ANWC163,1994,7
ANWC163,1995,2
ANWC163,1996,1
ANWC163,1997,0
ANWC163,1998,0
ANWC163,1999,0
ANWC163,2000,4
ANWC163,2001,3
ANWC163,2004,9
ANWC168,1990,0
ANWC168,1991,42
ANWC168,1992,32
ANWC168,1993,9
ANWC168,1994,50
ANWC168,1995,30
ANWC168,1996,28
ANWC168,1997,27
ANWC168,1998,20
ANWC168,1999,24
ANWC168,2000,36
ANWC168,2001,35
ANWC168,2002,37
ANWC168,2003,18
ANWC168,2004,34
ANWC170,1990,0
ANWC170,1991,24
ANWC170,1992,27
ANWC170,1993,7
ANWC170,1994,39
ANWC170,1995,25
ANWC170,1996,28
ANWC170,1997,17
ANWC170,1998,15
ANWC170,1999,14
ANWC170,2000,27
ANWC170,2001,17
ANWC170,2002,17
ANWC170,2003,11
ANWC170,2004,18
ANWC145,2008,0
ANWC145,2009,0
ANWC145,2005,0
ANWC145,2006,0
ANWC145,2007,0
ANWC145,2010,0
ANWC146,2005,0
ANWC146,2006,0
ANWC146,2007,0
ANWC146,2009,0
ANWC146,2010,0
ANWC146,2008,0
ANWC147,2008,0
ANWC147,2009,0
ANWC147,2005,0
ANWC147,2006,2
ANWC147,2007,0
ANWC147,2010,0
ANWC148,2005,0
ANWC148,2006,2
ANWC148,2007,0
ANWC148,2009,0
ANWC148,2010,0
ANWC148,2008,0
ANWC150,2007,0
ANWC150,2008,0
ANWC150,2005,0
ANWC150,2006,2
ANWC150,2010,0
ANWC150,2009,0
ANWC151,2006,2
ANWC151,2007,0
ANWC151,2005,0
ANWC151,2009,0
ANWC151,2010,0
ANWC151,2008,0
ANWC152,2007,0
ANWC152,2008,0
ANWC152,2005,0
ANWC152,2006,2
ANWC152,2010,0
ANWC152,2009,0
ANWC153,2006,2
ANWC153,2005,0
ANWC153,2008,0
ANWC153,2009,0
ANWC153,2007,0
ANWC153,2010,0
ANWC154,2007,0
ANWC154,2008,0
ANWC154,2005,0
ANWC154,2006,2
ANWC154,2009,0
ANWC154,2010,0
ANWC155,2010,0
ANWC155,2006,2
ANWC155,2005,0
ANWC155,2008,0
ANWC155,2009,0
ANWC155,2007,0
ANWC156,2006,2
ANWC156,2007,0
ANWC156,2005,0
ANWC156,2009,0
ANWC156,2010,0
ANWC156,2008,0
ANWC157,2010,0
ANWC157,2006,2
ANWC157,2005,0
ANWC157,2008,0
ANWC157,2007,0
ANWC157,2009,0
ANWC158,2008,1
ANWC158,2006,2
ANWC158,2007,1
ANWC158,2005,0
ANWC158,2009,0
ANWC158,2010,0
ANWC159,2006,2
ANWC159,2005,0
ANWC159,2008,1
ANWC159,2007,1
ANWC159,2009,0
ANWC159,2010,0
ANWC160,2006,2
ANWC160,2007,1
ANWC160,2005,0
ANWC160,2009,0
ANWC160,2010,0
ANWC160,2008,1
ANWC161,2010,0
ANWC161,2005,0
ANWC161,2008,1
ANWC161,2006,2
ANWC161,2007,1
ANWC161,2009,0
ANWC162,2006,3
ANWC162,2007,3
ANWC162,2005,0
ANWC162,2009,4
ANWC162,2008,5
ANWC162,2010,0
ANWC163,2010,0
ANWC163,2005,0
ANWC163,2008,5
ANWC163,2006,3
ANWC163,2007,4
ANWC163,2009,4
ANWC168,2007,33
ANWC168,2006,19
ANWC168,2005,13
ANWC168,2008,37
ANWC168,2009,32
ANWC168,2010,22
ANWC170,2010,11
ANWC170,2005,5
ANWC170,2006,9
ANWC170,2007,19
ANWC170,2008,23
ANWC170,2009,15
SAM41,1996,12
SAM41,1999,24
SAM41,1994,29
SAM41,1997,38
SAM41,1995,23
SAM41,1992,0
SAM41,1993,17
SAM41,2001,28
SAM41,2002,44
SAM41,2003,27
SAM41,2004,30
SAM41,1998,20
SAM41,2000,23
SAM41,2005,19
SAM41,2006,55
SAM41,2009,15
SAM41,2012,47
SAM41,2010,43
SAM41,2011,39
SAM41,2007,40
SAM41,2008,37
ANWC119,2001,0
ANWC119,2000,0
ANWC119,1995,0
ANWC119,1996,0
ANWC119,1997,0
ANWC119,1998,0
ANWC119,1999,0
ANWC119,2008,0
ANWC119,2009,0
ANWC119,2002,0
ANWC119,2003,0
ANWC119,2004,0
ANWC119,2005,0
ANWC119,2006,0
ANWC119,2007,0
ANWC119,2011,0
ANWC119,2010,0
ANWC119,2013,0
ANWC119,2014,0
ANWC119,2012,0
ANWC119,2015,0
